index,Player,#,Nation,Pos,Age,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp_x,Att_x,Cmp%_x,PrgP,Carries,PrgC,Att_x,Succ,SoTA,GA,Saves,Save%,PSxG,Cmp_y,Att_y,Cmp%_y,Att (GK),Thr,Launch%,AvgLen,Att_y,Launch%,AvgLen,Opp,Stp,Stp%,#OPA,AvgDist,Clr,Recov,xA,xGC,home,game_id
11,Patrick van Aanholt,3.0,nl NED,LB,30-070,90,0,0,0,0,3,2,0,0,65,1,0,3,0.3,0.3,0.0,3,1,38,52,73.1,3,35,2,1,1,,,,,,,,,,,,,,,,,,,,,9,4,0.0,1.6,1,71
12,Scott Dann,6.0,eng ENG,CB,33-267,90,1,0,0,0,1,1,0,0,33,0,1,1,0.1,0.1,0.0,0,0,19,21,90.5,1,14,0,0,0,,,,,,,,,,,,,,,,,,,,,6,6,0.0,1.6,1,71
13,Vicente Guaita,31.0,es ESP,GK,33-302,90,0,0,0,0,0,0,0,0,27,0,0,0,0.0,0.0,0.0,0,0,6,26,23.1,0,9,0,0,0,3.0,1.0,2.0,66.7,1.2,5.0,24.0,20.8,16.0,1.0,93.8,59.4,9.0,100.0,67.8,19.0,1.0,5.3,0.0,7.0,0,0,0.0,1.6,1,71
14,Wilfried Zaha,11.0,ci CIV,FW,27-363,90,0,1,0,0,1,0,0,0,51,2,1,0,0.0,0.0,0.3,4,1,25,31,80.6,3,38,5,7,1,,,,,,,,,,,,,,,,,,,,,34,67,0.4,1.6,1,71
0,13 Players,,,,,990,1,1,0,0,9,3,2,0,771,25,14,10,0.8,0.8,0.7,17,2,527,654,80.6,56,438,24,15,8,,,,,,,,,,,,,,,,,,,,,0,1,0.0,1.7,0,71
1,Ezgjan Alioski,10.0,mk MKD,CM,28-269,90,0,0,0,0,1,1,0,0,87,5,0,0,0.0,0.0,0.0,0,0,63,77,81.8,6,45,6,0,0,,,,,,,,,,,,,,,,,,,,,2,5,0.2,1.7,0,71
2,Hélder Costa,17.0,ao ANG,RW,26-300,45,0,0,0,0,0,0,0,0,24,1,1,1,0.0,0.0,0.0,0,0,11,13,84.6,1,13,2,3,1,,,,,,,,,,,,,,,,,,,,,0,5,0.0,1.7,0,71
3,Illan Meslier,1.0,fr FRA,GK,20-250,90,0,0,0,0,0,0,0,0,31,0,0,0,0.0,0.0,0.0,0,0,30,31,96.8,0,23,0,0,0,6.0,4.0,3.0,33.3,1.9,0.0,0.0,,26.0,9.0,0.0,20.3,5.0,0.0,15.6,7.0,0.0,0.0,0.0,2.0,1,4,0.0,1.7,0,71
4,Jack Harrison,22.0,eng ENG,LW,23-353,90,0,0,0,0,1,1,0,0,60,1,0,1,0.0,0.0,0.1,4,0,26,43,60.5,2,34,6,3,3,,,,,,,,,,,,,,,,,,,,,0,5,0.4,1.7,0,71
5,Liam Cooper,6.0,sct SCO,CB,29-069,90,0,0,0,0,1,0,1,0,94,4,4,1,0.1,0.1,0.0,0,0,66,81,81.5,4,61,0,1,0,,,,,,,,,,,,,,,,,,,,,1,5,0.0,1.7,0,71
6,Luke Ayling,2.0,eng ENG,CB,29-074,90,0,0,0,0,1,0,0,0,107,5,1,0,0.0,0.0,0.0,1,1,78,97,80.4,14,70,3,1,1,,,,,,,,,,,,,,,,,,,,,1,5,0.0,1.7,0,71
7,Mateusz Klich,43.0,pl POL,AM,30-147,90,0,1,0,0,0,0,1,0,73,3,1,0,0.0,0.0,0.5,6,1,50,65,76.9,8,36,2,2,1,,,,,,,,,,,,,,,,,,,,,0,3,0.0,1.7,0,71
8,Pascal Struijk,21.0,nl NED,CM,21-088,70,0,0,0,0,1,0,0,0,42,1,0,1,0.1,0.1,0.0,2,0,31,35,88.6,4,19,1,0,0,,,,,,,,,,,,,,,,,,,,,0,5,0.1,1.7,0,71
9,Patrick Bamford,9.0,eng ENG,FW,27-063,90,1,0,0,0,2,1,0,0,27,0,0,1,0.4,0.4,0.0,0,0,14,20,70.0,0,10,0,1,1,,,,,,,,,,,,,,,,,,,,,3,11,0.0,1.7,0,71
10,Raphinha,18.0,br BRA,RW,23-329,45,0,0,0,0,1,0,0,0,29,1,0,2,0.1,0.1,0.0,1,0,15,18,83.3,2,19,2,2,1,,,,,,,,,,,,,,,,,,,,,3,6,0.0,1.7,0,71
11,Robin Koch,5.0,de GER,CB,24-113,90,0,0,0,0,1,0,0,0,116,2,5,2,0.1,0.1,0.0,1,0,88,101,87.1,6,63,0,0,0,,,,,,,,,,,,,,,,,,,,,3,9,0.0,1.7,0,71
12,Stuart Dallas,15.0,nir NIR,CM,29-202,90,0,0,0,0,0,0,0,0,69,2,2,0,0.0,0.0,0.0,2,0,47,63,74.6,6,38,2,1,0,,,,,,,,,,,,,,,,,,,,,0,0,0.0,1.7,0,71
13,Tyler Roberts,11.0,wls WAL,CM,21-300,20,0,0,0,0,0,0,0,0,12,0,0,1,0.0,0.0,0.0,0,0,8,10,80.0,3,7,0,1,0,,,,,,,,,,,,,,,,,,,,,14,64,0.8,1.7,0,71
0,13 Players,,,,,990,4,4,0,0,20,9,0,0,922,13,10,12,2.2,2.2,1.8,33,6,700,805,87.0,50,637,11,8,3,,,,,,,,,,,,,,,,,,,,,1,1,0.0,0.7000000000000001,1,72
1,Ben Chilwell,21.0,eng ENG,LB,23-322,90,1,0,0,0,3,3,0,0,107,0,1,2,0.4,0.4,0.1,4,0,82,94,87.2,9,70,4,0,0,,,,,,,,,,,,,,,,,,,,,0,6,0.1,0.7000000000000001,1,72
2,Edouard Mendy,16.0,sn SEN,GK,28-251,90,0,0,0,0,0,0,0,0,37,0,0,0,0.0,0.0,0.0,1,0,35,37,94.6,0,26,0,0,0,3.0,1.0,2.0,66.7,0.8,1.0,3.0,33.3,34.0,6.0,8.8,20.3,3.0,0.0,21.3,12.0,1.0,8.3,0.0,10.7,0,0,0.0,0.7000000000000001,1,72
3,Hakim Ziyech,22.0,ma MAR,"RW,LW",27-233,90,0,2,0,0,3,0,0,0,76,1,0,0,0.1,0.1,1.1,9,3,47,65,72.3,9,60,2,3,1,,,,,,,,,,,,,,,,,,,,,0,1,1.0,0.7000000000000001,1,72
4,Jorginho,5.0,it ITA,CM,28-323,20,0,0,0,0,0,0,0,0,18,0,1,1,0.0,0.0,0.0,0,0,15,17,88.2,1,13,0,0,0,,,,,,,,,,,,,,,,,,,,,2,2,0.1,0.7000000000000001,1,72
5,Kurt Zouma,15.0,fr FRA,CB,26-011,90,0,0,0,0,0,0,0,0,111,0,1,0,0.0,0.0,0.0,1,0,95,105,90.5,2,87,0,0,0,,,,,,,,,,,,,,,,,,,,,0,11,0.0,0.7000000000000001,1,72
6,Mason Mount,19.0,eng ENG,LM,21-302,90,0,0,0,0,3,1,0,0,99,2,2,2,0.1,0.1,0.0,3,1,70,81,86.4,5,67,1,0,0,,,,,,,,,,,,,,,,,,,,,2,4,0.1,0.7000000000000001,1,72
7,Mateo Kovačić,17.0,hr CRO,RM,26-185,70,0,1,0,0,1,0,0,0,59,3,1,0,0.0,0.0,0.1,5,1,41,48,85.4,7,44,0,0,0,,,,,,,,,,,,,,,,,,,,,0,1,0.0,0.7000000000000001,1,72
8,N'Golo Kanté,7.0,fr FRA,"CM,RM",29-223,90,0,1,0,0,0,0,0,0,98,5,2,1,0.0,0.0,0.3,3,0,77,85,90.6,3,54,0,1,0,,,,,,,,,,,,,,,,,,,,,4,4,0.1,0.7000000000000001,1,72
9,Olivier Giroud,18.0,fr FRA,"FW,LW",34-038,4,0,0,0,0,0,0,0,0,2,0,1,0,0.0,0.0,0.0,0,0,1,1,100.0,0,2,0,0,0,,,,,,,,,,,,,,,,,,,,,1,5,0.0,0.7000000000000001,1,72
10,Reece James,24.0,eng ENG,RB,20-335,90,0,0,0,0,2,1,0,0,115,1,0,2,0.1,0.1,0.1,2,1,96,106,90.6,6,79,1,3,1,,,,,,,,,,,,,,,,,,,,,4,2,0.1,0.7000000000000001,1,72
11,Tammy Abraham,9.0,eng ENG,"FW,RW",23-036,90,1,0,0,0,4,2,0,0,31,0,1,1,0.3,0.3,0.2,3,0,11,15,73.3,0,12,1,0,0,,,,,,,,,,,,,,,,,,,,,1,5,0.1,0.7000000000000001,1,72
12,Thiago Silva,6.0,br BRA,CB,36-046,90,1,0,0,0,1,1,0,0,124,1,0,1,0.3,0.3,0.0,0,0,104,118,88.1,2,92,0,0,0,,,,,,,,,,,,,,,,,,,,,0,1,0.0,0.7000000000000001,1,72
13,Timo Werner,11.0,de GER,LW,24-246,86,1,0,0,0,3,1,0,0,45,0,0,2,0.8,0.8,0.0,2,0,26,33,78.8,6,31,2,1,1,,,,,,,,,,,,,,,,,,,,,15,43,1.7,0.7000000000000001,1,72
0,13 Players,,,,,990,1,1,0,0,6,3,2,0,464,11,5,11,0.4,0.4,0.4,10,1,245,360,68.1,27,174,9,5,3,,,,,,,,,,,,,,,,,,,,,0,4,0.0,4.300000000000001,0,72
1,Aaron Ramsdale,1.0,eng ENG,GK,22-177,90,0,0,0,0,0,0,0,0,28,0,0,0,0.0,0.0,0.0,0,0,10,21,47.6,0,12,0,0,0,9.0,4.0,5.0,55.6,2.8,8.0,19.0,42.1,16.0,1.0,87.5,48.9,5.0,100.0,69.8,13.0,0.0,0.0,0.0,2.8,1,2,0.0,4.300000000000001,0,72
2,Ben Osborn,23.0,eng ENG,CM,26-094,29,0,0,0,0,0,0,0,0,12,1,0,0,0.0,0.0,0.0,1,0,8,10,80.0,0,5,1,0,0,,,,,,,,,,,,,,,,,,,,,0,1,0.0,4.300000000000001,0,72
3,Chris Basham,6.0,eng ENG,CB,32-110,90,0,0,0,0,0,0,0,0,53,2,2,1,0.0,0.0,0.0,0,0,30,40,75.0,3,16,0,1,1,,,,,,,,,,,,,,,,,,,,,2,7,0.0,4.300000000000001,0,72
4,David McGoldrick,17.0,ie IRL,FW,32-344,90,1,0,0,0,1,1,0,0,36,0,0,0,0.2,0.2,0.0,0,0,11,21,52.4,1,19,0,1,1,,,,,,,,,,,,,,,,,,,,,0,3,0.0,4.300000000000001,0,72
5,Enda Stevens,3.0,ie IRL,CB,30-121,90,0,0,0,0,0,0,0,0,43,0,0,2,0.0,0.0,0.0,1,0,29,36,80.6,3,14,0,0,0,,,,,,,,,,,,,,,,,,,,,1,0,0.0,4.300000000000001,0,72
6,George Baldock,2.0,gr GRE,WB,27-243,90,0,0,0,0,2,0,0,0,55,1,1,0,0.1,0.1,0.1,2,0,30,46,65.2,2,16,4,0,0,,,,,,,,,,,,,,,,,,,,,3,6,0.0,4.300000000000001,0,72
7,John Egan,12.0,ie IRL,CB,28-018,90,0,0,0,0,0,0,1,0,46,0,0,3,0.0,0.0,0.0,0,0,23,35,65.7,2,20,0,0,0,,,,,,,,,,,,,,,,,,,,,2,1,0.0,4.300000000000001,0,72
8,John Lundstram,7.0,eng ENG,CM,26-263,90,0,0,0,0,1,1,0,0,52,0,0,3,0.0,0.0,0.0,1,0,34,43,79.1,5,24,2,0,0,,,,,,,,,,,,,,,,,,,,,2,5,0.1,4.300000000000001,0,72
9,Max Lowe,13.0,eng ENG,WB,23-180,90,0,0,0,0,1,1,0,0,36,5,1,0,0.0,0.0,0.0,1,0,17,25,68.0,2,10,0,1,0,,,,,,,,,,,,,,,,,,,,,3,9,0.0,4.300000000000001,0,72
10,Oliver McBurnie,9.0,sct SCO,FW,24-156,28,0,0,0,0,0,0,0,0,10,0,0,1,0.0,0.0,0.0,0,0,2,9,22.2,1,4,1,0,0,,,,,,,,,,,,,,,,,,,,,6,2,0.0,4.300000000000001,0,72
11,Oliver Norwood,16.0,nir NIR,CM,29-209,61,0,0,0,0,0,0,0,0,38,1,1,0,0.0,0.0,0.0,2,0,23,34,67.6,7,10,1,0,0,,,,,,,,,,,,,,,,,,,,,2,4,0.0,4.300000000000001,0,72
12,Rhian Brewster,24.0,eng ENG,FW,20-220,62,0,0,0,0,0,0,0,0,6,0,0,1,0.0,0.0,0.0,0,0,0,4,0.0,0,2,0,0,0,,,,,,,,,,,,,,,,,,,,,2,0,0.0,4.300000000000001,0,72
13,Sander Berge,8.0,no NOR,CM,22-267,90,0,1,0,0,1,0,1,0,49,1,0,0,0.0,0.0,0.2,2,1,28,36,77.8,1,22,0,2,1,,,,,,,,,,,,,,,,,,,,,24,44,0.2,4.300000000000001,0,72
0,14 Players,,,,,990,1,1,0,0,16,7,2,0,676,14,14,12,1.3,1.3,0.9,30,2,476,563,84.5,51,365,15,12,5,,,,,,,,,,,,,,,,,,,,,2,2,0.0,3.6,1,73
1,Aaron Cresswell,3.0,eng ENG,CB,30-328,90,0,0,0,0,2,1,0,0,101,1,1,0,0.2,0.2,0.4,7,0,78,92,84.8,10,58,2,0,0,,,,,,,,,,,,,,,,,,,,,0,6,0.4,3.6,1,73
2,Angelo Ogbonna,21.0,it ITA,CB,32-168,62,0,0,0,0,0,0,1,0,44,0,0,1,0.0,0.0,0.0,3,0,38,40,95.0,1,31,0,0,0,,,,,,,,,,,,,,,,,,,,,0,1,0.1,3.6,1,73
3,Arthur Masuaku,26.0,cd COD,LM,27-000,90,0,0,0,0,1,1,0,0,69,3,1,0,0.3,0.3,0.0,3,0,50,58,86.2,4,40,7,2,1,,,,,,,,,,,,,,,,,,,,,0,5,0.2,3.6,1,73
4,Declan Rice,41.0,eng ENG,CM,21-298,90,0,0,0,0,0,0,0,0,79,1,3,2,0.0,0.0,0.0,2,0,64,70,91.4,9,47,0,1,1,,,,,,,,,,,,,,,,,,,,,0,2,0.0,3.6,1,73
5,Fabián Balbuena,4.0,py PAR,CB,29-076,90,0,0,0,0,1,0,0,0,88,1,2,0,0.1,0.1,0.0,0,0,70,79,88.6,8,47,0,0,0,,,,,,,,,,,,,,,,,,,,,2,6,0.0,3.6,1,73
6,Issa Diop,23.0,fr FRA,CB,23-303,28,0,0,0,0,0,0,1,0,25,0,0,1,0.0,0.0,0.0,0,0,22,23,95.7,2,15,0,0,0,,,,,,,,,,,,,,,,,,,,,3,1,0.0,3.6,1,73
7,Jarrod Bowen,20.0,eng ENG,RW,23-323,71,0,0,0,0,4,1,0,0,32,1,0,0,0.1,0.1,0.3,2,0,18,22,81.8,1,16,0,1,0,,,,,,,,,,,,,,,,,,,,,0,5,0.0,3.6,1,73
8,Manuel Lanzini,10.0,ar ARG,RW,27-266,19,0,0,0,0,0,0,0,0,16,2,1,1,0.0,0.0,0.0,0,0,10,10,100.0,1,8,0,1,0,,,,,,,,,,,,,,,,,,,,,1,3,0.2,3.6,1,73
9,Pablo Fornals,18.0,es ESP,LW,24-259,71,0,0,0,0,1,0,0,0,37,0,1,1,0.0,0.0,0.0,3,0,23,33,69.7,3,19,1,1,1,,,,,,,,,,,,,,,,,,,,,2,5,0.5,3.6,1,73
10,Saïd Benrahma,9.0,dz ALG,LW,25-089,19,0,1,0,0,2,2,0,0,15,0,0,0,0.2,0.2,0.1,3,1,10,11,90.9,1,10,1,2,0,,,,,,,,,,,,,,,,,,,,,2,0,0.0,3.6,1,73
11,Sébastien Haller,22.0,ci CIV,FW,26-138,90,0,0,0,0,3,1,0,0,20,2,0,0,0.3,0.3,0.0,0,0,6,10,60.0,0,5,0,0,0,,,,,,,,,,,,,,,,,,,,,1,0,0.0,3.6,1,73
12,Tomáš Souček,28.0,cz CZE,CM,25-254,90,1,0,0,0,2,1,0,0,43,1,3,3,0.1,0.1,0.0,3,0,19,26,73.1,3,11,0,0,0,,,,,,,,,,,,,,,,,,,,,6,2,0.0,3.6,1,73
13,Vladimír Coufal,5.0,cz CZE,RM,28-077,90,0,0,0,0,0,0,0,0,82,2,2,3,0.0,0.0,0.1,3,1,51,66,77.3,8,46,4,4,2,,,,,,,,,,,,,,,,,,,,,0,4,0.0,3.6,1,73
14,Łukasz Fabiański,1.0,pl POL,GK,35-203,90,0,0,0,0,0,0,0,0,25,0,0,0,0.0,0.0,0.0,1,0,17,23,73.9,0,12,0,0,0,3.0,0.0,2.0,100.0,1.4,3.0,9.0,33.3,17.0,3.0,52.9,37.2,6.0,0.0,20.7,15.0,0.0,0.0,3.0,22.5,19,42,1.4,3.6,1,73
0,13 Players,,,,,990,0,0,0,1,12,2,2,0,596,12,5,6,1.8,1.0,0.7,23,0,402,500,80.4,37,329,12,13,9,,,,,,,,,,,,,,,,,,,,,1,0,0.1,2.6,0,73
1,Ademola Lookman,19.0,ng NGA,LW,23-018,90,0,0,0,1,1,1,0,0,43,1,0,1,0.9,0.1,0.0,5,0,29,36,80.6,3,21,1,2,2,,,,,,,,,,,,,,,,,,,,,0,3,0.0,2.6,0,73
2,Aleksandar Mitrović,9.0,rs SRB,FW,26-052,90,0,0,0,0,3,0,1,0,41,2,0,1,0.6,0.6,0.1,2,0,18,25,72.0,2,12,1,0,0,,,,,,,,,,,,,,,,,,,,,1,5,0.1,2.6,0,73
3,Alphonse Areola,1.0,fr FRA,GK,27-254,90,0,0,0,0,0,0,0,0,31,0,0,0,0.0,0.0,0.0,0,0,14,26,53.8,0,11,0,0,0,7.0,1.0,6.0,85.7,1.0,7.0,18.0,38.9,14.0,2.0,57.1,34.4,11.0,90.9,60.7,28.0,0.0,0.0,2.0,17.3,0,2,0.0,2.6,0,73
4,Andre-Frank Zambo Anguissa,29.0,cm CMR,DM,24-357,89,0,0,0,0,2,0,0,0,46,3,1,0,0.1,0.1,0.0,0,0,32,37,86.5,4,31,4,2,2,,,,,,,,,,,,,,,,,,,,,0,5,0.3,2.6,0,73
5,Antonee Robinson,33.0,us USA,LB,23-091,90,0,0,0,0,0,0,0,0,71,2,0,0,0.0,0.0,0.0,4,0,38,59,64.4,2,36,1,3,2,,,,,,,,,,,,,,,,,,,,,3,4,0.4,2.6,0,73
6,Bobby De Cordova-Reid,14.0,jm JAM,RW,27-279,82,0,0,0,0,2,1,0,0,45,0,0,1,0.1,0.1,0.0,2,0,31,37,83.8,6,29,1,2,1,,,,,,,,,,,,,,,,,,,,,0,6,0.0,2.6,0,73
7,Harrison Reed,21.0,eng ENG,DM,25-285,90,0,0,0,0,0,0,0,0,82,1,1,0,0.0,0.0,0.4,2,0,72,76,94.7,7,50,0,0,0,,,,,,,,,,,,,,,,,,,,,0,0,0.0,2.6,0,73
8,Ivan Cavaleiro,17.0,pt POR,DM,27-020,1,0,0,0,0,1,0,0,0,1,0,0,0,0.0,0.0,0.0,1,0,0,0,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,5,4,0.0,2.6,0,73
9,Joachim Andersen,5.0,dk DEN,CB,24-160,90,0,0,0,0,0,0,0,0,50,0,0,1,0.0,0.0,0.0,0,0,42,46,91.3,0,25,0,0,0,,,,,,,,,,,,,,,,,,,,,6,2,0.0,2.6,0,73
10,Ola Aina,34.0,ng NGA,RB,24-030,90,0,0,0,0,0,0,0,0,57,2,2,1,0.0,0.0,0.0,1,0,32,42,76.2,3,32,1,2,0,,,,,,,,,,,,,,,,,,,,,2,1,0.0,2.6,0,73
11,Ruben Loftus-Cheek,15.0,eng ENG,RW,24-289,8,0,0,0,0,1,0,1,0,5,0,1,0,0.1,0.1,0.0,0,0,2,3,66.7,0,5,2,0,0,,,,,,,,,,,,,,,,,,,,,6,1,0.0,2.6,0,73
12,Tom Cairney,10.0,sct SCO,AM,29-292,90,0,0,0,0,1,0,0,0,70,1,0,0,0.0,0.0,0.1,6,0,54,67,80.6,9,43,1,2,2,,,,,,,,,,,,,,,,,,,,,0,2,0.0,2.6,0,73
13,Tosin Adarabioyo,16.0,eng ENG,CB,23-044,90,0,0,0,0,1,0,0,0,54,0,0,1,0.0,0.0,0.0,0,0,38,46,82.6,1,34,0,0,0,,,,,,,,,,,,,,,,,,,,,24,35,1.0,2.6,0,73
0,14 Players,,,,,990,0,0,0,0,12,2,1,0,508,19,11,14,0.8,0.8,0.6,21,0,251,394,63.7,31,192,13,18,11,,,,,,,,,,,,,,,,,,,,,2,4,0.0,3.8000000000000003,1,74
1,Callum Robinson,7.0,ie IRL,FW,25-280,66,0,0,0,0,2,1,0,0,34,0,0,1,0.1,0.1,0.2,5,0,16,26,61.5,0,22,2,2,2,,,,,,,,,,,,,,,,,,,,,0,0,0.0,3.8000000000000003,1,74
2,Conor Gallagher,18.0,eng ENG,CM,20-276,90,0,0,0,0,2,0,0,0,37,3,0,0,0.1,0.1,0.0,0,0,18,26,69.2,2,13,0,4,3,,,,,,,,,,,,,,,,,,,,,0,6,0.1,3.8000000000000003,1,74
3,Conor Townsend,14.0,eng ENG,LB,27-249,90,0,0,0,0,0,0,0,0,59,1,0,2,0.0,0.0,0.0,2,0,27,47,57.4,6,19,0,2,2,,,,,,,,,,,,,,,,,,,,,0,2,0.0,3.8000000000000003,1,74
4,Dara O'Shea,27.0,ie IRL,CB,21-249,90,0,0,0,0,1,0,0,0,46,1,3,2,0.0,0.0,0.0,1,0,24,37,64.9,4,17,0,0,0,,,,,,,,,,,,,,,,,,,,,0,8,0.2,3.8000000000000003,1,74
5,Darnell Furlong,2.0,eng ENG,RB,25-008,90,0,0,0,0,2,1,0,0,51,2,0,0,0.1,0.1,0.3,2,0,23,40,57.5,3,21,5,2,1,,,,,,,,,,,,,,,,,,,,,1,3,0.0,3.8000000000000003,1,74
6,Filip Krovinović,17.0,hr CRO,CM,25-071,90,0,0,0,0,1,0,0,0,74,3,2,0,0.0,0.0,0.1,7,0,44,65,67.7,7,21,1,2,2,,,,,,,,,,,,,,,,,,,,,0,0,0.0,3.8000000000000003,1,74
7,Grady Diangana,11.0,cd COD,FW,22-203,24,0,0,0,0,0,0,0,0,15,0,0,0,0.0,0.0,0.0,1,0,6,10,60.0,0,5,0,1,0,,,,,,,,,,,,,,,,,,,,,2,3,0.0,3.8000000000000003,1,74
8,Jake Livermore,8.0,eng ENG,CM,30-360,88,0,0,0,0,2,0,0,0,41,2,1,3,0.1,0.1,0.0,1,0,17,24,70.8,2,10,0,0,0,,,,,,,,,,,,,,,,,,,,,3,3,0.0,3.8000000000000003,1,74
9,Karlan Grant,29.0,eng ENG,FW,23-051,83,0,0,0,0,2,0,0,0,29,0,0,1,0.3,0.3,0.0,1,0,14,23,60.9,2,15,2,0,0,,,,,,,,,,,,,,,,,,,,,1,6,0.0,3.8000000000000003,1,74
10,Kyle Bartley,5.0,eng ENG,CB,29-170,90,0,0,0,0,0,0,1,0,33,1,1,2,0.0,0.0,0.0,1,0,15,24,62.5,2,11,0,0,0,,,,,,,,,,,,,,,,,,,,,4,6,0.0,3.8000000000000003,1,74
11,Kyle Edwards,21.0,eng ENG,LM,22-265,2,0,0,0,0,0,0,0,0,6,0,0,0,0.0,0.0,0.0,0,0,3,4,75.0,0,5,0,1,0,,,,,,,,,,,,,,,,,,,,,1,11,0.0,3.8000000000000003,1,74
12,Matt Phillips,10.0,sct SCO,"RM,FW",29-240,7,0,0,0,0,0,0,0,0,8,1,0,0,0.0,0.0,0.0,0,0,3,6,50.0,1,2,0,1,0,,,,,,,,,,,,,,,,,,,,,1,4,0.1,3.8000000000000003,1,74
13,Sam Johnstone,1.0,eng ENG,GK,27-228,90,0,0,0,0,0,0,0,0,29,0,0,0,0.0,0.0,0.0,0,0,13,28,46.4,0,14,0,0,0,5.0,1.0,4.0,80.0,1.1,9.0,24.0,37.5,21.0,2.0,85.7,53.4,7.0,85.7,61.4,16.0,0.0,0.0,0.0,,0,0,0.0,3.8000000000000003,1,74
14,Semi Ajayi,6.0,ng NGA,CB,26-365,90,0,0,0,0,0,0,0,0,46,5,4,3,0.0,0.0,0.0,0,0,28,34,82.4,2,17,3,3,1,,,,,,,,,,,,,,,,,,,,,15,56,0.5,3.8000000000000003,1,74
0,14 Players,,,,,990,1,1,0,0,19,5,0,0,672,16,8,7,1.9,1.9,1.2,34,2,421,551,76.4,43,293,12,13,7,,,,,,,,,,,,,,,,,,,,,2,3,0.2,1.5,0,74
1,Carlos Vinícius,45.0,br BRA,FW,25-228,12,0,0,0,0,2,1,0,0,4,0,0,0,0.1,0.1,0.0,1,0,1,1,100.0,0,2,0,0,0,,,,,,,,,,,,,,,,,,,,,1,2,0.1,1.5,0,74
2,Eric Dier,15.0,eng ENG,CB,26-298,90,0,0,0,0,0,0,0,0,77,0,1,1,0.0,0.0,0.0,1,0,50,68,73.5,1,31,0,0,0,,,,,,,,,,,,,,,,,,,,,2,3,0.1,1.5,0,74
3,Gareth Bale,9.0,wls WAL,RW,31-115,77,0,0,0,0,2,0,0,0,35,0,2,0,0.1,0.1,0.1,1,0,15,26,57.7,1,18,1,1,1,,,,,,,,,,,,,,,,,,,,,2,1,0.0,1.5,0,74
4,Giovani Lo Celso,18.0,ar ARG,"CM,AM",24-213,27,0,0,0,0,1,0,0,0,22,2,0,0,0.5,0.5,0.0,1,0,12,17,70.6,3,10,0,1,1,,,,,,,,,,,,,,,,,,,,,1,2,0.1,1.5,0,74
5,Harry Kane,10.0,eng ENG,FW,27-103,90,1,0,0,0,7,1,0,0,50,1,1,0,0.7,0.7,0.2,9,0,25,34,73.5,6,28,4,5,3,,,,,,,,,,,,,,,,,,,,,0,4,0.0,1.5,0,74
6,Hugo Lloris,1.0,fr FRA,GK,33-318,90,0,0,0,0,0,0,0,0,29,0,0,0,0.0,0.0,0.0,1,0,15,28,53.6,0,7,0,0,0,2.0,0.0,2.0,100.0,0.2,2.0,11.0,18.2,20.0,3.0,35.0,31.1,8.0,50.0,33.6,22.0,1.0,4.5,0.0,7.7,3,8,0.0,1.5,0,74
7,Lucas Moura,27.0,br BRA,RM,28-087,13,0,0,0,0,0,0,0,0,11,1,0,0,0.0,0.0,0.0,0,0,4,7,57.1,0,3,0,0,0,,,,,,,,,,,,,,,,,,,,,1,3,0.0,1.5,0,74
8,Matt Doherty,2.0,ie IRL,RB,28-297,90,0,1,0,0,0,0,0,0,71,1,1,0,0.0,0.0,0.3,4,1,47,61,77.0,2,28,0,0,0,,,,,,,,,,,,,,,,,,,,,0,0,0.0,1.5,0,74
9,Moussa Sissoko,17.0,fr FRA,DM,31-084,78,0,0,0,0,0,0,0,0,40,1,1,0,0.0,0.0,0.0,1,0,31,34,91.2,5,16,1,0,0,,,,,,,,,,,,,,,,,,,,,9,10,0.0,1.5,0,74
10,Pierre Højbjerg,5.0,dk DEN,"DM,CM",25-095,90,0,0,0,0,0,0,0,0,82,7,0,0,0.0,0.0,0.0,4,0,58,70,82.9,7,33,0,1,0,,,,,,,,,,,,,,,,,,,,,7,7,0.0,1.5,0,74
11,Sergio Reguilón,3.0,es ESP,LB,23-328,90,0,0,0,0,3,1,0,0,95,2,2,3,0.1,0.1,0.1,3,0,56,72,77.8,2,40,3,4,1,,,,,,,,,,,,,,,,,,,,,6,6,0.0,1.5,0,74
12,Son Heung-min,7.0,kr KOR,"LW,LM",28-123,90,0,0,0,0,3,1,0,0,50,1,0,2,0.4,0.4,0.0,2,0,34,41,82.9,6,30,1,0,0,,,,,,,,,,,,,,,,,,,,,4,2,0.1,1.5,0,74
13,Tanguy Ndombele,28.0,fr FRA,AM,23-316,63,0,0,0,0,0,0,0,0,39,0,0,0,0.0,0.0,0.4,4,0,26,35,74.3,6,19,2,1,1,,,,,,,,,,,,,,,,,,,,,0,1,0.0,1.5,0,74
14,Toby Alderweireld,4.0,be BEL,CB,31-251,90,0,0,0,0,1,1,0,0,67,0,0,1,0.0,0.0,0.0,2,1,47,57,82.5,4,28,0,0,0,,,,,,,,,,,,,,,,,,,,,38,52,0.7,1.5,0,74
0,14 Players,,,,,990,1,0,1,2,8,1,2,0,636,20,5,12,2.0,0.4,0.3,17,1,422,536,78.7,39,312,18,11,5,,,,,,,,,,,,,,,,,,,,,1,1,0.0,1.6,1,75
