index,Player,#,Nation,Pos,Age,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp_x,Att_x,Cmp%_x,PrgP,Carries,PrgC,Att_x,Succ,SoTA,GA,Saves,Save%,PSxG,Cmp_y,Att_y,Cmp%_y,Att (GK),Thr,Launch%,AvgLen,Att_y,Launch%,AvgLen,Opp,Stp,Stp%,#OPA,AvgDist,Clr,Recov,xA,xGC,home,game_id
10,Marek Rodák,12.0,sk SVK,GK,23-274,90,0,0,0,0,0,0,0,0,28,0,0,0,0.0,0.0,0.0,0,0,21,27,77.8,0,14,0,0,0,5.0,3.0,2.0,40.0,1.8,6.0,12.0,50.0,23.0,2.0,43.5,34.4,4.0,50.0,44.0,8.0,0.0,0.0,1.0,26.0,3,7,0.0,5.2,1,0
11,Michael Hector,3.0,jm JAM,CB,28-055,90,0,0,0,0,0,0,1,0,74,2,0,2,0.0,0.0,0.0,0,0,56,65,86.2,3,51,0,0,0,,,,,,,,,,,,,,,,,,,,,3,7,0.0,5.2,1,0
12,Neeskens Kebano,7.0,cd COD,RW,28-186,62,0,0,0,0,1,0,0,0,30,0,0,1,0.0,0.0,0.0,1,0,19,25,76.0,0,23,4,2,2,,,,,,,,,,,,,,,,,,,,,2,3,0.0,5.2,1,0
13,Tim Ream,13.0,us USA,CB,32-343,90,0,0,0,0,0,0,0,0,74,1,0,2,0.0,0.0,0.0,0,0,64,67,95.5,3,42,0,0,0,,,,,,,,,,,,,,,,,,,,,0,0,0.0,5.2,1,0
14,Tom Cairney,10.0,sct SCO,DM,29-236,90,0,0,0,0,0,0,1,0,79,1,0,0,0.0,0.0,0.0,0,0,75,78,96.2,4,53,1,0,0,,,,,,,,,,,,,,,,,,,,,11,46,0.2,5.2,1,0
0,14 Players,,,,,990,3,2,0,0,13,5,2,0,742,12,18,5,2.6,2.6,0.8,23,5,589,668,88.2,47,490,24,9,6,,,,,,,,,,,,,,,,,,,,,1,0,0.1,0.1,0,0
1,Ainsley Maitland-Niles,15.0,eng ENG,LM,23-014,90,0,0,0,0,0,0,0,0,49,1,3,2,0.0,0.0,0.0,0,0,29,39,74.4,2,31,0,0,0,,,,,,,,,,,,,,,,,,,,,0,0,0.0,0.1,0,0
2,Alexandre Lacazette,9.0,fr FRA,FW,29-107,86,1,0,0,0,2,1,0,0,27,2,1,1,0.9,0.9,0.1,2,0,14,17,82.4,1,12,1,1,1,,,,,,,,,,,,,,,,,,,,,0,7,0.0,0.1,0,0
3,Bernd Leno,1.0,de GER,GK,28-192,90,0,0,0,0,0,0,0,0,34,1,0,0,0.0,0.0,0.0,0,0,33,33,100.0,0,20,0,0,0,2.0,0.0,2.0,100.0,0.1,1.0,1.0,100.0,29.0,3.0,0.0,18.2,4.0,25.0,27.3,14.0,0.0,0.0,1.0,17.0,1,5,0.2,0.1,0,0
4,Dani Ceballos,8.0,es ESP,CM,24-036,12,0,0,0,0,0,0,0,0,20,1,1,0,0.0,0.0,0.0,0,0,15,19,78.9,2,11,1,1,1,,,,,,,,,,,,,,,,,,,,,0,2,0.1,0.1,0,0
5,Eddie Nketiah,30.0,eng ENG,FW,21-105,4,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0,0,1,1,100.0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,1,3,0.0,0.1,0,0
6,Gabriel Magalhães,6.0,br BRA,CB,22-268,90,1,0,0,0,1,1,0,0,120,2,0,0,0.3,0.3,0.0,1,0,108,114,94.7,4,95,0,0,0,,,,,,,,,,,,,,,,,,,,,0,3,0.2,0.1,0,0
7,Granit Xhaka,34.0,ch SUI,CM,27-351,78,0,0,0,0,4,0,0,0,68,2,1,1,0.2,0.2,0.1,3,0,55,60,91.7,6,38,1,0,0,,,,,,,,,,,,,,,,,,,,,0,2,0.0,0.1,0,0
8,Héctor Bellerín,2.0,es ESP,RM,25-177,90,0,0,0,0,0,0,1,0,71,0,1,0,0.0,0.0,0.1,2,0,59,68,86.8,8,45,8,2,1,,,,,,,,,,,,,,,,,,,,,0,4,0.0,0.1,0,0
9,Kieran Tierney,3.0,sct SCO,CB,23-099,90,0,0,0,0,0,0,0,0,99,1,3,1,0.0,0.0,0.0,0,0,77,91,84.6,7,65,2,0,0,,,,,,,,,,,,,,,,,,,,,0,3,0.3,0.1,0,0
10,Mohamed Elneny,25.0,eg EGY,CM,28-063,90,0,0,0,0,1,0,0,0,68,0,5,0,0.1,0.1,0.0,4,1,60,63,95.2,6,46,2,0,0,,,,,,,,,,,,,,,,,,,,,2,3,0.0,0.1,0,0
11,Nicolas Pépé,19.0,ci CIV,RW,25-106,15,0,0,0,0,0,0,0,0,12,0,0,0,0.0,0.0,0.1,1,0,8,10,80.0,1,9,0,1,0,,,,,,,,,,,,,,,,,,,,,3,4,0.0,0.1,0,0
12,Pierre-Emerick Aubameyang,14.0,ga GAB,LW,31-086,90,1,0,0,0,3,2,1,0,35,0,0,0,0.2,0.2,0.1,3,0,20,30,66.7,2,25,4,2,1,,,,,,,,,,,,,,,,,,,,,3,4,0.0,0.1,0,0
13,Rob Holding,16.0,eng ENG,CB,24-358,90,0,0,0,0,0,0,0,0,102,2,3,0,0.0,0.0,0.0,1,1,84,93,90.3,2,72,1,2,2,,,,,,,,,,,,,,,,,,,,,0,2,0.0,0.1,0,0
14,Willian,12.0,br BRA,RW,32-034,75,0,2,0,0,2,1,0,0,36,0,0,0,0.9,0.9,0.4,6,3,26,30,86.7,6,20,4,0,0,,,,,,,,,,,,,,,,,,,,,11,42,1.0,0.1,0,0
0,13 Players,,,,,990,1,1,0,0,5,3,2,0,400,15,12,7,1.1,1.1,1.1,10,2,150,289,51.9,24,150,12,15,10,,,,,,,,,,,,,,,,,,,,,0,5,0.0,1.8,1,1
1,Andros Townsend,10.0,eng ENG,RM,29-058,90,0,1,0,0,0,0,0,0,38,2,1,0,0.0,0.0,0.6,2,1,13,30,43.3,1,24,4,2,2,,,,,,,,,,,,,,,,,,,,,1,4,0.0,1.8,1,1
2,Cheikhou Kouyaté,8.0,sn SEN,CB,30-266,90,0,0,0,0,1,1,0,0,25,1,0,1,0.2,0.2,0.0,0,0,11,19,57.9,2,6,0,0,0,,,,,,,,,,,,,,,,,,,,,0,0,0.0,1.8,1,1
3,Eberechi Eze,25.0,eng ENG,LM,22-075,10,0,0,0,0,0,0,0,0,13,0,0,0,0.0,0.0,0.0,0,0,8,10,80.0,2,11,1,5,2,,,,,,,,,,,,,,,,,,,,,0,3,0.0,1.8,1,1
4,James McArthur,18.0,sct SCO,CM,32-341,90,0,0,0,0,1,0,0,0,45,2,3,0,0.1,0.1,0.4,2,0,15,32,46.9,3,12,0,1,1,,,,,,,,,,,,,,,,,,,,,0,6,0.1,1.8,1,1
5,James McCarthy,22.0,ie IRL,CM,29-305,73,0,0,0,0,0,0,1,0,29,1,2,1,0.0,0.0,0.0,1,1,14,23,60.9,2,4,0,0,0,,,,,,,,,,,,,,,,,,,,,1,3,0.1,1.8,1,1
6,Jeffrey Schlupp,15.0,gh GHA,LM,27-264,80,0,0,0,0,0,0,1,0,20,1,2,1,0.0,0.0,0.0,0,0,1,13,7.7,1,9,1,0,0,,,,,,,,,,,,,,,,,,,,,2,9,0.0,1.8,1,1
7,Joel Ward,2.0,eng ENG,RB,30-319,90,0,0,0,0,0,0,0,0,45,0,1,0,0.0,0.0,0.0,0,0,23,37,62.2,3,8,1,0,0,,,,,,,,,,,,,,,,,,,,,1,11,0.2,1.8,1,1
8,Jordan Ayew,9.0,gh GHA,FW,29-001,90,0,0,0,0,1,1,0,0,24,2,0,3,0.1,0.1,0.0,1,0,4,8,50.0,0,22,1,5,4,,,,,,,,,,,,,,,,,,,,,2,7,0.0,1.8,1,1
9,Luka Milivojević,4.0,rs SRB,CM,29-158,17,0,0,0,0,0,0,0,0,16,0,0,0,0.0,0.0,0.1,2,0,9,12,75.0,1,3,0,0,0,,,,,,,,,,,,,,,,,,,,,8,3,0.0,1.8,1,1
10,Scott Dann,6.0,eng ENG,CB,33-211,90,0,0,0,0,0,0,0,0,38,0,2,0,0.0,0.0,0.0,0,0,14,27,51.9,0,2,0,0,0,,,,,,,,,,,,,,,,,,,,,2,3,0.0,1.8,1,1
11,Tyrick Mitchell,27.0,eng ENG,LB,21-011,90,0,0,0,0,0,0,0,0,53,6,1,1,0.0,0.0,0.0,0,0,23,42,54.8,7,14,1,1,0,,,,,,,,,,,,,,,,,,,,,6,7,0.0,1.8,1,1
12,Vicente Guaita,31.0,es ESP,GK,33-246,90,0,0,0,0,0,0,0,0,29,0,0,0,0.0,0.0,0.0,0,0,7,26,26.9,0,13,0,0,0,5.0,0.0,5.0,100.0,0.4,6.0,25.0,24.0,20.0,0.0,95.0,54.7,6.0,100.0,60.8,12.0,0.0,0.0,0.0,8.5,0,0,0.0,1.8,1,1
13,Wilfried Zaha,11.0,ci CIV,FW,27-307,90,1,0,0,0,2,1,0,0,25,0,0,0,0.8,0.8,0.0,2,0,8,10,80.0,2,22,3,1,1,,,,,,,,,,,,,,,,,,,,,23,61,0.5,1.8,1,1
0,14 Players,,,,,990,0,0,0,0,9,5,1,0,746,28,9,7,0.9,0.9,0.7,17,0,497,638,77.9,51,476,15,11,6,,,,,,,,,,,,,,,,,,,,,0,1,0.0,2.3,0,1
1,Alex McCarthy,1.0,eng ENG,GK,30-284,90,0,0,0,0,0,0,0,0,53,0,0,0,0.0,0.0,0.0,0,0,40,50,80.0,0,37,0,0,0,3.0,1.0,2.0,66.7,0.8,3.0,13.0,23.1,43.0,8.0,27.9,28.5,7.0,14.3,21.9,11.0,2.0,18.2,5.0,19.6,0,2,0.1,2.3,0,1
2,Che Adams,10.0,sct SCO,FW,24-061,84,0,0,0,0,1,1,0,0,25,0,0,1,0.2,0.2,0.1,2,0,15,18,83.3,4,21,0,0,0,,,,,,,,,,,,,,,,,,,,,0,0,0.0,2.3,0,1
3,Danny Ings,9.0,eng ENG,FW,28-051,90,0,0,0,0,3,2,0,0,23,0,0,1,0.4,0.4,0.1,3,0,8,13,61.5,3,19,1,1,0,,,,,,,,,,,,,,,,,,,,,0,3,0.0,2.3,0,1
4,Jack Stephens,5.0,eng ENG,CB,26-229,90,0,0,0,0,1,1,0,0,98,1,2,0,0.1,0.1,0.0,0,0,68,91,74.7,8,65,1,0,0,,,,,,,,,,,,,,,,,,,,,2,3,0.0,2.3,0,1
5,James Ward-Prowse,8.0,eng ENG,CM,25-316,90,0,0,0,0,2,0,0,0,76,3,0,0,0.1,0.1,0.1,2,0,55,68,80.9,6,43,0,1,0,,,,,,,,,,,,,,,,,,,,,0,7,0.0,2.3,0,1
6,Jan Bednarek,35.0,pl POL,CB,24-153,45,0,0,0,0,0,0,0,0,56,1,1,0,0.0,0.0,0.0,0,0,46,51,90.2,7,41,3,1,1,,,,,,,,,,,,,,,,,,,,,0,4,0.0,2.3,0,1
7,Jannik Vestergaard,4.0,dk DEN,CB,28-040,45,0,0,0,0,0,0,0,0,51,2,1,0,0.0,0.0,0.2,1,0,35,42,83.3,3,33,0,1,1,,,,,,,,,,,,,,,,,,,,,0,1,0.0,2.3,0,1
8,Kyle Walker-Peters,2.0,eng ENG,RB,23-152,90,0,0,0,0,0,0,1,0,99,6,2,1,0.0,0.0,0.3,3,0,64,83,77.1,6,55,4,1,0,,,,,,,,,,,,,,,,,,,,,3,4,0.1,2.3,0,1
9,Moussa Djenepo,12.0,ml MLI,RM,22-089,14,0,0,0,0,0,0,0,0,10,1,0,1,0.0,0.0,0.0,0,0,5,7,71.4,0,6,0,1,1,,,,,,,,,,,,,,,,,,,,,1,2,0.0,2.3,0,1
10,Nathan Redmond,11.0,eng ENG,LM,26-190,90,0,0,0,0,2,1,0,0,53,3,0,0,0.1,0.1,0.0,1,0,31,44,70.5,2,37,2,2,1,,,,,,,,,,,,,,,,,,,,,5,4,0.1,2.3,0,1
11,Oriol Romeu,6.0,es ESP,CM,28-354,90,0,0,0,0,0,0,0,0,87,4,2,2,0.0,0.0,0.0,2,0,59,77,76.6,8,54,1,1,1,,,,,,,,,,,,,,,,,,,,,3,5,0.0,2.3,0,1
12,Ryan Bertrand,3.0,eng ENG,LB,31-038,90,0,0,0,0,0,0,0,0,84,4,0,0,0.0,0.0,0.1,2,0,56,71,78.9,4,43,1,1,1,,,,,,,,,,,,,,,,,,,,,4,3,0.2,2.3,0,1
13,Shane Long,7.0,ie IRL,FW,33-234,6,0,0,0,0,0,0,0,0,4,1,0,0,0.0,0.0,0.0,0,0,0,1,0.0,0,2,0,1,0,,,,,,,,,,,,,,,,,,,,,1,5,0.0,2.3,0,1
14,William Smallbone,20.0,ie IRL,RM,20-204,76,0,0,0,0,0,0,0,0,27,2,1,1,0.0,0.0,0.0,1,0,15,22,68.2,0,20,2,0,0,,,,,,,,,,,,,,,,,,,,,19,44,0.8,2.3,0,1
0,14 Players,,,,,990,4,1,2,2,20,4,1,0,612,13,14,9,2.7,1.2,0.9,39,6,362,492,73.6,56,358,25,32,19,,,,,,,,,,,,,,,,,,,,,0,4,0.3,0.7,1,2
1,Alisson,1.0,br BRA,GK,27-346,90,0,0,0,0,0,0,0,0,29,0,1,0,0.0,0.0,0.0,0,0,19,28,67.9,0,15,0,0,0,3.0,3.0,0.0,0.0,0.5,2.0,11.0,18.2,25.0,4.0,32.0,28.8,3.0,100.0,69.3,7.0,1.0,14.3,0.0,7.7,0,5,0.3,0.7,1,2
2,Andrew Robertson,26.0,sct SCO,LB,26-185,90,0,1,0,0,0,0,0,0,69,0,2,0,0.0,0.0,0.1,2,1,38,62,61.3,4,27,1,2,0,,,,,,,,,,,,,,,,,,,,,0,7,0.3,0.7,1,2
3,Curtis Jones,17.0,eng ENG,RM,19-226,25,0,0,0,0,0,0,0,0,24,0,0,2,0.0,0.0,0.0,3,0,16,20,80.0,4,21,2,1,0,,,,,,,,,,,,,,,,,,,,,0,7,0.1,0.7,1,2
4,Fabinho,3.0,br BRA,CM,26-325,33,0,0,0,0,0,0,0,0,17,1,1,0,0.0,0.0,0.0,3,1,11,13,84.6,1,8,0,0,0,,,,,,,,,,,,,,,,,,,,,0,6,0.0,0.7,1,2
5,Georginio Wijnaldum,5.0,nl NED,LM,29-306,90,0,0,0,0,2,1,0,0,34,3,1,1,0.2,0.2,0.1,3,0,17,21,81.0,2,21,1,3,1,,,,,,,,,,,,,,,,,,,,,0,3,0.0,0.7,1,2
6,Joe Gomez,12.0,eng ENG,"CB,RB",23-112,90,0,0,0,0,0,0,0,0,61,1,2,1,0.0,0.0,0.0,0,0,42,54,77.8,8,33,1,2,2,,,,,,,,,,,,,,,,,,,,,2,2,0.0,0.7,1,2
7,Jordan Henderson,14.0,eng ENG,"CM,RM",30-087,65,0,0,0,0,1,1,0,0,44,4,0,0,0.0,0.0,0.0,1,0,29,39,74.4,5,23,2,1,1,,,,,,,,,,,,,,,,,,,,,1,3,0.0,0.7,1,2
8,Joël Matip,32.0,cm CMR,CB,29-035,2,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0,0,0,1,0.0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,1,11,0.1,0.7,1,2
9,Mohamed Salah,11.0,eg EGY,RW,28-089,90,3,0,2,2,7,1,0,0,75,2,0,1,1.9,0.4,0.2,9,1,37,47,78.7,8,54,8,14,7,,,,,,,,,,,,,,,,,,,,,3,4,0.0,0.7,1,2
10,Naby Keïta,8.0,gn GUI,RM,25-215,57,0,0,0,0,1,0,0,0,40,0,3,2,0.1,0.1,0.0,3,0,22,27,81.5,4,25,3,1,1,,,,,,,,,,,,,,,,,,,,,2,11,0.0,0.7,1,2
11,Roberto Firmino,9.0,br BRA,FW,28-346,90,0,0,0,0,2,0,1,0,51,2,0,0,0.1,0.1,0.0,2,1,34,40,85.0,4,30,2,2,2,,,,,,,,,,,,,,,,,,,,,2,7,0.1,0.7,1,2
12,Sadio Mané,10.0,sn SEN,LW,28-155,90,0,0,0,0,5,0,0,0,53,0,1,1,0.3,0.3,0.3,10,1,31,39,79.5,7,44,5,6,5,,,,,,,,,,,,,,,,,,,,,0,0,0.0,0.7,1,2
13,Trent Alexander-Arnold,66.0,eng ENG,RB,21-341,88,0,0,0,0,0,0,0,0,71,0,2,0,0.0,0.0,0.1,2,0,41,66,62.1,3,31,0,0,0,,,,,,,,,,,,,,,,,,,,,0,1,0.0,0.7,1,2
14,Virgil van Dijk,4.0,nl NED,CB,29-066,90,1,0,0,0,2,1,0,0,43,0,1,1,0.2,0.2,0.0,1,1,25,35,71.4,6,25,0,0,0,,,,,,,,,,,,,,,,,,,,,11,71,1.2,0.7,1,2
0,14 Players,,,,,990,3,2,0,0,6,3,0,0,660,34,12,19,0.3,0.3,0.2,9,6,382,509,75.0,25,299,12,13,9,,,,,,,,,,,,,,,,,,,,,2,2,0.0,5.5,0,2
1,Hélder Costa,17.0,ao ANG,RM,26-244,90,0,1,0,0,0,0,0,0,29,1,0,3,0.0,0.0,0.1,1,1,10,15,66.7,1,18,4,2,2,,,,,,,,,,,,,,,,,,,,,2,2,0.0,5.5,0,2
2,Illan Meslier,1.0,fr FRA,GK,20-194,90,0,0,0,0,0,0,0,0,63,0,0,0,0.0,0.0,0.0,0,0,45,58,77.6,0,35,0,0,0,6.0,4.0,2.0,66.7,2.5,6.0,16.0,37.5,46.0,11.0,17.4,26.4,12.0,66.7,41.9,18.0,0.0,0.0,1.0,17.0,0,5,0.0,5.5,0,2
3,Jack Harrison,22.0,eng ENG,LM,23-297,90,1,0,0,0,1,1,0,0,43,2,1,2,0.1,0.1,0.0,3,2,21,29,72.4,1,20,4,3,3,,,,,,,,,,,,,,,,,,,,,2,4,0.0,5.5,0,2
4,Jamie Shackleton,46.0,eng ENG,CM,20-340,10,0,0,0,0,0,0,0,0,5,1,0,0,0.0,0.0,0.0,1,0,3,3,100.0,0,2,0,1,1,,,,,,,,,,,,,,,,,,,,,0,1,0.0,5.5,0,2
5,Kalvin Phillips,23.0,eng ENG,DM,24-285,90,0,1,0,0,1,0,0,0,70,2,3,2,0.0,0.0,0.1,1,0,42,54,77.8,3,31,0,1,0,,,,,,,,,,,,,,,,,,,,,0,3,0.0,5.5,0,2
6,Luke Ayling,2.0,eng ENG,RB,29-018,90,0,0,0,0,0,0,0,0,85,6,0,3,0.0,0.0,0.0,0,0,51,69,73.9,5,34,1,2,2,,,,,,,,,,,,,,,,,,,,,0,0,0.0,5.5,0,2
7,Mateusz Klich,43.0,pl POL,CM,30-091,80,1,0,0,0,1,1,0,0,46,4,1,2,0.1,0.1,0.0,2,2,26,32,81.3,2,16,0,2,1,,,,,,,,,,,,,,,,,,,,,1,7,0.0,5.5,0,2
8,Pablo Hernández,19.0,es ESP,CM,35-154,61,0,0,0,0,0,0,0,0,47,3,0,0,0.0,0.0,0.0,0,0,25,42,59.5,4,28,1,1,0,,,,,,,,,,,,,,,,,,,,,3,7,0.1,5.5,0,2
9,Pascal Struijk,21.0,nl NED,CB,21-032,90,0,0,0,0,0,0,0,0,80,4,3,3,0.0,0.0,0.0,0,0,52,59,88.1,1,28,0,0,0,,,,,,,,,,,,,,,,,,,,,5,7,0.0,5.5,0,2
10,Patrick Bamford,9.0,eng ENG,FW,27-007,61,1,0,0,0,2,1,0,0,15,0,0,1,0.1,0.1,0.0,0,0,6,10,60.0,0,5,2,0,0,,,,,,,,,,,,,,,,,,,,,11,4,0.0,5.5,0,2
11,Robin Koch,5.0,de GER,CB,24-057,90,0,0,0,0,1,0,0,0,76,3,2,2,0.1,0.1,0.0,0,0,50,61,82.0,3,41,0,1,0,,,,,,,,,,,,,,,,,,,,,4,9,0.0,5.5,0,2
12,Rodrigo,20.0,es ESP,FW,29-190,29,0,0,0,0,0,0,0,0,5,0,0,0,0.0,0.0,0.0,0,0,2,3,66.7,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,4,2,0.2,5.5,0,2
13,Stuart Dallas,15.0,nir NIR,LB,29-146,90,0,0,0,0,0,0,0,0,82,7,2,0,0.0,0.0,0.0,1,1,46,63,73.0,5,35,0,0,0,,,,,,,,,,,,,,,,,,,,,1,3,0.0,5.5,0,2
14,Tyler Roberts,11.0,wls WAL,CM,21-244,29,0,0,0,0,0,0,0,0,14,1,0,1,0.0,0.0,0.0,0,0,3,11,27.3,0,5,0,0,0,,,,,,,,,,,,,,,,,,,,,35,56,0.4,5.5,0,2
0,14 Players,,,,,990,0,0,0,0,15,3,2,0,620,14,7,12,1.1,1.1,0.8,27,0,415,528,78.6,46,345,21,10,5,,,,,,,,,,,,,,,,,,,,,0,1,0.0,3.1,1,3
1,Aaron Cresswell,3.0,eng ENG,LB,30-272,90,0,0,0,0,0,0,0,0,67,2,0,1,0.0,0.0,0.0,2,0,45,63,71.4,3,32,3,0,0,,,,,,,,,,,,,,,,,,,,,0,4,0.0,3.1,1,3
2,Andriy Yarmolenko,7.0,ua UKR,AM,30-325,24,0,0,0,0,3,1,1,0,25,1,0,0,0.1,0.1,0.0,2,0,15,20,75.0,2,17,4,0,0,,,,,,,,,,,,,,,,,,,,,0,3,0.6,3.1,1,3
3,Angelo Ogbonna,21.0,it ITA,CB,32-112,90,0,0,0,0,1,0,0,0,78,1,1,4,0.1,0.1,0.0,1,0,55,64,85.9,4,49,3,0,0,,,,,,,,,,,,,,,,,,,,,1,3,0.0,3.1,1,3
4,Declan Rice,41.0,eng ENG,DM,21-242,90,0,0,0,0,0,0,0,0,79,2,1,2,0.0,0.0,0.0,3,0,57,69,82.6,12,42,3,3,2,,,,,,,,,,,,,,,,,,,,,0,0,0.0,3.1,1,3
5,Felipe Anderson,8.0,br BRA,RW,27-150,2,0,0,0,0,0,0,0,0,4,1,0,0,0.0,0.0,0.0,0,0,2,3,66.7,1,3,2,0,0,,,,,,,,,,,,,,,,,,,,,0,1,0.1,3.1,1,3
6,Issa Diop,23.0,fr FRA,CB,23-247,90,0,0,0,0,0,0,0,0,84,0,1,2,0.0,0.0,0.0,0,0,67,77,87.0,6,55,0,0,0,,,,,,,,,,,,,,,,,,,,,0,1,0.0,3.1,1,3
7,Jarrod Bowen,20.0,eng ENG,RW,23-267,88,0,0,0,0,1,0,0,0,37,1,0,1,0.1,0.1,0.0,1,0,19,31,61.3,0,19,3,1,1,,,,,,,,,,,,,,,,,,,,,1,6,0.1,3.1,1,3
8,Mark Noble,16.0,eng ENG,AM,33-127,66,0,0,0,0,0,0,0,0,46,1,0,0,0.0,0.0,0.1,2,0,38,45,84.4,2,29,0,0,0,,,,,,,,,,,,,,,,,,,,,3,7,0.0,3.1,1,3
9,Michail Antonio,30.0,jm JAM,"FW,LW",30-168,90,0,0,0,0,4,1,0,0,36,0,1,0,0.2,0.2,0.0,3,0,10,22,45.5,0,23,2,4,1,,,,,,,,,,,,,,,,,,,,,1,7,0.0,3.1,1,3
10,Pablo Fornals,18.0,es ESP,LW,24-203,66,0,0,0,0,1,0,0,0,25,1,1,1,0.1,0.1,0.0,1,0,15,19,78.9,5,11,0,1,1,,,,,,,,,,,,,,,,,,,,,5,7,0.0,3.1,1,3
11,Ryan Fredericks,24.0,eng ENG,RB,27-338,90,0,0,0,0,0,0,1,0,56,1,2,0,0.0,0.0,0.3,5,0,39,48,81.3,5,22,1,1,0,,,,,,,,,,,,,,,,,,,,,3,8,0.0,3.1,1,3
12,Sébastien Haller,22.0,ci CIV,FW,26-082,24,0,0,0,0,2,1,0,0,11,0,0,0,0.2,0.2,0.3,2,0,6,9,66.7,0,6,0,0,0,,,,,,,,,,,,,,,,,,,,,3,3,0.2,3.1,1,3
13,Tomáš Souček,28.0,cz CZE,DM,25-198,90,0,0,0,0,3,0,0,0,41,3,0,1,0.4,0.4,0.1,5,0,26,30,86.7,6,23,0,0,0,,,,,,,,,,,,,,,,,,,,,2,2,0.0,3.1,1,3
14,Łukasz Fabiański,1.0,pl POL,GK,35-147,90,0,0,0,0,0,0,0,0,31,0,0,0,0.0,0.0,0.0,0,0,21,28,75.0,0,14,0,0,0,2.0,2.0,0.0,0.0,1.3,3.0,10.0,30.0,21.0,5.0,19.0,27.2,7.0,85.7,55.7,15.0,0.0,0.0,1.0,11.0,19,53,1.1,3.1,1,3
0,14 Players,,,,,990,2,2,0,0,15,2,2,0,495,13,5,11,1.6,1.6,1.4,27,4,283,378,74.9,36,308,18,15,9,,,,,,,,,,,,,,,,,,,,,5,3,0.0,2.3000000000000003,0,3
1,Allan Saint-Maximin,10.0,fr FRA,LM,23-184,74,0,0,0,0,1,0,0,0,31,1,0,0,0.0,0.0,0.0,4,1,19,21,90.5,6,28,8,4,2,,,,,,,,,,,,,,,,,,,,,1,0,0.0,2.3000000000000003,0,3
