index,Player,#,Nation,Pos,Age,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp_x,Att_x,Cmp%_x,PrgP,Carries,PrgC,Att_x,Succ,SoTA,GA,Saves,Save%,PSxG,Cmp_y,Att_y,Cmp%_y,Att (GK),Thr,Launch%,AvgLen,Att_y,Launch%,AvgLen,Opp,Stp,Stp%,#OPA,AvgDist,Clr,Recov,home,game_id
6,Idrissa Gana Gueye,27.0,sn SEN,CM,33-320,90,0,0,0,0,2,0,0,0,70,6,1,3,0.1,0.1,0.0,4,0,48,57,84.2,2,37,0,0,0,,,,,,,,,,,,,,,,,,,,,0,6,1,2
7,James Garner,37.0,eng ENG,RM,22-152,82,0,0,0,0,0,0,0,0,42,1,1,1,0.0,0.0,0.0,4,0,23,35,65.7,1,27,0,4,3,,,,,,,,,,,,,,,,,,,,,0,1,1,2
8,James Tarkowski,6.0,eng ENG,CB,30-266,90,0,0,0,0,1,0,0,0,46,0,4,1,0.0,0.0,0.0,0,0,27,36,75.0,5,32,0,0,0,,,,,,,,,,,,,,,,,,,,,3,3,1,2
9,Jordan Pickford,1.0,eng ENG,GK,29-158,90,0,0,0,0,0,0,0,0,36,0,0,0,0.0,0.0,0.0,1,0,22,34,64.7,0,18,0,0,0,2.0,1.0,1.0,50.0,1.1,9.0,19.0,47.4,25.0,1.0,56.0,40.7,9.0,55.6,46.4,9.0,0.0,0.0,0.0,,3,3,1,2
10,Lewis Dobbin,61.0,eng ENG,LM,20-221,8,0,0,0,0,0,0,0,0,5,0,1,0,0.0,0.0,0.0,2,0,2,3,66.7,0,4,1,0,0,,,,,,,,,,,,,,,,,,,,,3,6,1,2
11,Michael Keane,5.0,eng ENG,CB,30-213,90,0,0,0,0,2,2,0,0,62,2,2,0,0.0,0.0,0.0,1,0,46,52,88.5,5,39,1,0,0,,,,,,,,,,,,,,,,,,,,,3,2,1,2
12,Nathan Patterson,2.0,sct SCO,RB,21-300,90,0,0,0,0,3,0,0,0,70,2,1,2,0.3,0.3,0.0,0,0,32,56,57.1,2,24,3,1,0,,,,,,,,,,,,,,,,,,,,,0,0,1,2
13,Neal Maupay,13.0,fr FRA,FW,26-363,71,0,0,0,0,4,3,0,0,19,0,0,1,1.3,1.3,0.1,2,0,8,9,88.9,0,9,1,0,0,,,,,,,,,,,,,,,,,,,,,16,52,1,2
0,14 Players,,,,,990,1,0,0,0,9,2,2,0,691,10,4,10,1.5,1.5,0.7,16,2,498,600,83.0,38,507,14,11,6,,,,,,,,,,,,,,,,,,,,,0,2,0,2
1,Aleksandar Mitrović,9.0,rs SRB,FW,28-330,33,0,0,0,0,2,1,0,0,12,0,0,0,0.2,0.2,0.0,2,1,4,8,50.0,1,5,0,3,3,,,,,,,,,,,,,,,,,,,,,0,1,0,2
2,Andreas Pereira,18.0,br BRA,LM,27-223,33,0,0,0,0,0,0,0,0,16,0,0,0,0.0,0.0,0.0,0,0,6,11,54.5,1,9,0,1,0,,,,,,,,,,,,,,,,,,,,,0,1,0,2
3,Antonee Robinson,33.0,us USA,LB,26-004,90,0,0,0,0,0,0,0,0,78,3,0,1,0.0,0.0,0.0,0,0,52,67,77.6,4,46,0,1,0,,,,,,,,,,,,,,,,,,,,,2,2,0,2
4,Bernd Leno,17.0,de GER,GK,31-161,90,0,0,0,0,0,0,0,0,61,0,0,0,0.0,0.0,0.0,0,0,47,55,85.5,0,45,0,0,0,9.0,0.0,9.0,100.0,3.3,3.0,11.0,27.3,49.0,8.0,20.4,29.0,6.0,16.7,24.7,16.0,0.0,0.0,1.0,9.5,0,2,0,2
5,Bobby De Cordova-Reid,14.0,jm JAM,LW,30-191,45,1,0,0,0,3,1,0,0,29,1,0,2,1.1,1.1,0.0,0,0,11,18,61.1,2,17,4,0,0,,,,,,,,,,,,,,,,,,,,,0,3,0,2
6,Harrison Reed,6.0,eng ENG,RM,28-197,90,0,0,0,0,0,0,0,0,44,1,1,1,0.0,0.0,0.1,1,0,31,39,79.5,2,32,0,0,0,,,,,,,,,,,,,,,,,,,,,1,1,0,2
7,Harry Wilson,8.0,wls WAL,RW,26-143,90,0,0,0,0,1,0,0,0,34,1,0,1,0.1,0.1,0.4,5,1,27,29,93.1,4,33,3,1,1,,,,,,,,,,,,,,,,,,,,,2,4,0,2
8,Issa Diop,31.0,fr FRA,CB,26-215,90,0,0,0,0,0,0,0,0,91,1,0,2,0.0,0.0,0.0,0,0,73,80,91.3,4,72,2,0,0,,,,,,,,,,,,,,,,,,,,,1,5,0,2
9,Kenny Tete,2.0,nl NED,RB,27-307,90,0,0,0,0,0,0,1,0,84,1,2,1,0.0,0.0,0.1,3,0,58,72,80.6,6,52,2,3,1,,,,,,,,,,,,,,,,,,,,,5,6,0,2
10,Raúl Jiménez,7.0,mx MEX,FW,32-099,57,0,0,0,0,1,0,0,0,19,0,0,0,0.1,0.1,0.0,0,0,12,17,70.6,1,19,0,0,0,,,,,,,,,,,,,,,,,,,,,5,6,0,2
11,Saša Lukić,28.0,rs SRB,CM,26-364,90,0,0,0,0,1,0,0,0,70,1,1,1,0.0,0.0,0.1,1,0,60,67,89.6,4,57,0,0,0,,,,,,,,,,,,,,,,,,,,,9,4,0,2
12,Tim Ream,13.0,us USA,CB,35-311,90,0,0,0,0,0,0,0,0,76,0,0,0,0.0,0.0,0.0,0,0,62,70,88.6,5,59,1,0,0,,,,,,,,,,,,,,,,,,,,,6,4,0,2
13,Tom Cairney,10.0,sct SCO,LM,32-204,57,0,0,0,0,1,0,0,0,44,0,0,1,0.0,0.0,0.0,3,0,32,39,82.1,3,36,0,0,0,,,,,,,,,,,,,,,,,,,,,0,2,0,2
14,Willian,20.0,br BRA,LW,35-003,45,0,0,0,0,0,0,1,0,33,1,0,0,0.0,0.0,0.0,1,0,23,28,82.1,1,25,2,2,1,,,,,,,,,,,,,,,,,,,,,31,43,0,2
0,16 Players,,,,,990,4,2,1,1,26,11,2,0,769,13,4,8,4.0,3.2,2.9,48,6,579,651,88.9,64,557,29,19,6,,,,,,,,,,,,,,,,,,,,,2,1,1,3
1,Billy Gilmour,11.0,sct SCO,DM,22-062,17,0,0,0,0,1,1,0,0,18,0,0,0,0.0,0.0,0.0,0,0,17,17,100.0,1,16,0,0,0,,,,,,,,,,,,,,,,,,,,,0,1,1,3
2,Danny Welbeck,18.0,eng ENG,FW,32-259,77,0,0,0,0,4,1,0,0,26,0,0,1,0.3,0.3,0.0,3,0,12,14,85.7,1,16,2,1,1,,,,,,,,,,,,,,,,,,,,,0,4,1,3
3,Evan Ferguson,28.0,ie IRL,FW,18-297,13,1,0,0,0,2,1,0,0,10,0,0,0,0.9,0.9,0.1,1,0,6,6,100.0,1,8,0,1,0,,,,,,,,,,,,,,,,,,,,,1,4,1,3
4,James Milner,6.0,eng ENG,RB,37-220,78,0,0,0,0,0,0,0,0,52,2,0,2,0.0,0.0,0.0,3,0,39,43,90.7,5,26,1,0,0,,,,,,,,,,,,,,,,,,,,,0,2,1,3
5,Jan Paul van Hecke,29.0,nl NED,CB,23-065,90,0,0,0,0,1,1,0,0,87,1,2,1,0.0,0.0,0.0,1,0,72,74,97.3,6,64,0,0,0,,,,,,,,,,,,,,,,,,,,,1,5,1,3
6,Jason Steele,23.0,eng ENG,GK,32-359,90,0,0,0,0,0,0,0,0,42,0,0,0,0.0,0.0,0.0,0,0,39,39,100.0,0,28,0,0,0,3.0,1.0,2.0,100.0,1.1,3.0,3.0,100.0,31.0,5.0,9.7,21.8,8.0,0.0,9.0,21.0,0.0,0.0,0.0,14.0,0,0,1,3
7,João Pedro,9.0,br BRA,AM,21-320,87,1,0,1,1,3,1,0,0,49,2,0,0,1.3,0.6,0.0,4,1,24,30,80.0,4,38,3,5,0,,,,,,,,,,,,,,,,,,,,,0,9,1,3
8,Joël Veltman,34.0,nl NED,RB,31-209,12,0,0,0,0,0,0,0,0,4,0,0,0,0.0,0.0,0.0,0,0,2,2,100.0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,0,0,1,3
9,Julio Enciso,10.0,py PAR,AM,19-201,3,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0,0,0,0,,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,1,3,1,3
10,Kaoru Mitoma,22.0,jp JPN,LW,26-084,90,0,1,0,0,1,0,1,0,55,1,0,0,0.0,0.0,0.6,8,2,42,48,87.5,5,46,7,3,1,,,,,,,,,,,,,,,,,,,,,0,6,1,3
11,Lewis Dunk,5.0,eng ENG,CB,31-264,90,0,0,0,0,2,0,0,0,124,1,0,0,0.1,0.1,0.0,3,1,110,119,92.4,11,105,5,0,0,,,,,,,,,,,,,,,,,,,,,1,6,1,3
12,Mahmoud Dahoud,8.0,de GER,DM,27-223,73,0,0,0,0,2,0,0,0,53,2,0,1,0.0,0.0,0.1,3,1,41,46,89.1,4,35,0,0,0,,,,,,,,,,,,,,,,,,,,,6,3,1,3
13,Pascal Groß,13.0,de GER,DM,32-058,90,0,0,0,0,3,1,0,0,95,2,2,2,0.5,0.5,0.6,8,0,67,79,84.8,8,59,0,1,1,,,,,,,,,,,,,,,,,,,,,1,4,1,3
14,Pervis Estupiñán,30.0,ec ECU,LB,25-203,90,0,1,0,0,3,2,1,0,100,1,0,1,0.1,0.1,1.5,10,1,78,94,83.0,15,75,10,1,1,,,,,,,,,,,,,,,,,,,,,1,0,1,3
15,Simon Adingra,24.0,ci CIV,RW,21-223,17,1,0,0,0,1,1,0,0,9,0,0,0,0.3,0.3,0.0,0,0,6,6,100.0,0,5,0,1,0,,,,,,,,,,,,,,,,,,,,,0,2,1,3
16,Solly March,7.0,eng ENG,RW,29-023,73,1,0,0,0,3,2,0,0,44,1,0,0,0.4,0.4,0.0,4,0,24,34,70.6,3,34,1,5,2,,,,,,,,,,,,,,,,,,,,,14,50,1,3
0,16 Players,,,,,990,1,0,1,1,8,2,2,0,395,17,9,10,1.5,0.7,0.7,16,1,189,276,68.5,27,189,13,11,1,,,,,,,,,,,,,,,,,,,,,1,0,0,3
1,Alfie Doughty,45.0,eng ENG,WB,23-234,27,0,0,0,0,0,0,0,0,9,0,0,0,0.0,0.0,0.0,0,0,6,7,85.7,2,2,0,0,0,,,,,,,,,,,,,,,,,,,,,1,1,0,3
