index,Player,#,Nation,Pos,Age,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp_x,Att_x,Cmp%_x,PrgP,Carries,PrgC,Att_x,Succ,SoTA,GA,Saves,Save%,PSxG,Cmp_y,Att_y,Cmp%_y,Att (GK),Thr,Launch%,AvgLen,Att_y,Launch%,AvgLen,Opp,Stp,Stp%,#OPA,AvgDist,Clr,Recov,home,game_id
11,Moussa Djenepo,19.0,ml MLI,LB,24-066,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,4.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,25.0,38.0,65.8,4.0,26.0,6.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,7.0,7.0,0,24
12,Roméo Lavia,45.0,be BEL,"DM,CM",18-226,90,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,46.0,2.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,29.0,32.0,90.6,2.0,29.0,0.0,3.0,2.0,,,,,,,,,,,,,,,,,,,,,3.0,6.0,0,24
13,Sekou Mara,18.0,fr FRA,FW,20-021,58,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,18.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,11.0,45.5,0.0,12.0,1.0,7.0,4.0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0,24
14,Stuart Armstrong,17.0,sct SCO,"LW,LM",30-143,21,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,14.0,0.0,1.0,1.0,0.0,0.0,0.2,1.0,0.0,6.0,8.0,75.0,1.0,9.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,21.0,61.0,0,24
0,14 Players,,,,,990,0.0,0.0,0.0,0.0,6.0,1.0,2.0,0.0,546.0,22.0,7.0,11.0,0.3,0.3,0.2,10.0,0.0,354.0,457.0,77.5,14.0,351.0,13.0,13.0,7.0,,,,,,,,,,,,,,,,,,,,,1.0,2.0,1,25
1,Adam Smith,15.0,eng ENG,"RB,RW",31-113,90,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,51.0,2.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,36.0,45.0,80.0,2.0,35.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,0.0,2.0,1,25
2,Ben Pearson,22.0,eng ENG,CM,27-228,45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,13.0,69.2,0.0,10.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,1.0,4.0,1,25
3,Chris Mepham,6.0,wls WAL,CB,24-288,90,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,69.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,45.0,59.0,76.3,0.0,41.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,1.0,5.0,1,25
4,Jaidon Anthony,32.0,eng ENG,LW,22-262,45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,2.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,19.0,23.0,82.6,1.0,23.0,1.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,0.0,6.0,1,25
5,Jefferson Lerma,8.0,co COL,DM,27-299,90,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,54.0,1.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,43.0,49.0,87.8,2.0,38.0,0.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,2.0,0.0,1,25
6,Jordan Zemura,33.0,zw ZIM,"LB,LW",22-279,90,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,55.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,28.0,45.0,62.2,2.0,30.0,3.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,0.0,3.0,1,25
7,Kieffer Moore,21.0,wls WAL,FW,30-012,90,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,36.0,1.0,0.0,0.0,0.0,0.0,0.1,1.0,0.0,14.0,26.0,53.8,2.0,23.0,1.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,0.0,7.0,1,25
8,Lewis Cook,4.0,eng ENG,DM,25-198,45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,4.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,21.0,22.0,95.5,0.0,18.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,3.0,7.0,1,25
9,Lloyd Kelly,5.0,eng ENG,CB,23-318,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.0,3.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,49.0,64.0,76.6,1.0,45.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,0.0,4.0,1,25
10,Marcos Senesi,25.0,ar ARG,CB,25-102,45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,19.0,94.7,1.0,12.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,1.0,2.0,1,25
11,Marcus Tavernier,16.0,eng ENG,"RW,CM",23-151,90,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,48.0,0.0,0.0,2.0,0.1,0.1,0.1,0.0,0.0,26.0,36.0,72.2,1.0,33.0,1.0,4.0,2.0,,,,,,,,,,,,,,,,,,,,,0.0,5.0,1,25
12,Mark Travers,1.0,ie IRL,GK,23-094,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,30.0,93.3,0.0,19.0,0.0,0.0,0.0,6.0,3.0,3.0,50.0,1.5,3.0,4.0,75.0,23.0,5.0,13.0,23.8,7.0,14.3,25.0,14.0,1.0,7.1,0.0,3.0,4.0,3.0,1,25
13,Philip Billing,29.0,dk DEN,"FW,AM",26-070,64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,9.0,16.0,56.3,0.0,17.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,1,25
14,Ryan Christie,10.0,sct SCO,AM,27-179,26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,9.0,10.0,90.0,2.0,7.0,1.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,13.0,50.0,1,25
0,16 Players,,,,,990,3.0,2.0,0.0,0.0,14.0,6.0,1.0,0.0,738.0,14.0,10.0,11.0,1.4,1.4,0.8,25.0,5.0,534.0,614.0,87.0,35.0,526.0,14.0,27.0,12.0,,,,,,,,,,,,,,,,,,,,,0.0,3.0,0,25
1,Aaron Ramsdale,1.0,eng ENG,GK,24-098,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,27.0,63.0,0.0,19.0,0.0,0.0,0.0,1.0,0.0,1.0,100.0,0.1,5.0,13.0,38.5,23.0,2.0,39.1,33.6,4.0,100.0,72.3,12.0,0.0,0.0,0.0,7.0,0.0,3.0,0,25
2,Albert Sambi Lokonga,23.0,be BEL,DM,22-302,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,100.0,0.0,3.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,0.0,1.0,0,25
3,Ben White,4.0,eng ENG,RB,24-316,74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.0,1.0,2.0,6.0,0.0,0.0,0.0,1.0,1.0,60.0,68.0,88.2,6.0,57.0,1.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,1.0,7.0,0,25
4,Bukayo Saka,7.0,eng ENG,RW,20-349,87,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,55.0,1.0,3.0,0.0,0.0,0.0,0.2,3.0,1.0,36.0,41.0,87.8,2.0,41.0,6.0,7.0,2.0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0,25
5,Eddie Nketiah,14.0,eng ENG,"LW,FW",23-082,17,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,10.0,0.0,1.0,0.0,0.1,0.1,0.0,1.0,0.0,6.0,6.0,100.0,1.0,9.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,0.0,4.0,0,25
6,Emile Smith Rowe,10.0,eng ENG,AM,22-023,17,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.1,1.0,0.0,5.0,5.0,100.0,1.0,2.0,0.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,0.0,1.0,0,25
7,Gabriel Jesus,9.0,br BRA,"FW,RW",25-139,90,0.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,42.0,2.0,1.0,2.0,0.1,0.1,0.3,4.0,0.0,19.0,21.0,90.5,3.0,20.0,1.0,6.0,2.0,,,,,,,,,,,,,,,,,,,,,2.0,10.0,0,25
8,Gabriel Magalhães,6.0,br BRA,CB,24-244,90,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,95.0,1.0,0.0,1.0,0.1,0.1,0.0,0.0,0.0,74.0,80.0,92.5,2.0,66.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,0.0,2.0,0,25
9,Gabriel Martinelli,11.0,br BRA,LW,21-063,73,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,34.0,1.0,0.0,1.0,0.4,0.4,0.0,4.0,2.0,15.0,21.0,71.4,2.0,24.0,3.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,1.0,1.0,0,25
10,Granit Xhaka,34.0,ch SUI,"LM,DM",29-327,87,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,1.0,0.0,0.0,0.0,0.0,0.2,3.0,1.0,47.0,56.0,83.9,2.0,45.0,0.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,1.0,10.0,0,25
11,Kieran Tierney,3.0,sct SCO,"LW,RW",25-076,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,10.0,3.0,0,25
12,Martin Ødegaard,8.0,no NOR,RM,23-246,73,2.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,67.0,0.0,0.0,0.0,0.6,0.6,0.0,3.0,0.0,45.0,57.0,78.9,7.0,40.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,3.0,6.0,0,25
13,Oleksandr Zinchenko,35.0,ua UKR,LB,25-248,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,67.0,78.0,85.9,3.0,64.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,1.0,4.0,0,25
14,Takehiro Tomiyasu,18.0,jp JPN,RB,23-288,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,8.0,75.0,1.0,7.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,1.0,1.0,0,25
15,Thomas Partey,5.0,gh GHA,"CM,DM",29-068,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,61.0,70.0,87.1,4.0,61.0,1.0,3.0,3.0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0,25
16,William Saliba,12.0,fr FRA,CB,21-149,90,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,81.0,2.0,2.0,0.0,0.1,0.1,0.0,0.0,0.0,73.0,73.0,100.0,1.0,68.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,20.0,56.0,0,25
0,15 Players,,,,,990,0.0,0.0,0.0,0.0,13.0,3.0,2.0,0.0,607.0,8.0,13.0,11.0,0.9,0.9,0.7,22.0,0.0,408.0,524.0,77.9,43.0,378.0,14.0,7.0,4.0,,,,,,,,,,,,,,,,,,,,,0.0,2.0,1,26
1,Aaron Cresswell,3.0,eng ENG,LB,32-249,90,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,75.0,0.0,1.0,0.0,0.1,0.1,0.3,2.0,0.0,54.0,70.0,77.1,9.0,43.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,0.0,2.0,1,26
2,Ben Johnson,2.0,eng ENG,RB,22-209,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,2.0,0.0,0.0,0.0,0.0,0.1,2.0,0.0,16.0,17.0,94.1,3.0,10.0,2.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,1.0,3.0,1,26
3,Declan Rice,41.0,eng ENG,DM,23-219,90,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,80.0,0.0,3.0,1.0,0.0,0.0,0.1,4.0,0.0,55.0,67.0,82.1,7.0,46.0,1.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,1,26
4,Gianluca Scamacca,7.0,it ITA,"FW,AM",23-232,29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.1,1.0,0.0,4.0,8.0,50.0,0.0,5.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,0.0,4.0,1,26
5,Jarrod Bowen,20.0,eng ENG,RW,25-244,90,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,47.0,3.0,0.0,3.0,0.1,0.1,0.0,3.0,0.0,24.0,33.0,72.7,3.0,31.0,2.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,0.0,5.0,1,26
6,Kurt Zouma,4.0,fr FRA,CB,27-298,90,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,75.0,0.0,2.0,1.0,0.2,0.2,0.0,1.0,0.0,57.0,69.0,82.6,2.0,55.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,0.0,1.0,1,26
7,Manuel Lanzini,10.0,ar ARG,AM,29-187,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,19.0,78.9,3.0,15.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,3.0,12.0,1,26
8,Maxwel Cornet,14.0,ci CIV,"LW,FW",25-328,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,7.0,85.7,1.0,6.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,0.0,4.0,1,26
9,Michail Antonio,9.0,jm JAM,FW,32-146,73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,7.0,13.0,53.8,2.0,15.0,3.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,2.0,9.0,1,26
10,Pablo Fornals,8.0,es ESP,AM,26-180,61,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,37.0,0.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,24.0,31.0,77.4,3.0,22.0,0.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,3.0,5.0,1,26
11,Saïd Benrahma,22.0,dz ALG,LW,27-011,74,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,29.0,1.0,0.0,0.0,0.1,0.1,0.0,1.0,0.0,15.0,23.0,65.2,2.0,20.0,3.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,2.0,4.0,1,26
12,Thilo Kehrer,24.0,de GER,CB,25-334,90,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,68.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,63.0,92.1,4.0,46.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,2.0,1.0,1,26
13,Tomáš Souček,28.0,cz CZE,DM,27-175,90,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,51.0,2.0,2.0,2.0,0.3,0.3,0.0,4.0,0.0,25.0,39.0,64.1,0.0,27.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,0.0,1.0,1,26
14,Vladimír Coufal,5.0,cz CZE,RB,29-364,74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,22.0,33.0,66.7,4.0,17.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,0.0,3.0,1,26
15,Łukasz Fabiański,1.0,pl POL,GK,37-125,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,32.0,81.3,0.0,20.0,0.0,0.0,0.0,2.0,2.0,0.0,50.0,1.5,6.0,11.0,54.5,25.0,6.0,44.0,35.8,7.0,0.0,14.1,10.0,2.0,20.0,1.0,13.4,13.0,56.0,1,26
0,14 Players,,,,,990,2.0,1.0,1.0,1.0,10.0,1.0,0.0,0.0,628.0,17.0,6.0,17.0,1.7,0.9,0.9,21.0,4.0,418.0,523.0,79.9,41.0,303.0,17.0,6.0,3.0,,,,,,,,,,,,,,,,,,,,,1.0,1.0,0,26
1,Adam Lallana,14.0,eng ENG,FW,34-103,62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,19.0,22.0,86.4,4.0,11.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,0.0,3.0,0,26
2,Adam Webster,4.0,eng ENG,CB,27-229,90,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,69.0,0.0,2.0,1.0,0.1,0.1,0.0,0.0,0.0,45.0,61.0,73.8,2.0,34.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,1.0,1.0,0,26
3,Alexis Mac Allister,10.0,ar ARG,"DM,CM",23-240,90,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,78.0,2.0,2.0,2.0,0.8,0.0,0.0,3.0,1.0,60.0,69.0,87.0,4.0,37.0,3.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,0.0,5.0,0,26
4,Danny Welbeck,18.0,eng ENG,FW,31-268,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,0.1,2.0,1.0,24.0,28.0,85.7,2.0,25.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,1.0,12.0,0,26
5,Enock Mwepu,8.0,zm ZAM,RW,24-232,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,60.0,0.0,4.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,0.0,2.0,0,26
6,Joël Veltman,34.0,nl NED,"CB,RB",30-218,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.0,3.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,59.0,67.0,88.1,5.0,33.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,1.0,5.0,0,26
7,Kaoru Mitoma,22.0,jp JPN,LW,25-093,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0,26
8,Leandro Trossard,11.0,be BEL,"WB,LW",27-260,89,1.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,47.0,0.0,0.0,0.0,0.6,0.6,0.1,4.0,1.0,27.0,37.0,73.0,4.0,24.0,6.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,2.0,3.0,0,26
9,Lewis Dunk,5.0,eng ENG,CB,30-273,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,41.0,47.0,87.2,1.0,19.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,0.0,2.0,0,26
10,Moisés Caicedo,25.0,ec ECU,"DM,LM",20-292,90,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,55.0,3.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,41.0,45.0,91.1,3.0,23.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,4.0,5.0,0,26
11,Pascal Groß,13.0,de GER,"DM,RM",31-067,90,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,4.0,1.0,5.0,0.0,0.0,0.5,4.0,1.0,35.0,48.0,72.9,9.0,25.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,3.0,6.0,0,26
12,Pervis Estupiñán,30.0,ec ECU,LB,24-212,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,1.0,0.0,0.0,0.1,2.0,0.0,9.0,13.0,69.2,1.0,13.0,2.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,6.0,3.0,0,26
13,Robert Sánchez,1.0,es ESP,GK,24-276,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,40.0,57.5,0.0,27.0,0.0,0.0,0.0,3.0,0.0,3.0,100.0,0.5,6.0,21.0,28.6,36.0,6.0,50.0,41.8,4.0,75.0,53.5,18.0,3.0,16.7,0.0,8.5,0.0,1.0,0,26
14,Solly March,7.0,eng ENG,"WB,RW",28-032,84,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,53.0,4.0,0.0,1.0,0.2,0.2,0.0,2.0,0.0,32.0,41.0,78.0,6.0,28.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,19.0,49.0,0,26
0,16 Players,,,,,990,3.0,2.0,0.0,0.0,12.0,6.0,0.0,0.0,477.0,26.0,16.0,21.0,2.2,2.2,1.2,17.0,4.0,251.0,352.0,71.3,26.0,174.0,13.0,24.0,8.0,,,,,,,,,,,,,,,,,,,,,2.0,3.0,1,27
1,Adam Forshaw,4.0,eng ENG,DM,30-317,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,100.0,1.0,3.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,1,27
2,Brenden Aaronson,7.0,us USA,AM,21-303,82,1.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,42.0,2.0,1.0,1.0,1.0,1.0,0.1,5.0,1.0,19.0,28.0,67.9,2.0,19.0,2.0,5.0,1.0,,,,,,,,,,,,,,,,,,,,,1.0,5.0,1,27
3,Daniel James,20.0,wls WAL,RW,24-284,69,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,22.0,1.0,1.0,2.0,0.0,0.0,0.3,3.0,0.0,7.0,15.0,46.7,1.0,12.0,2.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,0.0,1.0,1,27
4,Diego Llorente,14.0,es ESP,CB,29-005,90,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,44.0,2.0,2.0,1.0,0.1,0.1,0.0,1.0,0.0,24.0,30.0,80.0,2.0,12.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,1.0,2.0,1,27
5,Illan Meslier,1.0,fr FRA,GK,22-172,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,33.0,51.5,0.0,9.0,0.0,0.0,0.0,3.0,0.0,3.0,100.0,0.6,1.0,16.0,6.3,27.0,2.0,55.6,42.5,6.0,16.7,27.0,11.0,0.0,0.0,3.0,48.0,0.0,4.0,1,27
6,Jack Harrison,11.0,eng ENG,LW,25-274,82,1.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,44.0,1.0,2.0,2.0,0.5,0.5,0.1,1.0,1.0,15.0,35.0,42.9,0.0,21.0,4.0,5.0,4.0,,,,,,,,,,,,,,,,,,,,,0.0,7.0,1,27
7,Joe Gelhardt,30.0,eng ENG,FW,20-109,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,100.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,1,27
8,Luis Sinisterra,23.0,co COL,RW,23-065,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0,8.0,87.5,2.0,8.0,0.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,0.0,3.0,1,27
9,Marc Roca,8.0,es ESP,DM,25-268,60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,3.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,16.0,20.0,80.0,1.0,14.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,0.0,1.0,1,27
10,Mateusz Klich,43.0,pl POL,AM,32-069,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,2.0,5.0,1,27
11,Pascal Struijk,21.0,nl NED,LB,23-010,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,4.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,36.0,36.0,100.0,5.0,6.0,2.0,3.0,2.0,,,,,,,,,,,,,,,,,,,,,3.0,2.0,1,27
12,Rasmus Kristensen,25.0,dk DEN,RB,25-041,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,2.0,2.0,3.0,0.0,0.0,0.0,1.0,0.0,35.0,45.0,77.8,6.0,17.0,0.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,3.0,5.0,1,27
13,Robin Koch,5.0,de GER,CB,26-035,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,31.0,67.7,1.0,16.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,1.0,7.0,1,27
14,Rodrigo,19.0,es ESP,FW,31-168,82,1.0,1.0,0.0,0.0,5.0,2.0,0.0,0.0,31.0,0.0,0.0,0.0,0.6,0.6,0.5,2.0,1.0,11.0,18.0,61.1,1.0,13.0,2.0,3.0,0.0,,,,,,,,,,,,,,,,,,,,,4.0,2.0,1,27
15,Sam Greenwood,42.0,eng ENG,LW,20-207,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,0.0,2.0,1,27
