index,Player,#,Nation,Pos,Age,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp_x,Att_x,Cmp%_x,PrgP,Carries,PrgC,Att_x,Succ,SoTA,GA,Saves,Save%,PSxG,Cmp_y,Att_y,Cmp%_y,Att (GK),Thr,Launch%,AvgLen,Att_y,Launch%,AvgLen,Opp,Stp,Stp%,#OPA,AvgDist,Clr,Recov,home,game_id
13,Sean Longstaff,36.0,eng ENG,RM,25-062,90,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,48.0,1.0,2.0,3.0,0.5,0.5,0.0,0.0,0.0,24.0,36.0,66.7,3.0,19.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1,159
14,Sven Botman,4.0,nl NED,CB,22-353,90,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,55.0,0.0,1.0,1.0,0.3,0.3,0.0,0.0,0.0,47.0,50.0,94.0,3.0,39.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,10.0,60.0,1,159
0,16 Players,,,,,990,0.0,0.0,0.0,0.0,8.0,1.0,5.0,0.0,463.0,32.0,10.0,15.0,0.4,0.4,0.3,13.0,0.0,212.0,327.0,64.8,22.0,241.0,8.0,15.0,4.0,,,,,,,,,,,,,,,,,,,,,0.0,1.0,0,159
1,Adam Forshaw,4.0,eng ENG,DM,31-084,45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,19.0,23.0,82.6,3.0,18.0,0.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0,159
2,Brenden Aaronson,7.0,us USA,RW,22-070,90,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,26.0,0.0,0.0,2.0,0.1,0.1,0.1,4.0,0.0,14.0,16.0,87.5,3.0,17.0,1.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,0.0,6.0,0,159
3,Crysencio Summerville,10.0,nl NED,LW,21-062,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,100.0,1.0,3.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,0.0,1.0,0,159
4,Illan Meslier,1.0,fr FRA,GK,22-304,90,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,46.0,26.1,0.0,25.0,0.0,0.0,0.0,5.0,0.0,5.0,100.0,0.9,3.0,32.0,9.4,33.0,8.0,57.6,43.2,13.0,100.0,60.4,20.0,5.0,25.0,2.0,13.5,0.0,3.0,0,159
5,Jack Harrison,11.0,eng ENG,AM,26-041,63,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,39.0,2.0,0.0,3.0,0.0,0.0,0.1,5.0,0.0,23.0,29.0,79.3,2.0,25.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,0.0,7.0,0,159
6,Joe Gelhardt,30.0,eng ENG,FW,20-241,9,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,0.0,3.0,0,159
7,Liam Cooper,6.0,sct SCO,CB,31-123,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,4.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,18.0,29.0,62.1,0.0,16.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,2.0,9.0,0,159
8,Luke Ayling,2.0,eng ENG,RB,31-128,69,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,23.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,7.0,13.0,53.8,2.0,13.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,0.0,3.0,0,159
9,Marc Roca,8.0,es ESP,DM,26-035,45,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,21.0,5.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,10.0,40.0,0.0,5.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,0.0,2.0,0,159
10,Mateusz Klich,43.0,pl POL,AM,32-201,27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,7.0,57.1,1.0,6.0,0.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,7.0,7.0,0,159
11,Pascal Struijk,21.0,nl NED,LB,23-142,90,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,61.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,36.0,46.0,78.3,3.0,19.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,6.0,1.0,0,159
12,Rasmus Kristensen,25.0,dk DEN,RB,25-173,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,100.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,5.0,3.0,0,159
13,Robin Koch,5.0,de GER,CB,26-167,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,27.0,70.4,1.0,15.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,1.0,3.0,0,159
14,Rodrigo,19.0,es ESP,FW,31-300,81,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,23.0,0.0,0.0,1.0,0.1,0.1,0.0,0.0,0.0,9.0,17.0,52.9,1.0,17.0,3.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,1.0,1.0,0,159
15,Tyler Adams,12.0,us USA,DM,23-320,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,6.0,2.0,1.0,0.0,0.0,0.1,2.0,0.0,33.0,38.0,86.8,2.0,34.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,1.0,2.0,0,159
16,Wilfried Gnonto,29.0,it ITA,LW,19-056,69,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,32.0,1.0,1.0,0.0,0.1,0.1,0.0,1.0,0.0,9.0,19.0,47.4,3.0,24.0,3.0,7.0,1.0,,,,,,,,,,,,,,,,,,,,,23.0,52.0,0,159
0,14 Players,,,,,990,1.0,1.0,0.0,1.0,7.0,1.0,0.0,0.0,757.0,19.0,12.0,11.0,1.5,0.7,0.6,14.0,2.0,496.0,628.0,79.0,42.0,420.0,8.0,8.0,1.0,,,,,,,,,,,,,,,,,,,,,1.0,2.0,1,160
1,Aleksandar Mitrović,9.0,rs SRB,FW,28-106,90,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,38.0,1.0,0.0,1.0,0.8,0.0,0.0,1.0,0.0,18.0,26.0,69.2,3.0,22.0,0.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,1.0,6.0,1,160
2,Andreas Pereira,18.0,br BRA,AM,26-364,89,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,39.0,0.0,0.0,0.0,0.3,0.3,0.0,1.0,1.0,27.0,33.0,81.8,6.0,21.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,1.0,3.0,1,160
3,Antonee Robinson,33.0,us USA,LB,25-145,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,50.0,71.0,70.4,3.0,43.0,2.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,0.0,3.0,1,160
4,Bernd Leno,17.0,de GER,GK,30-302,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,39.0,97.4,0.0,26.0,0.0,0.0,0.0,3.0,1.0,2.0,66.7,0.7,4.0,5.0,80.0,33.0,6.0,15.2,26.0,6.0,0.0,19.0,7.0,1.0,14.3,1.0,13.2,1.0,2.0,1,160
5,Bobby De Cordova-Reid,14.0,jm JAM,RW,29-332,61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,1.0,0.0,0.0,0.0,0.2,1.0,0.0,14.0,24.0,58.3,1.0,18.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,1,160
6,Daniel James,21.0,wls WAL,RW,25-051,29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,4.0,12.0,33.3,2.0,10.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,4.0,11.0,1,160
7,Harrison Reed,6.0,eng ENG,DM,27-338,61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,28.0,33.0,84.8,6.0,23.0,1.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,1.0,3.0,1,160
8,Issa Diop,31.0,fr FRA,CB,25-356,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,117.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,85.0,104.0,81.7,3.0,73.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,1.0,5.0,1,160
9,João Palhinha,26.0,pt POR,DM,27-175,90,1.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,67.0,6.0,4.0,1.0,0.3,0.3,0.0,1.0,0.0,34.0,44.0,77.3,1.0,27.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,1.0,8.0,1,160
10,Kenny Tete,2.0,nl NED,RB,27-083,90,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,100.0,4.0,2.0,2.0,0.1,0.1,0.3,1.0,1.0,65.0,83.0,78.3,3.0,44.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,3.0,12.0,1,160
11,Tim Ream,13.0,us USA,CB,35-087,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,80.0,87.0,92.0,5.0,66.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,5.0,10.0,1,160
12,Tom Cairney,10.0,sct SCO,"DM,CM",31-345,29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,20.0,28.0,71.4,3.0,20.0,2.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,3.0,4.0,1,160
13,Tosin Adarabioyo,4.0,eng ENG,CB,25-098,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,1.0,2.0,1,160
14,Willian,20.0,br BRA,LW,34-144,90,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,55.0,1.0,2.0,2.0,0.1,0.1,0.1,5.0,0.0,33.0,44.0,75.0,6.0,27.0,2.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,23.0,71.0,1,160
0,16 Players,,,,,990,1.0,0.0,0.0,0.0,9.0,3.0,1.0,0.0,519.0,21.0,15.0,11.0,0.8,0.8,0.7,13.0,2.0,255.0,388.0,65.7,23.0,181.0,8.0,10.0,4.0,,,,,,,,,,,,,,,,,,,,,1.0,1.0,0,160
1,Adam Armstrong,9.0,eng ENG,"LW,CM",25-324,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,50.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,0.0,3.0,0,160
2,Ainsley Maitland-Niles,3.0,eng ENG,"WB,DM,CM",25-124,89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,2.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,21.0,30.0,70.0,2.0,7.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,0.0,1.0,0,160
3,Armel Bella Kotchap,37.0,de GER,CB,21-020,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,1.0,0.0,0.0,0.1,0.0,0.0,16.0,24.0,66.7,0.0,13.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,0.0,6.0,0,160
4,Che Adams,10.0,sct SCO,FW,26-171,90,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,36.0,1.0,0.0,0.0,0.4,0.4,0.1,3.0,1.0,13.0,20.0,65.0,1.0,15.0,0.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,0.0,2.0,0,160
5,Gavin Bazunu,31.0,ie IRL,GK,20-314,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,20.0,38.0,52.6,0.0,21.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,1.3,8.0,24.0,33.3,31.0,7.0,58.1,40.9,7.0,85.7,67.1,9.0,0.0,0.0,2.0,16.1,1.0,13.0,0,160
6,James Ward-Prowse,8.0,eng ENG,"CM,DM",28-060,90,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,67.0,3.0,2.0,0.0,0.1,0.1,0.1,1.0,0.0,42.0,58.0,72.4,3.0,12.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0,160
7,Joe Aribo,7.0,ng NGA,AM,26-163,66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,15.0,60.0,1.0,13.0,0.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,0.0,7.0,0,160
8,Kyle Walker-Peters,2.0,eng ENG,"RB,WB",25-262,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,29.0,41.0,70.7,1.0,18.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,0.0,7.0,0,160
9,Lyanco,4.0,br BRA,CB,25-333,90,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,45.0,2.0,1.0,0.0,0.0,0.0,0.1,1.0,0.0,26.0,34.0,76.5,4.0,17.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,2.0,1.0,0,160
10,Mohamed Elyounoussi,24.0,no NOR,"CM,RW,RM",28-149,89,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,44.0,3.0,1.0,2.0,0.1,0.1,0.4,3.0,1.0,22.0,31.0,71.0,5.0,14.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0,160
11,Mohammed Salisu,22.0,gh GHA,"CB,LB",23-258,89,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,70.0,2.0,2.0,4.0,0.1,0.1,0.0,0.0,0.0,33.0,58.0,56.9,2.0,21.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,2.0,11.0,0,160
12,Romain Perraud,15.0,fr FRA,"LM,LB",25-100,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,50.0,0.0,3.0,1.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0,160
13,Roméo Lavia,45.0,be BEL,"DM,LB",18-359,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,2.0,3.0,0,160
14,Samuel Edozie,23.0,eng ENG,"AM,LW",19-337,76,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,35.0,4.0,2.0,0.0,0.1,0.1,0.0,2.0,0.0,15.0,20.0,75.0,1.0,16.0,4.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,6.0,5.0,0,160
15,Sekou Mara,18.0,fr FRA,AM,20-154,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,3.0,3.0,0,160
16,Stuart Armstrong,17.0,sct SCO,"RW,FW",30-276,24,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.1,0.1,0.0,1.0,0.0,6.0,12.0,50.0,3.0,10.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,17.0,63.0,0,160
0,15 Players,,,,,990,0.0,0.0,0.0,0.0,6.0,2.0,4.0,0.0,644.0,17.0,6.0,15.0,0.6,0.6,0.3,11.0,0.0,391.0,524.0,74.6,30.0,299.0,8.0,25.0,12.0,,,,,,,,,,,,,,,,,,,,,3.0,1.0,1,161
1,Adam Smith,15.0,eng ENG,RB,31-246,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,47.0,66.0,71.2,8.0,22.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,3.0,4.0,1,161
2,Dominic Solanke,9.0,eng ENG,"AM,FW",25-108,90,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,34.0,1.0,0.0,0.0,0.2,0.2,0.1,4.0,0.0,10.0,16.0,62.5,2.0,24.0,2.0,6.0,3.0,,,,,,,,,,,,,,,,,,,,,0.0,2.0,1,161
3,Jaidon Anthony,32.0,eng ENG,"RM,LW",23-030,79,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,69.0,5.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,39.0,54.0,72.2,2.0,25.0,2.0,6.0,3.0,,,,,,,,,,,,,,,,,,,,,0.0,4.0,1,161
4,Jamal Lowe,18.0,jm JAM,DM,28-163,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,50.0,1.0,2.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,3.0,9.0,1,161
5,Jefferson Lerma,8.0,co COL,"DM,CM",28-067,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,3.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,26.0,40.0,65.0,4.0,14.0,0.0,4.0,2.0,,,,,,,,,,,,,,,,,,,,,0.0,3.0,1,161
6,Joe Rothwell,14.0,eng ENG,LB,27-354,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,12.0,13.0,92.3,0.0,6.0,0.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,1,161
7,Jordan Zemura,33.0,zw ZIM,LB,23-047,69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,29.0,43.0,67.4,4.0,21.0,2.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,0.0,2.0,1,161
8,Kieffer Moore,21.0,wls WAL,FW,30-145,90,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,28.0,0.0,0.0,2.0,0.3,0.3,0.0,0.0,0.0,7.0,16.0,43.8,1.0,14.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,0.0,1.0,1,161
9,Lewis Cook,4.0,eng ENG,"CM,DM",25-331,79,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,44.0,3.0,0.0,1.0,0.1,0.1,0.0,1.0,0.0,24.0,35.0,68.6,1.0,10.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,1.0,5.0,1,161
10,Lloyd Kelly,5.0,eng ENG,CB,24-086,90,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,90.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,67.0,80.0,83.8,3.0,53.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,0.0,2.0,1,161
11,Marcos Senesi,25.0,ar ARG,CB,25-235,90,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,97.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,72.0,88.0,81.8,2.0,59.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,3.0,6.0,1,161
12,Mark Travers,1.0,ie IRL,GK,23-227,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,35.0,97.1,0.0,27.0,0.0,0.0,0.0,6.0,2.0,4.0,66.7,2.0,2.0,3.0,66.7,29.0,7.0,10.3,20.1,6.0,0.0,16.3,12.0,0.0,0.0,0.0,7.5,2.0,12.0,1,161
13,Philip Billing,29.0,dk DEN,LM,26-203,37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,8.0,50.0,0.0,3.0,0.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,0.0,3.0,1,161
14,Ryan Christie,10.0,sct SCO,LW,27-312,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,50.0,0.0,3.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1,161
15,Siriki Dembélé,20.0,ci CIV,"RW,LM",26-115,53,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,30.0,1.0,0.0,1.0,0.1,0.1,0.2,3.0,0.0,16.0,22.0,72.7,2.0,16.0,0.0,3.0,2.0,,,,,,,,,,,,,,,,,,,,,16.0,55.0,1,161
0,14 Players,,,,,990,2.0,2.0,0.0,0.0,15.0,6.0,1.0,0.0,521.0,30.0,11.0,22.0,1.6,1.6,1.5,25.0,4.0,245.0,366.0,66.9,27.0,240.0,8.0,14.0,2.0,,,,,,,,,,,,,,,,,,,,,0.0,3.0,0,161
1,Cheick Doucouré,28.0,ml MLI,DM,22-357,90,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,41.0,6.0,2.0,0.0,0.2,0.2,0.0,4.0,0.0,19.0,28.0,67.9,1.0,16.0,0.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0,161
2,Eberechi Eze,10.0,eng ENG,AM,24-185,73,1.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,41.0,3.0,1.0,2.0,0.1,0.1,0.2,4.0,0.0,18.0,24.0,75.0,1.0,25.0,2.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,3.0,6.0,0,161
3,Jean-Philippe Mateta,14.0,fr FRA,AM,25-186,17,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,14.0,0.0,0.0,2.0,0.2,0.2,0.1,0.0,0.0,5.0,7.0,71.4,1.0,7.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,0.0,5.0,0,161
4,Jeffrey Schlupp,15.0,gh GHA,DM,30-008,90,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,42.0,3.0,1.0,3.0,0.0,0.0,0.2,1.0,0.0,14.0,25.0,56.0,3.0,10.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0,161
5,Joachim Andersen,16.0,dk DEN,CB,26-214,90,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,48.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,26.0,37.0,70.3,1.0,21.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,0.0,6.0,0,161
6,Joel Ward,2.0,eng ENG,LB,33-063,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,30.0,43.0,69.8,2.0,20.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,1.0,2.0,0,161
7,Jordan Ayew,9.0,gh GHA,FW,31-111,73,1.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,44.0,3.0,0.0,1.0,0.4,0.4,0.0,3.0,1.0,15.0,25.0,60.0,0.0,30.0,2.0,4.0,0.0,,,,,,,,,,,,,,,,,,,,,3.0,7.0,0,161
8,Marc Guéhi,6.0,eng ENG,CB,22-171,90,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,45.0,4.0,1.0,1.0,0.1,0.1,0.0,0.0,0.0,23.0,34.0,67.6,1.0,18.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,1.0,10.0,0,161
9,Michael Olise,7.0,fr FRA,RW,21-019,87,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,52.0,3.0,1.0,4.0,0.0,0.0,0.5,5.0,2.0,23.0,38.0,60.5,3.0,30.0,1.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,2.0,8.0,0,161
10,Nathaniel Clyne,17.0,eng ENG,RB,31-270,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,4.0,3.0,4.0,0.0,0.0,0.0,1.0,0.0,32.0,45.0,71.1,6.0,20.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,4.0,7.0,0,161
11,Odsonne Édouard,22.0,fr FRA,LW,24-349,17,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,13.0,2.0,0.0,1.0,0.5,0.5,0.0,2.0,0.0,4.0,7.0,57.1,3.0,6.0,1.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,8.0,6.0,0,161
12,Vicente Guaita,13.0,es ESP,GK,35-355,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,21.0,47.6,0.0,10.0,0.0,0.0,0.0,2.0,0.0,2.0,100.0,0.3,3.0,14.0,21.4,16.0,4.0,56.3,40.9,5.0,100.0,60.6,14.0,1.0,7.1,0.0,14.7,3.0,4.0,0,161
13,Wilfried Zaha,11.0,ci CIV,LW,30-051,90,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,43.0,1.0,1.0,2.0,0.1,0.1,0.6,3.0,0.0,24.0,28.0,85.7,5.0,26.0,2.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,0.0,1.0,0,161
14,Will Hughes,19.0,eng ENG,RW,27-258,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,50.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,25.0,65.0,0,161
0,14 Players,,,,,990,1.0,1.0,0.0,0.0,16.0,3.0,3.0,0.0,793.0,13.0,3.0,5.0,1.8,1.8,1.8,30.0,2.0,635.0,728.0,87.2,71.0,532.0,33.0,11.0,4.0,,,,,,,,,,,,,,,,,,,,,0.0,1.0,1,162
