index,Player,#,Nation,Pos,Age,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp_x,Att_x,Cmp%_x,PrgP,Carries,PrgC,Att_x,Succ,SoTA,GA,Saves,Save%,PSxG,Cmp_y,Att_y,Cmp%_y,Att (GK),Thr,Launch%,AvgLen,Att_y,Launch%,AvgLen,Opp,Stp,Stp%,#OPA,AvgDist,Clr,Recov,home,game_id
2,Adam Smith,15.0,eng ENG,WB,28-103,90,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,56.0,64.0,87.5,7.0,47.0,3.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,0.0,2.0,1,2
3,Callum Wilson,13.0,eng ENG,FW,27-164,89,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,18.0,0.0,0.0,1.0,0.7,0.7,0.0,2.0,1.0,6.0,13.0,46.2,1.0,16.0,2.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,0.0,7.0,1,2
4,Chris Mepham,33.0,wls WAL,CB,21-278,90,1.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,74.0,1.0,1.0,1.0,0.5,0.5,0.0,1.0,0.0,54.0,66.0,81.8,2.0,58.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,2.0,15.0,1,2
5,Diego Rico,21.0,es ESP,WB,26-168,90,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,71.0,5.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,34.0,56.0,60.7,7.0,39.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,1.0,6.0,1,2
6,Dominic Solanke,9.0,eng ENG,FW,21-330,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,3.0,5.0,1,2
7,Jefferson Lerma,8.0,co COL,CM,24-289,90,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,66.0,2.0,0.0,1.0,0.1,0.1,0.0,2.0,0.0,37.0,56.0,66.1,4.0,43.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,1.0,4.0,1,2
8,Joshua King,7.0,no NOR,AM,27-207,90,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,40.0,0.0,1.0,1.0,0.1,0.1,0.0,2.0,0.0,13.0,24.0,54.2,2.0,26.0,1.0,8.0,3.0,,,,,,,,,,,,,,,,,,,,,1.0,2.0,1,2
9,Nathan Aké,5.0,nl NED,CB,24-173,90,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,81.0,3.0,2.0,1.0,0.2,0.2,0.7,2.0,0.0,63.0,69.0,91.3,5.0,65.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,5.0,2.0,1,2
10,Philip Billing,29.0,dk DEN,CM,23-060,90,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,67.0,6.0,4.0,1.0,0.0,0.0,0.3,4.0,0.0,45.0,54.0,83.3,4.0,41.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,2.0,8.0,1,2
11,Ryan Fraser,24.0,sct SCO,AM,25-167,90,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,40.0,1.0,0.0,0.0,0.1,0.1,0.0,5.0,0.0,27.0,35.0,77.1,4.0,33.0,3.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,1,2
12,Steve Cook,3.0,eng ENG,CB,28-113,90,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,78.0,0.0,2.0,0.0,0.1,0.1,0.0,0.0,0.0,60.0,69.0,87.0,2.0,54.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,15.0,51.0,1,2
0,14 Players,,,,,990,1.0,0.0,0.0,0.0,8.0,3.0,1.0,0.0,584.0,14.0,14.0,14.0,1.4,1.4,0.5,12.0,1.0,362.0,476.0,76.1,30.0,252.0,5.0,15.0,6.0,,,,,,,,,,,,,,,,,,,,,0.0,3.0,0,2
1,Billy Sharp,10.0,eng ENG,FW,33-186,9,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.7,0.7,0.0,0.0,0.0,2.0,3.0,66.7,1.0,4.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,2.0,0.0,0,2
2,Callum Robinson,11.0,ie IRL,"FW,AM",24-189,90,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,24.0,1.0,2.0,1.0,0.1,0.1,0.0,0.0,0.0,12.0,13.0,92.3,1.0,15.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,0.0,5.0,0,2
3,Chris Basham,6.0,eng ENG,CB,31-021,81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,37.0,50.0,74.0,1.0,19.0,1.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,1.0,6.0,0,2
4,David McGoldrick,17.0,ie IRL,FW,31-254,62,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,30.0,1.0,0.0,1.0,0.4,0.4,0.0,0.0,0.0,17.0,21.0,81.0,2.0,15.0,0.0,3.0,2.0,,,,,,,,,,,,,,,,,,,,,0.0,14.0,0,2
5,Dean Henderson,1.0,eng ENG,GK,22-151,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,32.0,31.3,0.0,16.0,0.0,0.0,0.0,3.0,1.0,2.0,66.7,1.1,5.0,24.0,20.8,24.0,2.0,66.7,50.5,8.0,100.0,72.8,11.0,0.0,0.0,0.0,,0.0,5.0,0,2
6,Enda Stevens,3.0,ie IRL,"WB,LB",29-032,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,39.0,45.0,86.7,0.0,21.0,0.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,0.0,1.0,0,2
7,George Baldock,2.0,gr GRE,"WB,RB",26-154,90,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,56.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,34.0,43.0,79.1,2.0,26.0,1.0,3.0,0.0,,,,,,,,,,,,,,,,,,,,,0.0,8.0,0,2
