index,Player,#_x,Nation,Pos_x,Age,Min,Gls,Ast,PK,PKatt,Sh_x,SoT,CrdY_x,CrdR_x,Touches,Tkl_x,Int_x,Blocks_x,xG,npxG,xAG,SCA,GCA,Cmp_x,Att_x,Cmp%_x,PrgP,Carries,PrgC,Att_x,Succ,#_y,Pos_y,Tkl_y,TklW_x,Def 3rd,Mid 3rd,Att 3rd,Tkl_y,Att_y,Tkl%,Lost_x,Blocks_y,Sh_y,Pass,Int_y,Tkl+Int,Clr,Err,#,Pos,CrdY_y,CrdR_y,2CrdY,Fls,Fld,Off,Crs,Int,TklW_y,PKwon,PKcon,OG,Recov,Won,Lost_y,Won%,SoTA,GA,Saves,Save%,PSxG,Cmp_y,Att,Cmp%_y,Att (GK),Thr,Launch%,AvgLen,Att,Launch%,AvgLen,Opp,Stp,Stp%,#OPA,AvgDist,home,game_id
12,Moussa Sissoko,17.0,fr FRA,"RM,RW",28-360,90,0,0,0,0,1,1,0,0,64,1,0,2,0.3,0.3,0.0,1,0,44,55,80.0,2,27,0,0,0,17.0,"RM,RW",1,1,0,1,0,1,3,33.3,2,2,0,2,0,1,1,0,17.0,"RM,RW",0,0,0,2,1,0,2,0,1,0,0,0,3,1,1,50.0,,,,,,,,,,,,,,,,,,,,,0,1
13,Serge Aurier,24.0,ci CIV,RB,25-230,90,0,1,0,0,1,0,0,0,73,2,1,0,0.0,0.0,0.3,3,2,43,60,71.7,2,28,2,2,1,24.0,RB,2,1,1,1,0,0,2,0.0,2,0,0,0,1,3,5,0,24.0,RB,0,0,0,3,0,0,3,1,1,0,0,0,4,3,3,50.0,,,,,,,,,,,,,,,,,,,,,0,1
0,14 Players,,,,,990,0,0,0,0,15,6,1,0,847,27,15,5,0.7,0.7,0.5,27,0,622,730,85.2,70,436,17,14,8,,,27,19,10,15,2,9,21,42.9,12,5,2,3,15,42,23,1,,,1,0,0,9,11,2,32,15,19,0,0,0,58,10,20,33.3,,,,,,,,,,,,,,,,,,,,,1,2
1,Aboubakar Kamara,47.0,mr MTN,"LW,RW",23-157,30,0,0,0,0,2,1,0,0,18,0,0,0,0.1,0.1,0.1,3,0,10,13,76.9,0,13,1,4,2,47.0,"LW,RW",0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,47.0,"LW,RW",0,0,0,3,0,1,1,0,0,0,0,0,0,1,0,100.0,,,,,,,,,,,,,,,,,,,,,1,2
2,Aleksandar Mitrović,9.0,rs SRB,FW,23-329,90,0,0,0,0,7,3,0,0,26,0,0,1,0.4,0.4,0.0,4,0,13,16,81.3,1,13,1,1,1,9.0,FW,0,0,0,0,0,0,1,0.0,1,1,0,1,0,0,1,0,9.0,FW,0,0,0,0,1,0,0,0,0,0,0,0,2,2,4,33.3,,,,,,,,,,,,,,,,,,,,,1,2
3,André Schürrle,14.0,de GER,RW,27-278,60,0,0,0,0,0,0,0,0,39,1,1,0,0.0,0.0,0.1,2,0,24,33,72.7,2,25,3,0,0,14.0,RW,1,1,1,0,0,1,4,25.0,3,0,0,0,1,2,0,0,14.0,RW,0,0,0,1,1,0,4,1,1,0,0,0,1,0,1,0.0,,,,,,,,,,,,,,,,,,,,,1,2
4,Calum Chambers,5.0,eng ENG,CB,23-203,90,0,0,0,0,0,0,0,0,83,3,2,1,0.0,0.0,0.0,0,0,70,73,95.9,5,39,0,1,1,5.0,CB,3,2,3,0,0,1,1,100.0,0,1,1,0,2,5,5,0,5.0,CB,0,0,0,1,0,0,0,2,2,0,0,0,11,1,6,14.3,,,,,,,,,,,,,,,,,,,,,1,2
5,Cyrus Christie,22.0,ie IRL,RB,25-315,90,0,0,0,0,1,1,0,0,94,1,1,1,0.0,0.0,0.1,3,0,64,84,76.2,9,61,6,1,0,22.0,RB,1,1,0,1,0,0,2,0.0,2,1,0,1,1,2,3,0,22.0,RB,0,0,0,1,1,0,12,1,1,0,0,0,2,0,3,0.0,,,,,,,,,,,,,,,,,,,,,1,2
6,Fabricio,31.0,es ESP,GK,30-223,90,0,0,0,0,0,0,0,0,32,0,0,0,0.0,0.0,0.0,0,0,24,28,85.7,0,10,0,0,0,31.0,GK,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,31.0,GK,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,10.0,2.0,8.0,80.0,1.6,4.0,7.0,57.1,23.0,9.0,21.7,28.2,5.0,40.0,35.0,8.0,0.0,0.0,1.0,20.8,1,2
7,Jean Seri,24.0,ci CIV,LM,27-023,81,0,0,0,0,1,0,0,0,112,6,4,0,0.0,0.0,0.0,6,0,84,98,85.7,11,55,1,1,1,24.0,LM,6,4,1,5,0,2,3,66.7,1,0,0,0,4,10,1,0,24.0,LM,0,0,0,0,2,0,5,4,4,0,0,0,7,0,2,0.0,,,,,,,,,,,,,,,,,,,,,1,2
8,Joe Bryan,23.0,eng ENG,LB,24-328,70,0,0,0,0,0,0,0,0,71,2,0,2,0.0,0.0,0.1,1,0,48,61,78.7,6,32,0,3,1,23.0,LB,2,2,0,1,1,2,4,50.0,2,2,1,1,0,2,3,0,23.0,LB,0,0,0,1,1,0,4,0,2,0,0,0,5,0,0,,,,,,,,,,,,,,,,,,,,,,1,2
9,Kevin McDonald,6.0,sct SCO,CM,29-280,90,0,0,0,0,1,0,1,0,91,4,1,0,0.0,0.0,0.0,0,0,76,83,91.6,9,36,0,0,0,6.0,CM,4,3,1,3,0,0,1,0.0,1,0,0,0,1,5,2,0,6.0,CM,1,0,0,0,1,0,0,1,3,0,0,0,7,1,0,100.0,,,,,,,,,,,,,,,,,,,,,1,2
10,Luciano Vietto,19.0,ar ARG,RW,24-249,20,0,0,0,0,1,0,0,0,12,1,0,0,0.0,0.0,0.1,2,0,5,8,62.5,0,9,0,2,1,19.0,RW,1,1,0,1,0,1,2,50.0,1,0,0,0,0,1,0,0,19.0,RW,0,0,0,0,1,0,1,0,1,0,0,0,2,0,0,,,,,,,,,,,,,,,,,,,,,,1,2
11,Maxime Le Marchand,20.0,fr FRA,CB,28-304,90,0,0,0,0,0,0,0,0,98,3,1,0,0.0,0.0,0.0,0,0,74,85,87.1,10,56,0,0,0,20.0,CB,3,3,1,2,0,2,2,100.0,0,0,0,0,1,4,6,0,20.0,CB,0,0,0,1,1,0,0,1,3,0,0,0,9,4,2,66.7,,,,,,,,,,,,,,,,,,,,,1,2
12,Ryan Sessegnon,3.0,eng ENG,"LW,LB",18-085,90,0,0,0,0,1,1,0,0,60,2,3,0,0.1,0.1,0.1,3,0,34,46,73.9,2,27,3,0,0,3.0,"LW,LB",2,1,1,0,1,0,1,0.0,1,0,0,0,3,5,1,0,3.0,"LW,LB",0,0,0,1,1,1,4,3,1,0,0,0,3,1,1,50.0,,,,,,,,,,,,,,,,,,,,,1,2
13,Stefan Johansen,8.0,no NOR,LM,27-215,9,0,0,0,0,0,0,0,0,10,2,0,0,0.0,0.0,0.0,0,0,6,9,66.7,2,5,0,0,0,8.0,LM,2,1,2,0,0,0,0,,0,0,0,0,0,2,0,0,8.0,LM,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0.0,,,,,,,,,,,,,,,,,,,,,1,2
0,14 Players,,,,,990,2,2,0,0,12,10,2,0,514,22,14,8,1.0,1.0,0.9,22,4,286,388,73.7,36,233,19,21,12,,,22,15,11,11,0,6,14,42.9,8,8,4,4,14,36,32,0,,,2,0,0,11,9,3,12,14,15,0,0,0,57,20,10,66.7,,,,,,,,,,,,,,,,,,,,,0,2
1,Aaron Wan-Bissaka,29.0,eng ENG,RB,20-258,90,0,1,0,0,0,0,0,0,64,4,4,1,0.0,0.0,0.3,3,2,31,43,72.1,5,19,3,3,2,29.0,RB,4,2,1,3,0,1,2,50.0,1,1,1,0,4,8,6,0,29.0,RB,0,0,0,0,1,0,1,4,2,0,0,0,7,0,1,0.0,,,,,,,,,,,,,,,,,,,,,0,2
2,Alexander Sørloth,9.0,no NOR,FW,22-249,8,0,0,0,0,0,0,0,0,6,0,0,0,0.0,0.0,0.1,1,0,3,4,75.0,0,5,0,0,0,9.0,FW,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,9.0,FW,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,,,,,,,,,,,,,,,,,,,,,,0,2
3,Andros Townsend,10.0,eng ENG,RM,27-026,87,0,0,0,0,2,2,0,0,53,5,1,0,0.1,0.1,0.1,2,1,25,35,71.4,5,30,5,7,3,10.0,RM,5,1,5,0,0,3,5,60.0,2,0,0,0,1,6,2,0,10.0,RM,0,0,0,0,2,0,3,1,1,0,0,0,8,0,1,0.0,,,,,,,,,,,,,,,,,,,,,0,2
4,Cheikhou Kouyaté,8.0,sn SEN,CM,28-233,3,0,0,0,0,1,1,0,0,4,1,0,0,0.1,0.1,0.0,1,0,1,2,50.0,0,1,1,0,0,8.0,CM,1,1,0,1,0,0,0,,0,0,0,0,0,1,0,0,8.0,CM,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,0,2
5,Christian Benteke,17.0,be BEL,FW,27-251,82,0,0,0,0,3,2,0,0,36,0,0,1,0.2,0.2,0.3,4,0,14,26,53.8,1,19,1,2,1,17.0,FW,0,0,0,0,0,0,0,,0,1,1,0,0,0,0,0,17.0,FW,0,0,0,2,0,0,0,0,0,0,0,0,2,8,2,80.0,,,,,,,,,,,,,,,,,,,,,0,2
6,James McArthur,18.0,sct SCO,"CM,RM",30-308,90,0,0,0,0,0,0,0,0,43,2,2,2,0.0,0.0,0.0,1,0,27,36,75.0,2,12,0,0,0,18.0,"CM,RM",2,2,1,1,0,0,2,0.0,2,2,1,1,2,4,1,0,18.0,"CM,RM",0,0,0,2,0,0,0,2,2,0,0,0,6,1,0,100.0,,,,,,,,,,,,,,,,,,,,,0,2
7,James Tomkins,5.0,eng ENG,CB,29-135,90,0,0,0,0,1,1,0,0,50,1,1,1,0.0,0.0,0.0,0,0,31,35,88.6,2,20,0,0,0,5.0,CB,1,0,1,0,0,0,1,0.0,1,1,0,1,1,2,11,0,5.0,CB,0,0,0,0,0,0,0,1,0,0,0,0,5,5,0,100.0,,,,,,,,,,,,,,,,,,,,,0,2
8,Jeffrey Schlupp,15.0,gh GHA,LM,25-231,90,1,0,0,0,1,1,1,0,33,2,1,1,0.1,0.1,0.0,0,0,18,24,75.0,4,15,0,3,1,15.0,LM,2,2,1,1,0,1,2,50.0,1,1,1,0,1,3,0,0,15.0,LM,1,0,0,2,0,0,1,1,2,0,0,0,4,2,0,100.0,,,,,,,,,,,,,,,,,,,,,0,2
9,Luka Milivojević,4.0,rs SRB,CM,27-126,90,0,0,0,0,0,0,0,0,48,4,1,0,0.0,0.0,0.1,3,0,30,41,73.2,2,15,0,0,0,4.0,CM,4,4,0,4,0,0,0,,0,0,0,0,1,5,2,0,4.0,CM,0,0,0,3,0,0,4,1,4,0,0,0,5,1,1,50.0,,,,,,,,,,,,,,,,,,,,,0,2
10,Mamadou Sakho,12.0,fr FRA,CB,28-179,90,0,0,0,0,0,0,0,0,41,2,2,0,0.0,0.0,0.0,0,0,30,32,93.8,2,19,0,0,0,12.0,CB,2,2,2,0,0,1,1,100.0,0,0,0,0,2,4,6,0,12.0,CB,0,0,0,0,1,0,0,2,2,0,0,0,5,1,1,50.0,,,,,,,,,,,,,,,,,,,,,0,2
11,Pape Souaré,27.0,sn SEN,LB,28-066,1,0,0,0,0,0,0,0,0,4,0,1,0,0.0,0.0,0.0,0,0,3,3,100.0,0,3,0,0,0,27.0,LB,0,0,0,0,0,0,0,,0,0,0,0,1,1,0,0,27.0,LB,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,0,2
12,Patrick van Aanholt,3.0,nl NED,LB,27-347,89,0,1,0,0,1,1,0,0,57,0,1,2,0.0,0.0,0.1,3,1,39,50,78.0,7,29,5,4,4,3.0,LB,0,0,0,0,0,0,0,,0,2,0,2,1,1,4,0,3.0,LB,0,0,0,0,0,2,2,1,0,0,0,0,7,0,0,,,,,,,,,,,,,,,,,,,,,,0,2
13,Wayne Hennessey,13.0,wls WAL,GK,31-199,90,0,0,0,0,0,0,0,0,35,0,0,0,0.0,0.0,0.0,1,0,16,29,55.2,0,15,0,0,0,13.0,GK,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,13.0,GK,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,100.0,6.0,0.0,6.0,100.0,0.4,7.0,19.0,36.8,21.0,3.0,61.9,45.5,8.0,75.0,65.0,27.0,1.0,3.7,0.0,12.0,0,2
0,14 Players,,,,,990,2,2,0,1,11,3,1,0,678,11,4,11,2.2,1.4,1.3,21,4,432,547,79.0,48,445,25,21,11,,,11,5,5,6,0,8,17,47.1,9,11,3,8,4,15,40,0,,,1,0,0,11,8,0,11,4,5,1,0,0,58,32,31,50.8,,,,,,,,,,,,,,,,,,,,,1,3
1,Adam Smith,15.0,eng ENG,"RB,RM",27-104,89,0,0,0,0,0,0,0,0,62,2,0,1,0.0,0.0,0.0,2,0,44,53,83.0,7,35,4,0,0,15.0,"RB,RM",2,1,1,1,0,1,3,33.3,2,1,0,1,0,2,7,0,15.0,"RB,RM",0,0,0,1,1,0,1,0,1,0,0,0,5,0,2,0.0,,,,,,,,,,,,,,,,,,,,,1,3
2,Andrew Surman,6.0,eng ENG,CM,31-356,90,0,0,0,0,1,0,0,0,75,0,0,1,0.1,0.1,0.0,0,0,51,64,79.7,7,47,0,0,0,6.0,CM,0,0,0,0,0,0,0,,0,1,0,1,0,0,4,0,6.0,CM,0,0,0,2,0,0,0,0,0,0,0,0,7,8,3,72.7,,,,,,,,,,,,,,,,,,,,,1,3
3,Asmir Begović,27.0,ba BIH,GK,31-052,90,0,0,0,0,0,0,0,0,20,0,0,0,0.0,0.0,0.0,0,0,13,18,72.2,0,8,0,0,0,27.0,GK,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,27.0,GK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1.0,0.0,1.0,100.0,1.0,5.0,10.0,50.0,11.0,3.0,45.5,36.2,7.0,71.4,52.9,14.0,0.0,0.0,0.0,,1,3
4,Callum Wilson,13.0,eng ENG,FW,26-165,89,1,1,0,1,5,2,0,0,40,0,0,0,1.1,0.3,0.4,7,1,17,25,68.0,1,34,2,5,4,13.0,FW,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,13.0,FW,0,0,0,1,1,0,1,0,0,1,0,0,3,0,3,0.0,,,,,,,,,,,,,,,,,,,,,1,3
5,Charlie Daniels,11.0,eng ENG,LB,31-338,90,0,0,0,0,0,0,1,0,79,0,1,0,0.0,0.0,0.1,1,0,55,68,80.9,3,38,3,2,1,11.0,LB,0,0,0,0,0,0,1,0.0,1,0,0,0,1,1,4,0,11.0,LB,1,0,0,1,0,0,1,1,0,0,0,0,7,4,3,57.1,,,,,,,,,,,,,,,,,,,,,1,3
6,Dan Gosling,4.0,eng ENG,CM,28-191,90,0,0,0,0,1,0,0,0,87,4,0,2,0.0,0.0,0.0,0,0,57,73,78.1,9,58,1,2,2,4.0,CM,4,1,2,2,0,3,5,60.0,2,2,0,2,0,4,5,0,4.0,CM,0,0,0,0,0,0,1,0,1,0,0,0,7,4,5,44.4,,,,,,,,,,,,,,,,,,,,,1,3
7,David Brooks,20.0,wls WAL,RM,21-034,66,0,0,0,0,1,0,0,0,37,3,0,1,0.5,0.5,0.0,1,0,17,25,68.0,1,26,2,0,0,20.0,RM,3,2,2,1,0,3,3,100.0,0,1,0,1,0,3,1,0,20.0,RM,0,0,0,1,1,0,1,0,2,0,0,0,6,2,1,66.7,,,,,,,,,,,,,,,,,,,,,1,3
8,Jermain Defoe,18.0,eng ENG,"FW,RM",35-308,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,,0,0,0,0,0,18.0,"FW,RM",0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,18.0,"FW,RM",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,1,3
9,Joshua King,17.0,no NOR,FW,26-208,90,0,0,0,0,1,0,0,0,49,0,0,2,0.0,0.0,0.0,2,1,24,31,77.4,2,39,6,8,2,17.0,FW,0,0,0,0,0,0,0,,0,2,0,2,0,0,0,0,17.0,FW,0,0,0,0,1,0,1,0,0,0,0,0,7,3,3,50.0,,,,,,,,,,,,,,,,,,,,,1,3
10,Lys Mousset,9.0,fr FRA,FW,22-184,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,,0,0,0,0,0,9.0,FW,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,9.0,FW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,1,3
11,Nathan Aké,5.0,nl NED,CB,23-174,90,0,0,0,0,0,0,0,0,70,1,0,2,0.0,0.0,0.0,0,0,56,59,94.9,5,57,0,0,0,5.0,CB,1,1,0,1,0,1,2,50.0,1,2,2,0,0,1,8,0,5.0,CB,0,0,0,0,0,0,0,0,1,0,0,0,6,1,3,25.0,,,,,,,,,,,,,,,,,,,,,1,3
12,Ryan Fraser,24.0,sct SCO,LM,24-168,90,1,0,0,0,2,1,0,0,63,0,1,0,0.5,0.5,0.6,6,0,38,51,74.5,6,44,3,2,1,24.0,LM,0,0,0,0,0,0,1,0.0,1,0,0,0,1,1,0,0,24.0,LM,0,0,0,0,4,0,4,1,0,0,0,0,3,1,0,100.0,,,,,,,,,,,,,,,,,,,,,1,3
13,Simon Francis,2.0,eng ENG,RB,33-176,24,0,1,0,0,0,0,0,0,16,0,0,1,0.0,0.0,0.1,2,2,10,14,71.4,1,8,0,1,1,2.0,RB,0,0,0,0,0,0,1,0.0,1,1,1,0,0,0,0,0,2.0,RB,0,0,0,2,0,0,1,0,0,0,0,0,0,2,1,66.7,,,,,,,,,,,,,,,,,,,,,1,3
0,14 Players,,,,,990,0,0,0,0,10,1,1,0,456,22,15,16,1.6,1.6,1.5,18,0,191,327,58.4,27,179,11,17,9,,,22,12,13,7,2,10,21,47.6,11,16,2,14,15,37,31,0,,,1,0,0,9,11,2,18,15,12,0,1,0,61,31,32,49.2,,,,,,,,,,,,,,,,,,,,,0,3
1,Bobby De Cordova-Reid,14.0,jm JAM,FW,25-190,87,0,0,0,0,3,0,0,0,32,2,0,0,0.2,0.2,0.2,4,0,15,23,65.2,1,19,2,7,5,14.0,FW,2,1,1,1,0,1,1,100.0,0,0,0,0,0,2,0,0,14.0,FW,0,0,0,1,3,1,0,0,1,0,0,0,4,1,3,25.0,,,,,,,,,,,,,,,,,,,,,0,3
2,Bruno Ecuele Manga,5.0,ga GAB,CB,30-026,90,0,0,0,0,0,0,0,0,33,4,1,0,0.0,0.0,0.0,0,0,15,20,75.0,1,15,0,0,0,5.0,CB,4,1,3,1,0,2,2,100.0,0,0,0,0,1,5,8,0,5.0,CB,0,0,0,1,0,0,0,1,1,0,1,0,7,2,0,100.0,,,,,,,,,,,,,,,,,,,,,0,3
3,Callum Paterson,13.0,sct SCO,CM,23-302,61,0,0,0,0,1,0,0,0,30,1,0,0,0.1,0.1,0.1,1,0,11,26,42.3,3,10,0,0,0,13.0,CM,1,0,0,0,1,0,3,0.0,3,0,0,0,0,1,2,0,13.0,CM,0,0,0,0,1,0,0,0,0,0,0,0,6,8,6,57.1,,,,,,,,,,,,,,,,,,,,,0,3
4,Danny Ward,9.0,eng ENG,FW,26-243,29,0,0,0,0,0,0,0,0,13,0,0,0,0.0,0.0,0.0,0,0,2,6,33.3,0,3,0,0,0,9.0,FW,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,9.0,FW,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,33.3,,,,,,,,,,,,,,,,,,,,,0,3
5,Gary Madine,24.0,eng ENG,FW,27-352,3,0,0,0,0,0,0,0,0,1,1,0,0,0.0,0.0,0.0,0,0,0,0,,0,0,0,0,0,24.0,FW,1,1,0,1,0,0,0,,0,0,0,0,0,1,0,0,24.0,FW,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,3
6,Joe Bennett,3.0,eng ENG,LB,28-136,90,0,0,0,0,0,0,0,0,48,4,3,1,0.0,0.0,0.0,2,0,28,34,82.4,4,18,0,0,0,3.0,LB,4,3,2,2,0,2,3,66.7,1,1,0,1,3,7,4,0,3.0,LB,0,0,0,1,4,0,2,3,3,0,0,0,6,0,1,0.0,,,,,,,,,,,,,,,,,,,,,0,3
7,Joe Ralls,8.0,eng ENG,CM,24-303,90,0,0,0,0,1,0,0,0,46,0,1,4,0.0,0.0,0.1,3,0,24,37,64.9,8,16,1,1,1,8.0,CM,0,0,0,0,0,0,2,0.0,2,4,1,3,1,1,1,0,8.0,CM,0,0,0,0,2,0,3,1,0,0,0,0,7,2,3,40.0,,,,,,,,,,,,,,,,,,,,,0,3
8,Josh Murphy,11.0,eng ENG,LM,23-168,28,0,0,0,0,2,0,0,0,15,0,0,0,0.2,0.2,1.0,2,0,6,10,60.0,2,12,3,4,2,11.0,LM,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0,11.0,LM,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,,,,,,,,,,,,,,,,,,,,,,0,3
9,Junior Hoilett,33.0,ca CAN,"LM,RM",28-067,90,0,0,0,0,0,0,0,0,45,2,3,4,0.0,0.0,0.1,4,0,19,26,73.1,1,18,2,4,1,33.0,"LM,RM",2,1,1,1,0,2,3,66.7,1,4,0,4,3,5,1,0,33.0,"LM,RM",0,0,0,2,1,1,6,3,1,0,0,0,4,0,3,0.0,,,,,,,,,,,,,,,,,,,,,0,3
10,Lee Peltier,2.0,eng ENG,RB,31-243,90,0,0,0,0,0,0,1,0,39,4,1,0,0.0,0.0,0.0,0,0,18,32,56.3,3,14,0,0,0,2.0,RB,4,3,3,0,1,1,1,100.0,0,0,0,0,1,5,2,0,2.0,RB,1,0,0,1,0,0,1,1,3,0,0,0,4,0,2,0.0,,,,,,,,,,,,,,,,,,,,,0,3
11,Nathaniel Mendez-Laing,19.0,gt GUA,RM,26-118,62,0,0,0,0,2,0,0,0,31,2,3,3,0.1,0.1,0.0,1,0,8,19,42.1,0,18,3,1,0,19.0,RM,2,1,2,0,0,1,1,100.0,0,3,0,3,3,5,1,0,19.0,RM,0,0,0,0,0,0,4,3,1,0,0,0,4,3,3,50.0,,,,,,,,,,,,,,,,,,,,,0,3
12,Neil Etheridge,1.0,ph PHI,GK,28-185,90,0,0,0,0,0,0,0,0,38,0,0,0,0.0,0.0,0.0,0,0,9,37,24.3,0,10,0,0,0,1.0,GK,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,1.0,GK,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,,4.0,2.0,1.0,50.0,2.4,9.0,35.0,25.7,27.0,0.0,92.6,59.9,10.0,100.0,68.4,9.0,0.0,0.0,1.0,20.0,0,3
13,Sean Morrison,4.0,eng ENG,CB,27-215,90,0,0,0,0,1,1,0,0,48,1,2,2,0.9,0.9,0.2,1,0,19,33,57.6,0,14,0,0,0,4.0,CB,1,0,1,0,0,1,2,50.0,1,2,1,1,2,3,8,0,4.0,CB,0,0,0,0,0,0,1,2,0,0,0,0,7,6,4,60.0,,,,,,,,,,,,,,,,,,,,,0,3
0,13 Players,,,,,990,0,0,0,0,6,1,2,0,519,25,16,13,0.3,0.3,0.3,12,0,307,422,72.7,36,267,6,11,6,,,25,21,11,11,3,4,21,19.0,17,13,6,7,16,41,13,0,,,2,0,0,9,8,2,23,16,21,0,1,0,63,21,16,56.8,,,,,,,,,,,,,,,,,,,,,1,4
1,Aaron Mooy,10.0,au AUS,"CM,DM",27-330,90,0,0,0,0,0,0,0,0,63,5,2,0,0.0,0.0,0.0,2,0,42,56,75.0,8,39,0,1,1,10.0,"CM,DM",5,5,3,1,1,1,3,33.3,2,0,0,0,2,7,0,0,10.0,"CM,DM",0,0,0,1,2,0,6,2,5,0,0,0,11,1,0,100.0,,,,,,,,,,,,,,,,,,,,,1,4
2,Adama Diakhaby,11.0,fr FRA,WB,22-037,20,0,0,0,0,0,0,0,0,9,2,0,1,0.0,0.0,0.0,1,0,5,6,83.3,0,6,0,0,0,11.0,WB,2,1,1,0,1,1,1,100.0,0,1,0,1,0,2,0,0,11.0,WB,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,1,4
3,Alex Pritchard,21.0,eng ENG,FW,25-100,45,0,0,0,0,1,1,0,0,17,1,0,0,0.0,0.0,0.0,0,0,6,10,60.0,0,12,1,3,1,21.0,FW,1,1,1,0,0,0,0,,0,0,0,0,0,1,1,0,21.0,FW,0,0,0,1,0,0,2,0,1,0,0,0,1,0,1,0.0,,,,,,,,,,,,,,,,,,,,,1,4
4,Ben Hamer,12.0,eng ENG,GK,30-264,90,0,0,0,0,0,0,0,0,45,0,0,0,0.0,0.0,0.0,1,0,23,42,54.8,0,29,0,0,0,12.0,GK,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,12.0,GK,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,4.0,3.0,1.0,50.0,2.6,16.0,32.0,50.0,36.0,2.0,77.8,52.3,5.0,80.0,51.8,9.0,1.0,11.1,2.0,18.0,1,4
5,Chris Löwe,15.0,de GER,WB,29-117,70,0,0,0,0,0,0,0,0,35,1,0,1,0.0,0.0,0.0,2,0,22,31,71.0,4,20,4,0,0,15.0,WB,1,1,1,0,0,0,3,0.0,3,1,0,1,0,1,1,0,15.0,WB,0,0,0,0,0,1,4,0,1,0,0,0,0,2,2,50.0,,,,,,,,,,,,,,,,,,,,,1,4
6,Christopher Schindler,26.0,de GER,CB,28-104,90,0,0,0,0,0,0,1,0,38,1,2,6,0.0,0.0,0.0,1,0,26,29,89.7,5,18,0,0,0,26.0,CB,1,1,0,1,0,0,0,,0,6,4,2,2,3,1,0,26.0,CB,1,0,0,1,0,0,0,2,1,0,1,0,6,2,5,28.6,,,,,,,,,,,,,,,,,,,,,1,4
7,Florent Hadergjonaj,33.0,xk KVX,WB,24-011,90,0,0,0,0,0,0,0,0,58,2,0,1,0.0,0.0,0.1,1,0,35,52,67.3,4,30,1,1,0,33.0,WB,2,1,0,2,0,1,5,20.0,4,1,0,1,0,2,1,0,33.0,WB,0,0,0,0,1,0,7,0,1,0,0,0,11,0,1,0.0,,,,,,,,,,,,,,,,,,,,,1,4
8,Jonathan Hogg,6.0,eng ENG,"CM,DM",29-248,90,0,0,0,0,0,0,0,0,57,2,3,2,0.0,0.0,0.0,1,0,41,47,87.2,2,24,0,1,1,6.0,"CM,DM",2,2,1,1,0,0,4,0.0,4,2,0,2,3,5,0,0,6.0,"CM,DM",0,0,0,2,2,0,0,3,2,0,0,0,12,1,1,50.0,,,,,,,,,,,,,,,,,,,,,1,4
9,Laurent Depoitre,20.0,be BEL,FW,29-247,45,0,0,0,0,1,0,0,0,18,0,0,0,0.1,0.1,0.0,1,0,8,14,57.1,0,14,0,0,0,20.0,FW,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,20.0,FW,0,0,0,1,1,0,0,0,0,0,0,0,1,2,1,66.7,,,,,,,,,,,,,,,,,,,,,1,4
10,Mathias Jørgensen,25.0,dk DEN,CB,28-110,90,0,0,0,0,0,0,0,0,47,2,4,1,0.0,0.0,0.1,1,0,32,39,82.1,3,24,0,1,1,25.0,CB,2,2,1,1,0,0,3,0.0,3,1,1,0,4,6,2,0,25.0,CB,0,0,0,1,0,0,0,4,2,0,0,0,5,1,0,100.0,,,,,,,,,,,,,,,,,,,,,1,4
