index,Player,#,Nation,Pos,Age,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp_x,Att_x,Cmp%_x,PrgP,Carries,PrgC,Att_x,Succ,SoTA,GA,Saves,Save%,PSxG,Cmp_y,Att_y,Cmp%_y,Att (GK),Thr,Launch%,AvgLen,Att_y,Launch%,AvgLen,Opp,Stp,Stp%,#OPA,AvgDist,Clr,Recov,xA,xGC,home,game_id
4,Alexis Sánchez,7.0,cl CHI,LW,28-359,81,0,0,0,0,6,2,0,0,73,1,0,0,0.3,0.3,0.2,10,0,44,60,73.3,11,53,0,3,2,,,,,,,,,,,,,,,,,,,,,0,2,0.0,0.8,0,167
5,Danny Welbeck,23.0,eng ENG,RM,27-017,21,0,0,0,0,0,0,0,0,16,0,1,1,0.0,0.0,0.0,1,0,13,13,100.0,1,10,0,1,0,,,,,,,,,,,,,,,,,,,,,0,7,0.2,0.8,0,167
6,Granit Xhaka,29.0,ch SUI,CM,25-077,90,0,0,0,0,3,1,0,0,117,2,2,2,0.1,0.1,0.0,2,0,89,105,84.8,10,79,3,1,1,,,,,,,,,,,,,,,,,,,,,3,10,0.1,0.8,0,167
7,Héctor Bellerín,24.0,es ESP,RB,22-269,90,0,0,0,0,2,0,0,0,90,2,1,0,0.1,0.1,0.0,2,0,65,78,83.3,8,54,1,1,1,,,,,,,,,,,,,,,,,,,,,0,6,0.2,0.8,0,167
8,Jack Wilshere,10.0,eng ENG,RM,25-346,90,0,0,0,0,3,0,0,0,72,3,3,0,0.2,0.2,0.1,6,0,56,62,90.3,6,51,3,4,4,,,,,,,,,,,,,,,,,,,,,3,7,0.6,0.8,0,167
9,Laurent Koscielny,6.0,fr FRA,CB,32-094,90,0,0,0,0,0,0,0,0,83,0,3,1,0.0,0.0,0.0,1,0,66,72,91.7,8,49,3,0,0,,,,,,,,,,,,,,,,,,,,,5,4,0.0,0.8,0,167
10,Mesut Özil,11.0,de GER,LM,29-059,90,0,0,0,0,2,0,0,0,117,0,0,0,0.1,0.1,0.1,8,0,98,112,87.5,21,90,8,2,2,,,,,,,,,,,,,,,,,,,,,8,9,0.0,0.8,0,167
11,Nacho Monreal,18.0,es ESP,CB,31-290,90,0,0,0,0,0,0,0,0,68,4,4,3,0.0,0.0,0.0,1,0,45,49,91.8,1,34,0,0,0,,,,,,,,,,,,,,,,,,,,,5,3,0.1,0.8,0,167
12,Olivier Giroud,12.0,fr FRA,FW,31-074,90,0,0,0,0,2,0,0,0,44,2,0,0,0.1,0.1,0.0,3,0,24,33,72.7,1,15,0,0,0,,,,,,,,,,,,,,,,,,,,,1,3,0.0,0.8,0,167
13,Petr Čech,33.0,cz CZE,GK,35-207,90,0,0,0,0,0,0,0,0,24,0,0,0,0.0,0.0,0.0,0,0,18,23,78.3,0,10,0,0,0,0.0,0.0,0.0,,0.0,9.0,14.0,64.3,17.0,6.0,47.1,38.0,6.0,100.0,63.0,8.0,2.0,25.0,2.0,13.6,25,62,1.9,0.8,0,167
0,14 Players,,,,,990,0,0,0,0,14,3,1,0,881,20,11,8,2.2,2.2,0.7,26,0,645,762,84.6,71,584,43,29,17,,,,,,,,,,,,,,,,,,,,,0,3,0.2,0.7000000000000001,1,168
1,Alex Oxlade-Chamberlain,21.0,eng ENG,"LM,RM",24-120,15,0,0,0,0,1,1,0,0,16,1,0,1,0.1,0.1,0.0,0,0,9,9,100.0,1,11,1,3,0,,,,,,,,,,,,,,,,,,,,,1,2,0.1,0.7000000000000001,1,168
2,Andrew Robertson,26.0,sct SCO,LB,23-277,90,0,0,0,0,1,0,0,0,101,2,2,0,0.1,0.1,0.0,0,0,82,90,91.1,7,62,2,1,0,,,,,,,,,,,,,,,,,,,,,0,10,0.3,0.7000000000000001,1,168
3,Dejan Lovren,6.0,hr CRO,CB,28-161,90,0,0,0,0,0,0,0,0,112,0,2,2,0.0,0.0,0.1,1,0,95,103,92.2,9,83,3,0,0,,,,,,,,,,,,,,,,,,,,,0,5,0.1,0.7000000000000001,1,168
4,Dominic Solanke,29.0,eng ENG,FW,20-090,15,0,0,0,0,1,0,0,0,11,0,0,0,0.1,0.1,0.1,1,0,3,5,60.0,2,6,0,2,0,,,,,,,,,,,,,,,,,,,,,1,5,0.0,0.7000000000000001,1,168
5,Emre Can,23.0,de GER,CM,23-335,90,0,0,0,0,1,0,1,0,104,5,1,2,0.0,0.0,0.1,2,0,82,91,90.1,7,71,12,2,2,,,,,,,,,,,,,,,,,,,,,0,0,0.0,0.7000000000000001,1,168
6,Georginio Wijnaldum,5.0,nl NED,CM,27-032,75,0,0,0,0,1,0,0,0,66,2,0,0,0.8,0.8,0.0,2,0,53,60,88.3,4,41,2,0,0,,,,,,,,,,,,,,,,,,,,,3,3,0.1,0.7000000000000001,1,168
7,Joe Gomez,12.0,eng ENG,RB,20-204,11,0,0,0,0,0,0,0,0,11,0,1,0,0.0,0.0,0.0,0,0,4,9,44.4,0,5,0,0,0,,,,,,,,,,,,,,,,,,,,,0,0,0.0,0.7000000000000001,1,168
8,Loris Karius,1.0,de GER,GK,24-174,90,0,0,0,0,0,0,0,0,34,0,0,0,0.0,0.0,0.0,0,0,30,32,93.8,0,16,0,0,0,1.0,0.0,1.0,100.0,0.1,0.0,1.0,0.0,25.0,10.0,4.0,22.1,7.0,0.0,26.1,16.0,3.0,18.8,2.0,14.1,1,5,0.0,0.7000000000000001,1,168
9,Mohamed Salah,11.0,eg EGY,"FW,RM",25-181,90,0,0,0,0,2,0,0,0,33,0,0,1,0.5,0.5,0.4,3,0,21,26,80.8,1,23,2,5,5,,,,,,,,,,,,,,,,,,,,,8,8,0.0,0.7000000000000001,1,168
10,Philippe Coutinho,10.0,br BRA,"LM,CM",25-184,90,0,0,0,0,2,2,0,0,112,3,0,0,0.1,0.1,0.0,5,0,75,101,74.3,20,82,8,5,1,,,,,,,,,,,,,,,,,,,,,5,4,0.0,0.7000000000000001,1,168
11,Ragnar Klavan,17.0,ee EST,CB,32-044,90,0,0,0,0,0,0,0,0,107,1,1,0,0.0,0.0,0.0,0,0,93,97,95.9,7,70,2,0,0,,,,,,,,,,,,,,,,,,,,,5,6,0.1,0.7000000000000001,1,168
12,Roberto Firmino,9.0,br BRA,FW,26-072,90,0,0,0,0,2,0,0,0,44,2,0,1,0.5,0.5,0.1,6,0,22,34,64.7,3,26,2,3,3,,,,,,,,,,,,,,,,,,,,,1,0,0.0,0.7000000000000001,1,168
13,Sadio Mané,19.0,sn SEN,RM,25-247,75,0,0,0,0,2,0,0,0,42,2,1,1,0.1,0.1,0.0,5,0,18,30,60.0,5,33,5,4,3,,,,,,,,,,,,,,,,,,,,,1,2,0.0,0.7000000000000001,1,168
14,Trent Alexander-Arnold,66.0,eng ENG,RB,19-067,79,0,0,0,0,1,0,0,0,88,2,3,0,0.0,0.0,0.0,1,0,58,75,77.3,5,55,4,4,3,,,,,,,,,,,,,,,,,,,,,26,53,0.9,0.7000000000000001,1,168
0,14 Players,,,,,990,0,0,0,0,6,1,1,0,462,24,19,21,0.4,0.4,0.4,12,0,211,332,63.6,17,209,7,10,7,,,,,,,,,,,,,,,,,,,,,0,9,0.0,4.5,0,168
1,Ahmed Hegazi,26.0,eg EGY,CB,26-322,90,0,0,0,0,1,0,0,0,39,2,3,4,0.2,0.2,0.0,1,0,14,18,77.8,2,9,0,0,0,,,,,,,,,,,,,,,,,,,,,1,4,0.0,4.5,0,168
2,Allan Nyom,2.0,cm CMR,RB,29-217,90,0,0,0,0,0,0,0,0,48,3,2,1,0.0,0.0,0.1,2,0,22,36,61.1,0,16,1,0,0,,,,,,,,,,,,,,,,,,,,,1,4,0.0,4.5,0,168
3,Ben Foster,1.0,eng ENG,GK,34-254,90,0,0,0,0,0,0,0,0,42,0,0,0,0.0,0.0,0.0,1,0,17,41,41.5,0,20,0,0,0,3.0,0.0,3.0,100.0,0.4,14.0,35.0,40.0,32.0,3.0,84.4,54.9,8.0,100.0,75.1,13.0,2.0,15.4,0.0,4.4,0,2,0.0,4.5,0,168
4,Chris Brunt,11.0,nir NIR,CM,32-364,12,0,0,0,0,1,0,0,0,7,0,0,2,0.0,0.0,0.0,0,0,2,4,50.0,0,3,0,0,0,,,,,,,,,,,,,,,,,,,,,2,8,0.4,4.5,0,168
5,Claudio Yacob,5.0,ar ARG,CM,30-148,90,0,0,0,0,2,1,0,0,37,6,0,2,0.1,0.1,0.0,1,0,21,26,80.8,1,15,0,0,0,,,,,,,,,,,,,,,,,,,,,0,1,0.0,4.5,0,168
6,Grzegorz Krychowiak,20.0,pl POL,CM,27-318,78,0,0,0,0,0,0,0,0,62,2,4,3,0.0,0.0,0.2,4,0,34,50,68.0,4,30,1,2,2,,,,,,,,,,,,,,,,,,,,,0,12,0.0,4.5,0,168
7,Hal Robson-Kanu,4.0,wls WAL,RW,28-206,70,0,0,0,0,1,0,0,0,22,0,1,0,0.0,0.0,0.0,0,0,7,16,43.8,1,19,1,1,1,,,,,,,,,,,,,,,,,,,,,1,6,0.0,4.5,0,168
8,Jake Livermore,8.0,eng ENG,CM,28-029,90,0,0,0,0,0,0,0,0,34,4,1,3,0.0,0.0,0.0,1,0,17,22,77.3,3,15,1,0,0,,,,,,,,,,,,,,,,,,,,,6,3,0.0,4.5,0,168
9,James McClean,14.0,ie IRL,LW,28-235,90,0,0,0,0,0,0,0,0,39,3,1,2,0.0,0.0,0.0,0,0,18,28,64.3,0,27,2,5,2,,,,,,,,,,,,,,,,,,,,,4,5,0.0,4.5,0,168
10,Jay Rodriguez,19.0,eng ENG,CM,28-137,20,0,0,0,0,0,0,0,0,8,2,1,0,0.0,0.0,0.0,0,0,1,4,25.0,0,4,0,0,0,,,,,,,,,,,,,,,,,,,,,10,1,0.0,4.5,0,168
11,Jonny Evans,6.0,nir NIR,CB,29-344,90,0,0,0,0,0,0,0,0,38,1,4,1,0.0,0.0,0.0,0,0,16,28,57.1,1,10,0,0,0,,,,,,,,,,,,,,,,,,,,,6,6,0.1,4.5,0,168
12,Kieran Gibbs,3.0,eng ENG,LB,28-078,90,0,0,0,0,0,0,0,0,42,0,2,3,0.0,0.0,0.0,0,0,24,31,77.4,3,12,1,1,1,,,,,,,,,,,,,,,,,,,,,0,0,0.0,4.5,0,168
13,Salomón Rondón,9.0,ve VEN,FW,28-088,90,0,0,0,0,1,0,0,0,44,1,0,0,0.0,0.0,0.0,2,0,18,28,64.3,2,29,0,1,1,,,,,,,,,,,,,,,,,,,,,31,61,0.6,4.5,0,168
0,14 Players,,,,,990,1,1,0,0,9,2,1,0,719,13,16,13,1.2,1.2,0.4,16,2,507,615,82.4,37,420,28,14,8,,,,,,,,,,,,,,,,,,,,,1,4,0.1,1.7,1,169
1,Ander Herrera,21.0,es ESP,CM,28-121,20,0,0,0,0,0,0,0,0,25,1,3,2,0.0,0.0,0.0,2,0,16,19,84.2,3,10,0,1,1,,,,,,,,,,,,,,,,,,,,,0,7,0.1,1.7,1,169
2,Anthony Martial,11.0,fr FRA,LW,22-008,65,0,0,0,0,1,0,0,0,44,0,0,0,0.6,0.6,0.1,4,1,31,38,81.6,4,33,9,2,2,,,,,,,,,,,,,,,,,,,,,0,2,0.0,1.7,1,169
3,Antonio Valencia,25.0,ec ECU,RB,32-131,90,0,0,0,0,1,0,0,0,85,1,2,0,0.0,0.0,0.0,0,0,64,78,82.1,1,55,5,0,0,,,,,,,,,,,,,,,,,,,,,2,5,0.3,1.7,1,169
4,Ashley Young,18.0,eng ENG,LB,32-157,8,0,0,0,0,0,0,0,0,5,1,0,0,0.0,0.0,0.0,0,0,2,3,66.7,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,0,4,0.1,1.7,1,169
5,Chris Smalling,12.0,eng ENG,CB,28-021,90,0,0,0,0,0,0,0,0,65,2,2,0,0.0,0.0,0.0,0,0,51,56,91.1,2,41,0,0,0,,,,,,,,,,,,,,,,,,,,,1,5,0.0,1.7,1,169
6,David de Gea,1.0,es ESP,GK,27-036,90,0,0,0,0,0,0,0,0,32,0,0,0,0.0,0.0,0.0,0,0,15,27,55.6,0,11,0,0,0,7.0,0.0,7.0,100.0,1.3,5.0,14.0,35.7,21.0,5.0,38.1,38.2,6.0,100.0,64.8,18.0,0.0,0.0,0.0,6.0,1,11,0.0,1.7,1,169
7,Jesse Lingard,14.0,eng ENG,AM,24-363,70,0,0,0,0,2,0,0,0,49,1,0,1,0.2,0.2,0.0,0,0,34,38,89.5,2,30,3,3,0,,,,,,,,,,,,,,,,,,,,,1,3,0.1,1.7,1,169
8,Juan Mata,8.0,es ESP,"RW,RM",29-229,90,0,1,0,0,1,0,0,0,82,0,1,0,0.1,0.1,0.3,5,1,63,76,82.9,7,46,5,1,1,,,,,,,,,,,,,,,,,,,,,1,6,0.0,1.7,1,169
9,Luke Shaw,23.0,eng ENG,LB,22-154,82,0,0,0,0,0,0,0,0,69,3,1,4,0.0,0.0,0.0,0,0,44,60,73.3,2,34,2,1,1,,,,,,,,,,,,,,,,,,,,,1,1,0.0,1.7,1,169
10,Marcus Rashford,19.0,eng ENG,"LM,LW",20-043,25,0,0,0,0,1,0,0,0,17,0,0,1,0.0,0.0,0.0,0,0,10,14,71.4,0,11,0,0,0,,,,,,,,,,,,,,,,,,,,,6,4,0.0,1.7,1,169
11,Nemanja Matić,31.0,rs SRB,DM,29-134,90,0,0,0,0,0,0,0,0,75,2,3,2,0.0,0.0,0.0,0,0,55,64,85.9,3,43,0,0,0,,,,,,,,,,,,,,,,,,,,,4,4,0.0,1.7,1,169
12,Phil Jones,4.0,eng ENG,CB,25-295,90,0,0,0,0,0,0,0,0,69,1,1,1,0.0,0.0,0.0,1,0,57,60,95.0,1,46,0,0,0,,,,,,,,,,,,,,,,,,,,,4,6,0.0,1.7,1,169
13,Romelu Lukaku,9.0,be BEL,FW,24-214,90,1,0,0,0,3,2,1,0,45,0,0,0,0.3,0.3,0.1,2,0,23,34,67.6,4,25,3,5,2,,,,,,,,,,,,,,,,,,,,,1,1,0.0,1.7,1,169
14,Scott McTominay,39.0,sct SCO,"DM,CM",21-005,90,0,0,0,0,0,0,0,0,57,1,3,2,0.0,0.0,0.0,2,0,42,48,87.5,8,34,1,1,1,,,,,,,,,,,,,,,,,,,,,23,63,0.8,1.7,1,169
0,14 Players,,,,,990,0,0,0,0,14,7,2,0,565,10,10,13,0.8,0.8,0.6,25,0,362,471,76.9,41,289,23,13,8,,,,,,,,,,,,,,,,,,,,,1,4,0.0,2.4,0,169
1,Adam Smith,15.0,eng ENG,RB,26-228,90,0,0,0,0,1,0,0,0,60,0,2,1,0.1,0.1,0.1,3,0,44,53,83.0,4,27,1,1,0,,,,,,,,,,,,,,,,,,,,,0,1,0.0,2.4,0,169
2,Asmir Begović,27.0,ba BIH,GK,30-176,90,0,0,0,0,0,0,0,0,28,0,0,0,0.0,0.0,0.0,0,0,14,25,56.0,0,8,0,0,0,2.0,1.0,1.0,50.0,0.9,4.0,14.0,28.6,19.0,5.0,47.4,40.4,6.0,83.3,53.3,9.0,3.0,33.3,1.0,8.8,0,6,0.0,2.4,0,169
3,Benik Afobe,9.0,cd COD,FW,24-304,20,0,0,0,0,1,0,0,0,12,0,0,0,0.1,0.1,0.0,0,0,7,9,77.8,1,5,1,0,0,,,,,,,,,,,,,,,,,,,,,0,2,0.2,2.4,0,169
4,Callum Wilson,13.0,eng ENG,FW,25-289,70,0,0,0,0,0,0,0,0,15,0,0,1,0.0,0.0,0.0,0,0,10,12,83.3,3,8,2,2,1,,,,,,,,,,,,,,,,,,,,,0,8,0.0,2.4,0,169
5,Charlie Daniels,11.0,eng ENG,LB,31-097,90,0,0,0,0,1,1,0,0,58,1,2,0,0.0,0.0,0.0,2,0,36,48,75.0,3,21,1,0,0,,,,,,,,,,,,,,,,,,,,,0,6,0.0,2.4,0,169
6,Dan Gosling,4.0,eng ENG,CM,27-315,76,0,0,0,0,2,1,1,0,55,0,1,2,0.1,0.1,0.0,3,0,39,47,83.0,5,20,1,2,2,,,,,,,,,,,,,,,,,,,,,0,0,0.0,2.4,0,169
7,Harry Arter,8.0,ie IRL,CM,27-350,90,0,0,0,0,0,0,1,0,66,3,1,2,0.0,0.0,0.0,5,0,55,59,93.2,7,39,5,0,0,,,,,,,,,,,,,,,,,,,,,0,5,0.1,2.4,0,169
8,Jermain Defoe,18.0,eng ENG,FW,35-067,20,0,0,0,0,2,2,0,0,3,0,0,0,0.1,0.1,0.0,0,0,0,1,0.0,0,2,0,0,0,,,,,,,,,,,,,,,,,,,,,0,0,0.0,2.4,0,169
9,Joshua King,17.0,no NOR,"FW,RM",25-332,90,0,0,0,0,1,0,0,0,44,1,0,0,0.1,0.1,0.0,2,0,21,29,72.4,1,32,3,5,3,,,,,,,,,,,,,,,,,,,,,8,12,0.0,2.4,0,169
10,Junior Stanislas,19.0,eng ENG,RM,28-017,70,0,0,0,0,2,1,0,0,53,0,1,3,0.1,0.1,0.1,3,0,28,46,60.9,3,29,4,0,0,,,,,,,,,,,,,,,,,,,,,4,5,0.0,2.4,0,169
11,Lewis Cook,16.0,eng ENG,CM,20-313,14,0,0,0,0,0,0,0,0,12,0,0,0,0.0,0.0,0.0,0,0,8,11,72.7,2,6,0,2,1,,,,,,,,,,,,,,,,,,,,,4,8,0.2,2.4,0,169
12,Nathan Aké,5.0,nl NED,CB,22-298,90,0,0,0,0,1,0,0,0,44,5,0,2,0.1,0.1,0.1,1,0,22,31,71.0,1,22,1,1,1,,,,,,,,,,,,,,,,,,,,,2,5,0.1,2.4,0,169
13,Ryan Fraser,24.0,sct SCO,LM,23-292,90,0,0,0,0,2,2,0,0,48,0,0,1,0.1,0.1,0.1,4,0,29,42,69.0,8,35,4,0,0,,,,,,,,,,,,,,,,,,,,,2,0,0.0,2.4,0,169
14,Simon Francis,2.0,eng ENG,CB,32-300,90,0,0,0,0,1,0,0,0,67,0,3,1,0.1,0.1,0.2,2,0,49,58,84.5,3,35,0,0,0,,,,,,,,,,,,,,,,,,,,,21,62,0.7,2.4,0,169
0,14 Players,,,,,960,0,0,0,0,11,2,4,1,623,16,12,17,0.9,0.9,0.6,20,0,391,513,76.2,48,355,25,36,21,,,,,,,,,,,,,,,,,,,,,0,1,0.1,3.3000000000000003,1,170
1,Andy King,10.0,wls WAL,DM,29-048,14,0,0,0,0,1,0,0,0,5,0,0,0,0.0,0.0,0.0,0,0,3,4,75.0,0,2,0,0,0,,,,,,,,,,,,,,,,,,,,,1,0,0.0,3.3000000000000003,1,170
2,Ben Chilwell,3.0,eng ENG,"LB,CB",20-360,90,0,0,0,0,1,0,0,0,86,3,3,0,0.0,0.0,0.0,1,0,57,74,77.0,7,44,3,0,0,,,,,,,,,,,,,,,,,,,,,1,8,0.2,3.3000000000000003,1,170
3,Danny Simpson,2.0,eng ENG,"RB,CB",30-346,90,0,0,0,0,0,0,1,0,69,2,1,0,0.0,0.0,0.0,0,0,43,61,70.5,3,33,1,2,2,,,,,,,,,,,,,,,,,,,,,0,1,0.0,3.3000000000000003,1,170
4,Demarai Gray,7.0,jm JAM,"AM,WB",21-171,90,0,0,0,0,2,0,0,0,60,3,1,4,0.2,0.2,0.3,5,0,35,45,77.8,0,35,7,7,5,,,,,,,,,,,,,,,,,,,,,0,1,0.1,3.3000000000000003,1,170
5,Harry Maguire,15.0,eng ENG,"CB,DM",24-286,90,0,0,0,0,1,0,1,0,80,1,2,0,0.2,0.2,0.0,2,0,66,72,91.7,12,52,2,6,5,,,,,,,,,,,,,,,,,,,,,0,9,0.2,3.3000000000000003,1,170
6,Jamie Vardy,9.0,eng ENG,FW,30-339,84,0,0,0,0,2,1,0,0,20,0,0,1,0.2,0.2,0.1,2,0,4,12,33.3,1,9,0,3,0,,,,,,,,,,,,,,,,,,,,,1,7,0.0,3.3000000000000003,1,170
7,Kasper Schmeichel,1.0,dk DEN,GK,31-041,90,0,0,0,0,0,0,0,0,31,0,0,0,0.0,0.0,0.0,0,0,24,29,82.8,1,15,0,0,0,6.0,3.0,3.0,50.0,2.1,14.0,18.0,77.8,24.0,3.0,58.3,38.5,5.0,80.0,51.8,12.0,2.0,16.7,2.0,23.0,0,1,0.0,3.3000000000000003,1,170
8,Leonardo Ulloa,23.0,ar ARG,FW,31-143,6,0,0,0,0,0,0,0,0,4,0,0,0,0.0,0.0,0.0,0,0,1,2,50.0,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,0,8,0.0,3.3000000000000003,1,170
9,Marc Albrighton,11.0,eng ENG,LW,28-028,76,0,0,0,0,0,0,0,0,58,1,0,1,0.0,0.0,0.3,2,0,27,47,57.4,6,33,3,10,5,,,,,,,,,,,,,,,,,,,,,3,7,0.0,3.3000000000000003,1,170
10,Riyad Mahrez,26.0,dz ALG,"RW,WB",26-298,90,0,0,0,0,1,1,0,0,54,0,0,2,0.1,0.1,0.0,6,0,28,41,68.3,7,39,7,7,3,,,,,,,,,,,,,,,,,,,,,1,7,0.0,3.3000000000000003,1,170
11,Shinji Okazaki,20.0,jp JPN,FW,31-244,14,0,0,0,0,0,0,0,0,6,2,0,0,0.0,0.0,0.0,0,0,2,3,66.7,0,3,0,0,0,,,,,,,,,,,,,,,,,,,,,3,0,0.0,3.3000000000000003,1,170
12,Vicente Iborra,21.0,es ESP,DM,29-334,76,0,0,0,0,1,0,0,0,52,0,2,3,0.0,0.0,0.0,1,0,37,44,84.1,5,32,1,0,0,,,,,,,,,,,,,,,,,,,,,2,5,0.0,3.3000000000000003,1,170
13,Wes Morgan,5.0,jm JAM,CB,33-329,90,0,0,0,0,1,0,0,0,53,1,1,2,0.1,0.1,0.0,1,0,37,44,84.1,2,29,1,0,0,,,,,,,,,,,,,,,,,,,,,0,1,0.0,3.3000000000000003,1,170
14,Wilfred Ndidi,25.0,ng NGA,DM,21-000,60,0,0,0,0,1,0,2,1,45,3,2,4,0.0,0.0,0.0,0,0,27,35,77.1,3,28,0,1,1,,,,,,,,,,,,,,,,,,,,,12,56,0.7,3.3000000000000003,1,170
0,13 Players,,,,,990,3,3,0,0,13,6,2,0,542,25,16,8,1.7,1.7,1.5,25,6,292,402,72.6,28,335,31,27,20,,,,,,,,,,,,,,,,,,,,,0,4,0.3,1.7,0,170
1,Andros Townsend,10.0,eng ENG,RM,26-153,90,0,1,0,0,1,0,0,0,58,5,1,1,0.1,0.1,0.8,4,1,26,44,59.1,4,40,8,5,4,,,,,,,,,,,,,,,,,,,,,4,3,0.0,1.7,0,170
2,Bakary Sako,26.0,ml MLI,FW,29-234,3,1,0,0,0,1,1,0,0,7,0,0,0,0.1,0.1,0.0,0,0,6,6,100.0,0,7,1,1,1,,,,,,,,,,,,,,,,,,,,,0,2,0.0,1.7,0,170
3,Christian Benteke,17.0,be BEL,FW,27-013,87,1,1,0,0,4,2,1,0,45,0,0,0,0.8,0.8,0.4,4,2,23,31,74.2,2,33,3,1,1,,,,,,,,,,,,,,,,,,,,,0,8,0.1,1.7,0,170
4,James McArthur,18.0,sct SCO,CM,30-070,90,0,0,0,0,0,0,0,0,60,4,1,1,0.0,0.0,0.0,1,0,42,51,82.4,6,38,1,3,3,,,,,,,,,,,,,,,,,,,,,3,9,0.0,1.7,0,170
5,James Tomkins,5.0,eng ENG,CB,28-262,90,0,0,0,0,0,0,0,0,31,2,3,1,0.0,0.0,0.0,0,0,12,18,66.7,0,14,1,0,0,,,,,,,,,,,,,,,,,,,,,2,8,0.1,1.7,0,170
6,Jaïro Riedewald,44.0,nl NED,CM,21-098,6,0,0,0,0,0,0,0,0,5,0,0,1,0.0,0.0,0.0,0,0,3,3,100.0,0,2,0,0,0,,,,,,,,,,,,,,,,,,,,,1,0,0.0,1.7,0,170
7,Jeffrey Schlupp,15.0,gh GHA,LB,24-358,90,0,0,0,0,1,0,1,0,73,3,4,0,0.1,0.1,0.0,3,0,43,58,74.1,2,38,2,3,3,,,,,,,,,,,,,,,,,,,,,1,10,0.5,1.7,0,170
8,Julián Speroni,1.0,ar ARG,GK,38-212,90,0,0,0,0,0,0,0,0,23,0,0,0,0.0,0.0,0.0,0,0,9,22,40.9,0,6,0,0,0,2.0,0.0,2.0,100.0,0.4,9.0,20.0,45.0,10.0,0.0,80.0,52.0,12.0,100.0,58.9,21.0,1.0,4.8,0.0,7.0,7,7,0.0,1.7,0,170
9,Martin Kelly,34.0,eng ENG,RB,27-233,90,0,0,0,0,0,0,0,0,52,2,2,0,0.0,0.0,0.0,0,0,28,39,71.8,1,25,0,0,0,,,,,,,,,,,,,,,,,,,,,8,3,0.0,1.7,0,170
10,Ruben Loftus-Cheek,8.0,eng ENG,LM,21-327,90,0,1,0,0,2,1,0,0,58,2,0,1,0.1,0.1,0.2,5,1,39,44,88.6,3,47,6,4,3,,,,,,,,,,,,,,,,,,,,,6,6,0.0,1.7,0,170
11,Scott Dann,6.0,eng ENG,CB,30-305,90,0,0,0,0,0,0,0,0,33,2,0,2,0.0,0.0,0.0,0,0,14,20,70.0,2,15,0,0,0,,,,,,,,,,,,,,,,,,,,,7,3,0.0,1.7,0,170
12,Wilfried Zaha,11.0,ci CIV,FW,25-036,90,1,0,0,0,3,2,0,0,43,1,0,1,0.4,0.4,0.2,6,1,19,26,73.1,3,40,9,10,5,,,,,,,,,,,,,,,,,,,,,0,0,0.0,1.7,0,170
13,Yohan Cabaye,7.0,fr FRA,CM,31-336,84,0,0,0,0,1,0,0,0,54,4,5,0,0.0,0.0,0.0,2,1,28,40,70.0,5,30,0,0,0,,,,,,,,,,,,,,,,,,,,,39,63,1.0,1.7,0,170
0,14 Players,,,,,990,1,0,0,0,23,5,2,0,921,17,12,8,1.9,1.9,1.5,42,1,679,801,84.8,75,633,34,29,21,,,,,,,,,,,,,,,,,,,,,0,1,0.2,0.7,1,171
1,Ainsley Maitland-Niles,30.0,eng ENG,LB,20-109,90,0,0,0,0,2,0,0,0,84,1,2,0,0.1,0.1,0.0,3,0,66,75,88.0,2,49,3,4,4,,,,,,,,,,,,,,,,,,,,,1,0,0.2,0.7,1,171
2,Alex Iwobi,17.0,ng NGA,RW,21-227,71,0,0,0,0,3,1,0,0,59,2,0,0,0.3,0.3,0.4,8,0,45,49,91.8,8,49,5,6,5,,,,,,,,,,,,,,,,,,,,,0,4,0.7,0.7,1,171
3,Alexandre Lacazette,9.0,fr FRA,FW,26-202,72,0,0,0,0,4,1,0,0,34,1,0,0,0.4,0.4,0.1,4,0,19,27,70.4,4,22,0,2,1,,,,,,,,,,,,,,,,,,,,,0,0,0.0,0.7,1,171
4,Alexis Sánchez,7.0,cl CHI,LW,28-362,88,0,0,0,0,4,0,0,0,70,2,0,2,0.2,0.2,0.1,4,1,39,56,69.6,7,59,1,2,1,,,,,,,,,,,,,,,,,,,,,1,5,0.3,0.7,1,171
5,Danny Welbeck,23.0,eng ENG,"RM,RW",27-020,19,0,0,0,0,1,0,0,0,9,0,0,0,0.0,0.0,0.0,1,0,7,8,87.5,0,7,1,0,0,,,,,,,,,,,,,,,,,,,,,0,2,0.0,0.7,1,171
6,Francis Coquelin,34.0,fr FRA,DM,26-217,2,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0,0,0,1,0.0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,0,10,0.1,0.7,1,171
7,Granit Xhaka,29.0,ch SUI,"CM,DM",25-080,90,0,0,0,0,1,0,1,0,105,2,2,1,0.0,0.0,0.0,1,0,80,98,81.6,19,79,0,0,0,,,,,,,,,,,,,,,,,,,,,1,6,0.1,0.7,1,171
8,Héctor Bellerín,24.0,es ESP,RB,22-272,90,0,0,0,0,3,0,0,0,111,1,3,1,0.2,0.2,0.0,2,0,77,95,81.1,6,66,8,3,2,,,,,,,,,,,,,,,,,,,,,0,4,0.3,0.7,1,171
