index,Player,#,Nation,Pos,Age,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp_x,Att_x,Cmp%_x,PrgP,Carries,PrgC,Att_x,Succ,SoTA,GA,Saves,Save%,PSxG,Cmp_y,Att_y,Cmp%_y,Att (GK),Thr,Launch%,AvgLen,Att_y,Launch%,AvgLen,Opp,Stp,Stp%,#OPA,AvgDist,Clr,Recov,xA,xGC,home,game_id
6,Guglielmo Vicario,1.0,it ITA,GK,28-313,90,0,0,0,0,0,0,0,0,51,0,0,0,0.0,0.0,0.0,1,0,47,50,94.0,0,36,0,0,0,4.0,0.0,4.0,100.0,1.1,1.0,2.0,50.0,46.0,4.0,2.2,23.0,4.0,25.0,34.3,10.0,0.0,0.0,0.0,6.0,1,1,0.0,1.6,1,3
7,João Palhinha,6.0,pt POR,"DM,LM",30-038,11,0,0,0,0,0,0,0,0,14,0,0,0,0.0,0.0,0.0,0,0,11,13,84.6,0,12,0,0,0,,,,,,,,,,,,,,,,,,,,,0,0,0.0,1.6,1,3
8,Lucas Bergvall,15.0,se SWE,LM,19-195,79,0,0,0,0,1,1,0,0,30,2,0,0,0.1,0.1,0.0,3,0,19,26,73.1,2,18,2,2,2,,,,,,,,,,,,,,,,,,,,,2,5,0.0,1.6,1,3
9,Mathys Tel,11.0,fr FRA,LW,20-111,6,0,0,0,0,0,0,0,0,5,0,0,1,0.0,0.0,0.0,0,0,3,4,75.0,0,3,0,0,0,,,,,,,,,,,,,,,,,,,,,1,1,0.0,1.6,1,3
10,Micky van de Ven,37.0,nl NED,CB,24-119,90,0,0,0,0,2,0,0,0,82,1,1,0,0.6,0.6,0.0,0,0,63,68,92.6,0,55,1,2,0,,,,,,,,,,,,,,,,,,,,,4,4,0.2,1.6,1,3
11,Mohammed Kudus,20.0,gh GHA,RW,25-014,84,0,2,0,0,2,0,0,0,40,1,0,0,0.1,0.1,0.9,8,3,27,34,79.4,0,24,1,3,2,,,,,,,,,,,,,,,,,,,,,3,2,0.1,1.6,1,3
12,Pape Matar Sarr,29.0,sn SEN,"RM,AM",22-336,90,0,1,0,0,0,0,0,0,61,2,0,0,0.0,0.0,0.4,3,2,43,52,82.7,4,34,1,5,3,,,,,,,,,,,,,,,,,,,,,4,4,0.0,1.6,1,3
13,Pedro Porro,23.0,es ESP,RB,25-337,90,0,0,0,0,1,0,0,0,91,2,0,0,0.0,0.0,0.2,3,0,59,81,72.8,6,54,2,1,1,,,,,,,,,,,,,,,,,,,,,3,3,0.0,1.6,1,3
14,Richarlison,9.0,br BRA,FW,28-098,70,2,0,0,0,5,3,0,0,21,0,0,1,0.7,0.7,0.0,4,1,6,7,85.7,0,12,0,2,2,,,,,,,,,,,,,,,,,,,,,5,4,0.3,1.6,1,3
15,Rodrigo Bentancur,30.0,uy URU,"DM,CM",28-052,20,0,0,0,0,0,0,0,0,16,1,0,1,0.0,0.0,0.0,1,0,14,14,100.0,2,9,0,0,0,,,,,,,,,,,,,,,,,,,,,0,0,0.0,1.6,1,3
16,Wilson Odobert,28.0,fr FRA,"RW,LW",20-261,11,0,0,0,0,0,0,0,0,4,0,0,0,0.0,0.0,0.1,1,0,3,3,100.0,1,2,0,0,0,,,,,,,,,,,,,,,,,,,,,29,31,1.3,1.6,1,3
0,16 Players,,,,,990,0,0,0,0,14,4,0,0,380,6,7,8,0.9,0.9,0.9,24,0,197,282,69.9,17,158,4,12,7,,,,,,,,,,,,,,,,,,,,,2,1,0.0,4.6,0,3
1,Hannibal Mejbri,28.0,tn TUN,RM,22-207,62,0,0,0,0,1,0,0,0,18,0,0,0,0.0,0.0,0.0,1,0,9,10,90.0,1,7,0,3,2,,,,,,,,,,,,,,,,,,,,,0,0,0.0,4.6,0,3
2,Hjalmar Ekdal,18.0,se SWE,CB,26-299,90,0,0,0,0,0,0,0,0,26,0,0,1,0.0,0.0,0.0,0,0,17,21,81.0,0,11,0,0,0,,,,,,,,,,,,,,,,,,,,,0,4,0.4,4.6,0,3
3,Jacob Bruun Larsen,7.0,dk DEN,"LM,FW",26-331,28,0,0,0,0,0,0,0,0,13,0,0,0,0.0,0.0,0.0,0,0,5,10,50.0,2,7,0,1,1,,,,,,,,,,,,,,,,,,,,,0,0,0.0,4.6,0,3
4,Jaidon Anthony,11.0,eng ENG,"LM,RM",25-258,84,0,0,0,0,4,1,0,0,36,0,0,3,0.4,0.4,0.1,3,0,16,22,72.7,2,19,0,4,0,,,,,,,,,,,,,,,,,,,,,2,4,0.3,4.6,0,3
5,Josh Cullen,24.0,ie IRL,CM,29-131,90,0,0,0,0,0,0,0,0,47,3,3,0,0.0,0.0,0.2,8,0,31,38,81.6,3,22,0,0,0,,,,,,,,,,,,,,,,,,,,,2,3,0.1,4.6,0,3
6,Josh Laurent,29.0,eng ENG,CM,30-102,62,0,0,0,0,3,2,0,0,22,1,0,0,0.1,0.1,0.2,3,0,8,14,57.1,2,11,1,0,0,,,,,,,,,,,,,,,,,,,,,0,1,0.0,4.6,0,3
7,Kyle Walker,2.0,eng ENG,"CB,RB",35-080,90,0,0,0,0,1,0,0,0,44,0,1,0,0.0,0.0,0.0,1,0,30,39,76.9,0,20,0,0,0,,,,,,,,,,,,,,,,,,,,,0,1,0.0,4.6,0,3
8,Lesley Ugochukwu,8.0,fr FRA,CM,21-143,28,0,0,0,0,1,0,0,0,6,0,0,0,0.0,0.0,0.0,1,0,3,3,100.0,0,4,0,0,0,,,,,,,,,,,,,,,,,,,,,1,1,0.0,4.6,0,3
9,Loum Tchaouna,17.0,fr FRA,"FW,RM",21-342,17,0,0,0,0,0,0,0,0,7,1,0,0,0.0,0.0,0.0,0,0,4,6,66.7,1,4,1,1,1,,,,,,,,,,,,,,,,,,,,,4,2,0.0,4.6,0,3
10,Lyle Foster,9.0,za RSA,FW,24-347,73,0,0,0,0,2,0,0,0,21,0,0,0,0.2,0.2,0.4,3,0,12,13,92.3,2,10,1,2,2,,,,,,,,,,,,,,,,,,,,,6,2,0.0,4.6,0,3
11,Marcus Edwards,10.0,eng ENG,FW,26-256,6,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0,0,0,0,,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,5,1,0.0,4.6,0,3
12,Martin Dúbravka,1.0,sk SVK,GK,36-213,90,0,0,0,0,0,0,0,0,36,0,0,0,0.0,0.0,0.0,0,0,14,32,43.8,0,14,0,0,0,6.0,3.0,3.0,50.0,2.6,5.0,22.0,22.7,18.0,3.0,61.1,40.9,13.0,84.6,59.8,22.0,3.0,13.6,0.0,4.7,4,4,0.0,4.6,0,3
13,Maxime Estève,5.0,fr FRA,CB,23-082,90,0,0,0,0,1,1,0,0,35,0,1,2,0.0,0.0,0.0,0,0,18,23,78.3,0,12,0,0,0,,,,,,,,,,,,,,,,,,,,,2,1,0.1,4.6,0,3
14,Oliver Sonne,22.0,pe PER,"RB,RM",24-279,73,0,0,0,0,1,0,0,0,21,0,0,0,0.0,0.0,0.0,2,0,11,16,68.8,2,5,0,1,1,,,,,,,,,,,,,,,,,,,,,0,1,0.0,4.6,0,3
15,Quilindschy Hartman,3.0,nl NED,LB,23-275,90,0,0,0,0,0,0,0,0,43,1,2,2,0.0,0.0,0.0,2,0,19,32,59.4,2,9,0,0,0,,,,,,,,,,,,,,,,,,,,,0,0,0.0,4.6,0,3
16,Zian Flemming,19.0,nl NED,FW,27-015,17,0,0,0,0,0,0,0,0,4,0,0,0,0.0,0.0,0.0,0,0,0,3,0.0,0,2,1,0,0,,,,,,,,,,,,,,,,,,,,,28,26,1.0,4.6,0,3
0,16 Players,,,,,990,1,0,1,1,9,3,3,0,570,19,9,11,1.5,0.7,0.6,17,2,388,454,85.5,38,318,11,12,4,,,,,,,,,,,,,,,,,,,,,0,1,0.0,1.7000000000000002,1,4
1,Bart Verbruggen,1.0,nl NED,GK,22-363,90,0,0,0,0,0,0,0,0,44,0,0,0,0.0,0.0,0.0,0,0,32,42,76.2,0,32,0,0,0,2.0,1.0,1.0,50.0,0.7,1.0,10.0,10.0,42.0,3.0,23.8,27.4,0.0,,,11.0,1.0,9.1,0.0,10.7,0,0,0.0,1.7000000000000002,1,4
2,Brajan Gruda,8.0,de GER,RW,21-077,8,0,0,0,0,1,0,0,0,5,1,0,0,0.3,0.3,0.0,1,0,2,2,100.0,0,3,1,0,0,,,,,,,,,,,,,,,,,,,,,0,0,0.0,1.7000000000000002,1,4
3,Carlos Baleba,17.0,cm CMR,DM,21-225,68,0,0,0,0,1,0,0,0,31,1,3,0,0.0,0.0,0.0,1,0,18,20,90.0,2,12,0,0,0,,,,,,,,,,,,,,,,,,,,,0,1,0.0,1.7000000000000002,1,4
4,Danny Welbeck,18.0,eng ENG,FW,34-263,22,0,0,0,0,0,0,0,0,10,1,0,0,0.0,0.0,0.0,0,0,4,7,57.1,0,3,0,0,0,,,,,,,,,,,,,,,,,,,,,0,3,0.0,1.7000000000000002,1,4
5,Diego Gómez,25.0,py PAR,"DM,AM",22-142,22,0,0,0,0,1,1,1,0,14,2,1,0,0.0,0.0,0.3,1,0,6,9,66.7,1,6,0,0,0,,,,,,,,,,,,,,,,,,,,,1,0,0.0,1.7000000000000002,1,4
6,Ferdi Kadioglu,24.0,tr TUR,"LW,RW",25-313,22,0,0,0,0,0,0,1,0,9,0,0,0,0.0,0.0,0.0,0,0,5,8,62.5,1,6,0,0,0,,,,,,,,,,,,,,,,,,,,,0,0,0.1,1.7000000000000002,1,4
7,Georginio Rutter,10.0,fr FRA,FW,23-118,68,0,0,0,0,2,1,0,0,18,1,0,2,0.1,0.1,0.0,3,1,2,4,50.0,1,13,1,1,0,,,,,,,,,,,,,,,,,,,,,0,0,0.0,1.7000000000000002,1,4
8,James Milner,20.0,eng ENG,DM,39-224,3,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0,0,1,1,100.0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,1,6,0.1,1.7000000000000002,1,4
9,Jan Paul van Hecke,6.0,nl NED,CB,25-069,90,0,0,0,0,0,0,0,0,91,1,0,2,0.0,0.0,0.0,1,0,77,81,95.1,7,61,0,0,0,,,,,,,,,,,,,,,,,,,,,1,6,0.0,1.7000000000000002,1,4
10,Kaoru Mitoma,22.0,jp JPN,LW,28-088,82,0,0,0,0,1,0,1,0,26,0,0,0,0.1,0.1,0.0,0,0,17,19,89.5,1,18,4,3,1,,,,,,,,,,,,,,,,,,,,,0,2,0.0,1.7000000000000002,1,4
11,Lewis Dunk,5.0,eng ENG,CB,33-268,90,0,0,0,0,1,0,0,0,101,1,0,0,0.1,0.1,0.0,0,0,86,90,95.6,1,60,0,1,1,,,,,,,,,,,,,,,,,,,,,3,3,0.1,1.7000000000000002,1,4
12,Mats Wieffer,27.0,nl NED,RB,25-273,90,0,0,0,0,1,1,0,0,62,5,1,1,0.0,0.0,0.0,1,0,36,47,76.6,6,18,0,0,0,,,,,,,,,,,,,,,,,,,,,7,5,0.0,1.7000000000000002,1,4
13,Matt O'Riley,33.0,dk DEN,AM,24-268,87,1,0,1,1,0,0,0,0,35,3,0,3,0.8,0.0,0.2,3,0,20,26,76.9,3,11,0,1,0,,,,,,,,,,,,,,,,,,,,,6,4,0.1,1.7000000000000002,1,4
14,Maxim De Cuyper,29.0,be BEL,LB,24-237,90,0,0,0,0,0,0,0,0,46,2,1,1,0.0,0.0,0.1,3,1,32,36,88.9,7,26,1,1,0,,,,,,,,,,,,,,,,,,,,,7,5,0.0,1.7000000000000002,1,4
15,Yankuba Minteh,11.0,gm GAM,RW,21-025,68,0,0,0,0,1,0,0,0,27,0,1,1,0.1,0.1,0.0,0,0,11,17,64.7,0,21,4,4,2,,,,,,,,,,,,,,,,,,,,,1,1,0.0,1.7000000000000002,1,4
16,Yasin Ayari,26.0,se SWE,DM,21-314,90,0,0,0,0,0,0,0,0,50,1,2,1,0.0,0.0,0.0,3,0,39,45,86.7,8,28,0,1,0,,,,,,,,,,,,,,,,,,,,,27,37,0.6,1.7000000000000002,1,4
0,16 Players,,,,,990,1,0,0,0,7,2,3,0,546,15,2,4,0.8,0.8,0.5,12,1,376,466,80.7,32,347,16,18,5,,,,,,,,,,,,,,,,,,,,,0,0,0.0,3.0,0,4
1,Adama Traoré,11.0,es ESP,"LW,RW",29-203,25,0,0,0,0,0,0,0,0,9,0,0,0,0.0,0.0,0.0,0,0,4,6,66.7,0,5,1,2,0,,,,,,,,,,,,,,,,,,,,,0,0,0.0,3.0,0,4
2,Alex Iwobi,17.0,ng NGA,LW,29-105,65,0,0,0,0,1,0,0,0,35,0,0,0,0.0,0.0,0.4,3,0,21,28,75.0,4,29,5,3,1,,,,,,,,,,,,,,,,,,,,,0,2,0.3,3.0,0,4
3,Bernd Leno,1.0,de GER,GK,33-165,90,0,0,0,0,0,0,0,0,54,0,0,0,0.0,0.0,0.0,0,0,40,53,75.5,0,39,0,0,0,4.0,1.0,3.0,100.0,1.0,7.0,20.0,35.0,45.0,7.0,33.3,32.0,8.0,62.5,42.8,9.0,2.0,22.2,0.0,4.0,0,0,0.0,3.0,0,4
4,Calvin Bassey,3.0,ng NGA,"LB,CB",25-228,90,0,0,0,0,0,0,1,0,75,2,0,0,0.0,0.0,0.0,1,0,56,70,80.0,1,45,1,2,1,,,,,,,,,,,,,,,,,,,,,1,4,0.0,3.0,0,4
5,Emile Smith Rowe,32.0,eng ENG,AM,25-019,14,0,0,0,0,1,0,0,0,13,0,0,0,0.1,0.1,0.0,1,1,8,10,80.0,0,8,0,1,0,,,,,,,,,,,,,,,,,,,,,0,6,0.1,3.0,0,4
6,Harry Wilson,8.0,wls WAL,"RW,LW",28-147,90,0,0,0,0,1,0,0,0,28,1,0,0,0.1,0.1,0.0,0,0,15,21,71.4,0,19,2,2,1,,,,,,,,,,,,,,,,,,,,,0,0,0.0,3.0,0,4
7,Joachim Andersen,5.0,dk DEN,CB,29-077,90,0,0,0,0,0,0,0,0,63,3,1,1,0.0,0.0,0.0,0,0,43,52,82.7,3,31,0,1,1,,,,,,,,,,,,,,,,,,,,,0,0,0.0,3.0,0,4
8,Jorge Cuenca,15.0,es ESP,CB,25-272,83,0,0,0,0,0,0,0,0,60,1,0,0,0.0,0.0,0.0,0,0,50,56,89.3,2,48,0,0,0,,,,,,,,,,,,,,,,,,,,,0,2,0.0,3.0,0,4
9,Joshua King,24.0,eng ENG,AM,18-225,76,0,0,0,0,1,1,0,0,32,3,0,0,0.2,0.2,0.0,4,0,22,26,84.6,9,21,3,1,0,,,,,,,,,,,,,,,,,,,,,2,0,0.0,3.0,0,4
10,Kenny Tete,2.0,nl NED,RB,29-311,90,0,0,0,0,0,0,0,0,49,3,1,0,0.0,0.0,0.0,0,0,35,40,87.5,5,26,1,2,0,,,,,,,,,,,,,,,,,,,,,2,4,0.0,3.0,0,4
11,Raúl Jiménez,7.0,mx MEX,FW,34-103,65,0,0,0,0,2,0,0,0,19,0,0,1,0.3,0.3,0.0,0,0,7,13,53.8,0,13,0,0,0,,,,,,,,,,,,,,,,,,,,,2,4,0.0,3.0,0,4
12,Rodrigo Muniz,9.0,br BRA,FW,24-104,25,1,0,0,0,1,1,1,0,7,0,0,1,0.2,0.2,0.0,0,0,0,4,0.0,0,4,0,0,0,,,,,,,,,,,,,,,,,,,,,0,0,0.0,3.0,0,4
13,Sander Berge,16.0,no NOR,DM,27-183,65,0,0,0,0,0,0,0,0,27,1,0,1,0.0,0.0,0.0,1,0,21,23,91.3,4,15,1,0,0,,,,,,,,,,,,,,,,,,,,,4,1,0.0,3.0,0,4
14,Saša Lukić,20.0,rs SRB,DM,29-003,90,0,0,0,0,0,0,0,0,45,1,0,0,0.0,0.0,0.1,1,0,36,40,90.0,3,24,2,2,1,,,,,,,,,,,,,,,,,,,,,3,5,0.0,3.0,0,4
15,Timothy Castagne,21.0,be BEL,LB,29-254,7,0,0,0,0,0,0,0,0,8,0,0,0,0.0,0.0,0.0,1,0,6,8,75.0,1,3,0,0,0,,,,,,,,,,,,,,,,,,,,,1,0,0.0,3.0,0,4
16,Tom Cairney,10.0,sct SCO,DM,34-208,25,0,0,0,0,0,0,1,0,22,0,0,0,0.0,0.0,0.0,0,0,12,16,75.0,0,17,0,2,0,,,,,,,,,,,,,,,,,,,,,15,28,0.5,3.0,0,4
0,16 Players,,,,,990,0,0,0,0,9,3,1,0,542,25,6,11,0.6,0.6,0.4,18,0,354,445,79.6,23,327,12,11,5,,,,,,,,,,,,,,,,,,,,,2,1,0.0,5.0,1,5
1,André,7.0,br BRA,CM,24-031,71,0,0,0,0,0,0,0,0,40,4,1,3,0.0,0.0,0.0,1,0,29,30,96.7,2,25,0,1,0,,,,,,,,,,,,,,,,,,,,,0,0,0.0,5.0,1,5
2,David Møller Wolfe,6.0,no NOR,LM,23-115,71,0,0,0,0,0,0,0,0,35,1,0,0,0.0,0.0,0.0,0,0,14,28,50.0,2,13,1,0,0,,,,,,,,,,,,,,,,,,,,,0,0,0.0,5.0,1,5
3,Emmanuel Agbadou,12.0,ci CIV,CB,28-060,90,0,0,0,0,1,0,0,0,70,2,0,1,0.0,0.0,0.0,1,0,51,61,83.6,1,51,0,0,0,,,,,,,,,,,,,,,,,,,,,0,2,0.0,5.0,1,5
4,Fer López,28.0,,CM,,19,0,0,0,0,2,1,0,0,10,0,0,1,0.1,0.1,0.0,2,0,4,5,80.0,2,6,1,0,0,,,,,,,,,,,,,,,,,,,,,0,4,0.0,5.0,1,5
5,Hugo Bueno,3.0,es ESP,LM,22-332,19,0,0,0,0,0,0,0,0,19,0,0,0,0.0,0.0,0.0,0,0,11,15,73.3,0,12,4,3,1,,,,,,,,,,,,,,,,,,,,,3,2,0.0,5.0,1,5
6,Hwang Hee-chan,11.0,kr KOR,FW,29-202,9,0,0,0,0,0,0,0,0,4,1,0,1,0.0,0.0,0.0,1,0,1,1,100.0,0,1,1,0,0,,,,,,,,,,,,,,,,,,,,,1,2,0.0,5.0,1,5
7,Jean-Ricner Bellegarde,27.0,fr FRA,LW,27-050,72,0,0,0,0,1,0,0,0,33,2,1,0,0.0,0.0,0.1,2,0,22,27,81.5,4,16,2,1,0,,,,,,,,,,,,,,,,,,,,,1,2,0.0,5.0,1,5
8,Jhon Arias,10.0,co COL,LW,27-329,18,0,0,0,0,0,0,0,0,10,0,1,0,0.0,0.0,0.1,2,0,7,10,70.0,1,6,0,0,0,,,,,,,,,,,,,,,,,,,,,1,8,0.0,5.0,1,5
9,José Sá,1.0,pt POR,GK,32-211,90,0,0,0,0,0,0,0,0,27,0,0,0,0.0,0.0,0.0,1,0,21,26,80.8,0,16,0,0,0,4.0,4.0,0.0,0.0,2.3,3.0,8.0,37.5,18.0,3.0,27.8,29.2,8.0,37.5,37.3,15.0,1.0,6.7,0.0,5.0,0,0,0.0,5.0,1,5
10,João Gomes,8.0,br BRA,CM,24-185,90,0,0,0,0,0,0,0,0,65,4,1,2,0.0,0.0,0.0,2,0,52,57,91.2,3,37,1,1,1,,,,,,,,,,,,,,,,,,,,,5,2,0.1,5.0,1,5
11,Jørgen Strand Larsen,9.0,no NOR,FW,25-191,81,0,0,0,0,4,2,0,0,27,1,0,1,0.4,0.4,0.0,0,0,12,17,70.6,1,19,0,0,0,,,,,,,,,,,,,,,,,,,,,0,0,0.0,5.0,1,5
12,Ki-Jana Hoever,26.0,nl NED,RM,23-210,72,0,0,0,0,0,0,0,0,48,2,1,0,0.0,0.0,0.1,1,0,22,38,57.9,2,26,0,1,0,,,,,,,,,,,,,,,,,,,,,2,4,0.0,5.0,1,5
13,Marshall Munetsi,5.0,zw ZIM,RW,29-055,90,0,0,0,0,1,0,0,0,22,2,0,0,0.1,0.1,0.0,2,0,9,14,64.3,1,14,1,2,2,,,,,,,,,,,,,,,,,,,,,4,2,0.0,5.0,1,5
14,Matt Doherty,2.0,ie IRL,CB,33-212,90,0,0,0,0,0,0,1,0,54,3,1,1,0.0,0.0,0.0,2,0,41,47,87.2,3,29,0,0,0,,,,,,,,,,,,,,,,,,,,,1,6,0.0,5.0,1,5
15,Rodrigo Gomes,21.0,pt POR,RM,22-040,18,0,0,0,0,0,0,0,0,15,1,0,1,0.0,0.0,0.0,0,0,7,10,70.0,0,7,0,1,0,,,,,,,,,,,,,,,,,,,,,1,0,0.0,5.0,1,5
16,Toti Gomes,24.0,pt POR,CB,26-212,90,0,0,0,0,0,0,0,0,63,2,0,0,0.0,0.0,0.0,1,0,51,59,86.4,1,49,1,1,1,,,,,,,,,,,,,,,,,,,,,21,35,0.3,5.0,1,5
0,16 Players,,,,,990,4,3,0,0,15,4,2,0,720,18,7,9,2.5,2.5,2.2,25,8,535,603,88.7,51,404,25,28,14,,,,,,,,,,,,,,,,,,,,,0,1,0.0,1.2,0,5
1,Abdukodir Khusanov,45.0,uz UZB,CB,21-168,9,0,0,0,0,0,0,0,0,6,1,0,0,0.0,0.0,0.0,0,0,4,4,100.0,0,4,0,1,1,,,,,,,,,,,,,,,,,,,,,0,0,0.0,1.2,0,5
2,Bernardo Silva,20.0,pt POR,LM,31-006,65,0,0,0,0,0,0,0,0,53,4,0,1,0.0,0.0,1.0,5,0,39,44,88.6,3,23,0,1,0,,,,,,,,,,,,,,,,,,,,,0,1,0.0,1.2,0,5
3,Erling Haaland,9.0,no NOR,FW,25-026,72,2,0,0,0,6,2,0,0,13,1,0,0,2.0,2.0,0.0,0,0,2,4,50.0,0,6,0,1,0,,,,,,,,,,,,,,,,,,,,,0,1,0.0,1.2,0,5
4,James Trafford,1.0,eng ENG,GK,22-310,90,0,0,0,0,0,0,0,0,34,0,0,0,0.0,0.0,0.0,0,0,22,31,71.0,0,20,0,0,0,3.0,0.0,3.0,100.0,0.7,1.0,8.0,12.5,28.0,3.0,21.4,27.9,3.0,66.7,55.7,11.0,1.0,9.1,2.0,12.9,1,4,0.1,1.2,0,5
5,Jeremy Doku,11.0,be BEL,LW,23-081,65,0,0,0,0,0,0,0,0,29,0,0,0,0.0,0.0,0.0,2,0,18,22,81.8,1,22,2,3,1,,,,,,,,,,,,,,,,,,,,,1,4,0.4,1.2,0,5
6,John Stones,5.0,eng ENG,CB,31-080,81,0,0,0,0,0,0,0,0,63,0,0,1,0.0,0.0,0.0,1,0,55,61,90.2,6,36,2,2,2,,,,,,,,,,,,,,,,,,,,,0,0,0.0,1.2,0,5
7,Matheus Nunes,27.0,pt POR,RB,26-354,25,0,0,0,0,0,0,0,0,24,1,0,0,0.0,0.0,0.0,0,0,18,20,90.0,0,7,0,0,0,,,,,,,,,,,,,,,,,,,,,2,4,0.0,1.2,0,5
8,Nico O’Reilly,33.0,eng ENG,LM,20-148,25,0,0,0,0,0,0,1,0,19,0,0,0,0.0,0.0,0.0,0,0,18,18,100.0,0,10,1,0,0,,,,,,,,,,,,,,,,,,,,,1,1,0.1,1.2,0,5
9,Nicolás González,14.0,es ESP,CM,23-225,90,0,0,0,0,2,0,0,0,89,3,1,2,0.1,0.1,0.0,4,1,72,78,92.3,9,47,2,5,4,,,,,,,,,,,,,,,,,,,,,6,3,0.0,1.2,0,5
10,Omar Marmoush,7.0,eg EGY,LW,26-190,25,0,0,0,0,1,0,0,0,9,0,0,0,0.1,0.1,0.0,2,0,5,6,83.3,0,7,0,2,0,,,,,,,,,,,,,,,,,,,,,4,4,0.1,1.2,0,5
11,Oscar Bobb,52.0,no NOR,RW,22-035,90,0,1,0,0,0,0,0,0,41,0,0,1,0.0,0.0,0.2,4,3,31,34,91.2,6,29,3,5,3,,,,,,,,,,,,,,,,,,,,,1,4,0.0,1.2,0,5
12,Rayan Aït-Nouri,21.0,dz ALG,LB,24-071,90,0,0,0,0,2,0,0,0,94,6,3,2,0.0,0.0,0.0,2,1,60,68,88.2,5,44,3,3,1,,,,,,,,,,,,,,,,,,,,,0,0,0.0,1.2,0,5
13,Rayan Cherki,10.0,fr FRA,FW,21-364,18,1,0,0,0,1,1,0,0,22,0,1,0,0.1,0.1,0.0,1,0,18,20,90.0,2,12,2,0,0,,,,,,,,,,,,,,,,,,,,,4,1,0.6,1.2,0,5
14,Rico Lewis,82.0,eng ENG,RB,20-268,65,0,1,0,0,0,0,0,0,65,1,2,0,0.0,0.0,0.9,2,1,49,54,90.7,7,42,2,1,0,,,,,,,,,,,,,,,,,,,,,3,2,0.0,1.2,0,5
15,Rúben Dias,3.0,pt POR,CB,28-094,90,0,0,0,0,0,0,0,0,83,0,0,1,0.0,0.0,0.0,0,0,71,79,89.9,6,49,3,1,1,,,,,,,,,,,,,,,,,,,,,1,1,0.0,1.2,0,5
16,Tijjani Reijnders,4.0,nl NED,RM,27-018,90,1,1,0,0,3,1,1,0,76,1,0,1,0.2,0.2,0.1,2,2,53,60,88.3,6,46,5,3,1,,,,,,,,,,,,,,,,,,,,,24,31,1.5,1.2,0,5
0,14 Players,,,,,990,3,2,0,0,11,5,1,0,557,12,9,8,1.8,1.8,1.8,21,6,354,453,78.1,41,249,19,15,9,,,,,,,,,,,,,,,,,,,,,0,2,0.0,2.9000000000000004,1,6
1,Callum Hudson-Odoi,7.0,eng ENG,LW,24-283,90,0,0,0,0,1,1,0,0,47,0,0,0,0.0,0.0,0.3,4,0,35,40,87.5,3,29,5,4,2,,,,,,,,,,,,,,,,,,,,,1,0,0.0,2.9000000000000004,1,6
2,Chris Wood,11.0,nz NZL,FW,33-253,78,2,0,0,0,2,2,0,0,15,0,0,0,1.0,1.0,0.0,2,1,9,12,75.0,0,5,0,1,1,,,,,,,,,,,,,,,,,,,,,0,0,0.2,2.9000000000000004,1,6
3,Dan Ndoye,14.0,ch SUI,RW,24-296,78,1,0,0,0,1,1,0,0,21,0,0,0,0.1,0.1,0.0,0,0,6,13,46.2,0,15,2,0,0,,,,,,,,,,,,,,,,,,,,,0,3,0.0,2.9000000000000004,1,6
4,Elliot Anderson,8.0,eng ENG,"DM,AM",22-284,90,0,1,0,0,3,1,0,0,89,2,1,1,0.4,0.4,0.9,4,3,64,79,81.0,11,39,3,2,0,,,,,,,,,,,,,,,,,,,,,1,0,0.0,2.9000000000000004,1,6
5,Ibrahim Sangaré,6.0,ci CIV,DM,27-258,90,0,0,0,0,1,0,0,0,59,1,0,1,0.0,0.0,0.0,0,0,37,46,80.4,3,19,0,1,1,,,,,,,,,,,,,,,,,,,,,0,2,0.3,2.9000000000000004,1,6
6,Igor Jesus,19.0,br BRA,FW,24-173,12,0,0,0,0,0,0,0,0,5,0,0,0,0.0,0.0,0.0,0,0,2,3,66.7,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,1,3,0.0,2.9000000000000004,1,6
7,Jota Silva,20.0,pt POR,RW,26-016,12,0,0,0,0,0,0,0,0,7,2,0,0,0.0,0.0,0.0,0,0,2,3,66.7,0,2,0,0,0,,,,,,,,,,,,,,,,,,,,,0,8,0.3,2.9000000000000004,1,6
8,Matz Sels,26.0,be BEL,GK,33-172,90,0,0,0,0,0,0,0,0,30,0,0,0,0.0,0.0,0.0,0,0,18,28,64.3,0,13,0,0,0,3.0,1.0,2.0,100.0,1.5,2.0,11.0,18.2,22.0,4.0,40.9,40.5,6.0,33.3,34.2,11.0,0.0,0.0,2.0,24.3,6,4,0.0,2.9000000000000004,1,6
9,Morgan Gibbs-White,10.0,eng ENG,AM,25-202,83,0,1,0,0,3,0,0,0,66,1,0,2,0.4,0.4,0.2,5,1,45,56,80.4,11,34,2,3,2,,,,,,,,,,,,,,,,,,,,,2,2,0.1,2.9000000000000004,1,6
10,Murillo,5.0,br BRA,CB,23-044,90,0,0,0,0,0,0,0,0,53,0,1,1,0.0,0.0,0.0,1,0,38,47,80.9,4,25,0,1,1,,,,,,,,,,,,,,,,,,,,,4,6,0.0,2.9000000000000004,1,6
