index,Player,#_x,Nation,Pos_x,Age,Min,Gls,Ast,PK,PKatt,Sh_x,SoT,CrdY_x,CrdR_x,Touches,Tkl_x,Int_x,Blocks_x,xG,npxG,xAG,SCA,GCA,Cmp_x,Att_x,Cmp%_x,PrgP,Carries,PrgC,Att_x,Succ,#_y,Pos_y,Tkl_y,TklW_x,Def 3rd,Mid 3rd,Att 3rd,Tkl_y,Att_y,Tkl%,Lost_x,Blocks_y,Sh_y,Pass,Int_y,Tkl+Int,Clr,Err,#,Pos,CrdY_y,CrdR_y,2CrdY,Fls,Fld,Off,Crs,Int,TklW_y,PKwon,PKcon,OG,Recov,Won,Lost_y,Won%,SoTA,GA,Saves,Save%,PSxG,Cmp_y,Att,Cmp%_y,Att (GK),Thr,Launch%,AvgLen,Att,Launch%,AvgLen,Opp,Stp,Stp%,#OPA,AvgDist,home,game_id
9,João Pedro,9.0,br BRA,"FW,AM",23-141,18,0,0,0,0,2,0,0,0,9,0,0,0,0.3,0.3,0.0,2,0,5,5,100.0,1,8,0,1,0,9.0,"FW,AM",0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,9.0,"FW,AM",0,0,0,2,2,0,0,0,0,0,0,0,2,0,2,0.0,,,,,,,,,,,,,,,,,,,,,1,240
10,Joël Veltman,34.0,nl NED,"CB,RB",33-030,90,0,0,0,0,1,1,0,0,33,0,1,1,0.3,0.3,0.0,0,0,18,22,81.8,1,9,0,0,0,34.0,"CB,RB",0,0,0,0,0,0,0,,0,1,0,1,1,1,7,0,34.0,"CB,RB",0,0,0,0,1,0,0,1,0,0,0,0,2,0,0,,,,,,,,,,,,,,,,,,,,,,1,240
11,Kaoru Mitoma,22.0,jp JPN,"LM,LW",27-270,90,1,0,0,0,2,2,0,0,47,1,1,3,0.2,0.2,0.0,1,0,21,30,70.0,3,25,4,4,1,22.0,"LM,LW",1,0,1,0,0,1,2,50.0,1,3,0,3,1,2,1,0,22.0,"LM,LW",0,0,0,1,3,0,0,1,0,0,0,0,4,2,0,100.0,,,,,,,,,,,,,,,,,,,,,1,240
12,Matt O'Riley,33.0,dk DEN,AM,24-085,7,0,0,0,0,0,0,0,0,4,1,0,0,0.0,0.0,0.0,0,0,2,2,100.0,0,2,0,0,0,33.0,AM,1,0,0,0,1,0,0,,0,0,0,0,0,1,0,0,33.0,AM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,1,240
13,Simon Adingra,11.0,ci CIV,RW,23-044,2,0,0,0,0,0,0,0,0,2,0,0,0,0.0,0.0,0.0,0,0,2,2,100.0,0,2,0,0,0,11.0,RW,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,11.0,RW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,1,240
14,Tariq Lamptey,2.0,gh GHA,LB,24-137,90,0,0,0,0,1,0,0,0,46,2,0,0,0.0,0.0,0.0,0,0,28,33,84.8,0,26,2,4,1,2.0,LB,2,1,2,0,0,2,3,66.7,1,0,0,0,0,2,5,0,2.0,LB,0,0,0,2,1,0,1,0,1,0,0,0,3,0,1,0.0,,,,,,,,,,,,,,,,,,,,,1,240
15,Yankuba Minteh,17.0,gm GAM,"RB,RW",20-207,88,2,0,0,0,2,2,1,0,30,5,1,0,0.4,0.4,0.3,5,2,10,15,66.7,0,17,3,5,3,17.0,"RB,RW",5,4,4,1,0,3,7,42.9,4,0,0,0,1,6,1,0,17.0,"RB,RW",1,0,0,1,2,1,2,1,4,0,0,0,5,2,3,40.0,,,,,,,,,,,,,,,,,,,,,1,240
0,15 Players,,,,,990,0,0,0,0,8,0,2,0,868,19,7,8,0.5,0.5,0.4,14,0,685,776,88.3,48,489,20,22,9,,,19,4,8,10,1,7,14,50.0,7,8,2,6,7,26,9,3,,,2,0,0,15,12,3,18,7,4,0,0,0,36,13,13,50.0,,,,,,,,,,,,,,,,,,,,,0,240
1,Christopher Nkunku,18.0,fr FRA,FW,27-092,90,0,0,0,0,0,0,0,0,41,0,0,1,0.0,0.0,0.0,1,0,33,37,89.2,6,23,1,0,0,18.0,FW,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0,18.0,FW,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,0.0,,,,,,,,,,,,,,,,,,,,,0,240
2,Cole Palmer,20.0,eng ENG,AM,22-284,90,0,0,0,0,2,0,0,0,50,0,0,0,0.2,0.2,0.0,1,0,36,44,81.8,7,24,2,6,3,20.0,AM,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,20.0,AM,0,0,0,1,3,0,5,0,0,0,0,0,1,1,0,100.0,,,,,,,,,,,,,,,,,,,,,0,240
3,Enzo Fernández,8.0,ar ARG,DM,24-028,90,0,0,0,0,1,0,1,0,92,3,1,0,0.0,0.0,0.0,0,0,61,81,75.3,4,51,1,0,0,8.0,DM,3,1,0,2,1,1,2,50.0,1,0,0,0,1,4,1,0,8.0,DM,1,0,0,2,3,0,4,1,1,0,0,0,5,1,2,33.3,,,,,,,,,,,,,,,,,,,,,0,240
4,Filip Jørgensen,12.0,dk DEN,GK,22-304,90,0,0,0,0,0,0,0,0,45,0,0,0,0.0,0.0,0.0,1,0,38,43,88.4,0,30,0,0,0,12.0,GK,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,12.0,GK,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,5.0,3.0,2.0,40.0,1.8,3.0,7.0,42.9,40.0,3.0,17.5,23.0,3.0,0.0,8.3,3.0,0.0,0.0,1.0,19.5,0,240
5,Jadon Sancho,19.0,eng ENG,LW,24-326,70,0,0,0,0,0,0,0,0,41,1,0,0,0.0,0.0,0.0,0,0,24,32,75.0,4,29,2,7,3,19.0,LW,1,0,1,0,0,0,0,,0,0,0,0,0,1,0,1,19.0,LW,0,0,0,0,0,1,1,0,0,0,0,0,5,0,0,,,,,,,,,,,,,,,,,,,,,,0,240
6,Kiernan Dewsbury-Hall,22.0,eng ENG,DM,26-161,26,0,0,0,0,0,0,0,0,10,0,0,0,0.0,0.0,0.0,0,0,9,10,90.0,0,4,1,0,0,22.0,DM,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0,22.0,DM,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,240
7,Levi Colwill,6.0,eng ENG,CB,21-354,90,0,0,0,0,0,0,0,0,130,3,0,1,0.0,0.0,0.0,1,0,114,123,92.7,0,71,0,0,0,6.0,CB,3,1,0,3,0,0,0,,0,1,1,0,0,3,2,0,6.0,CB,0,0,0,0,0,1,0,0,1,0,0,0,3,5,1,83.3,,,,,,,,,,,,,,,,,,,,,0,240
8,Malo Gusto,27.0,fr FRA,RB,21-271,64,0,0,0,0,1,0,0,0,74,1,1,2,0.1,0.1,0.0,3,0,60,67,89.6,4,43,1,0,0,27.0,RB,1,0,1,0,0,1,2,50.0,1,2,0,2,1,2,0,0,27.0,RB,0,0,0,2,1,0,1,1,0,0,0,0,3,0,1,0.0,,,,,,,,,,,,,,,,,,,,,0,240
9,Marc Cucurella,3.0,es ESP,LB,26-207,90,0,0,0,0,0,0,0,0,98,3,1,0,0.0,0.0,0.1,1,0,85,92,92.4,7,53,0,0,0,3.0,LB,3,1,2,1,0,1,3,33.3,2,0,0,0,1,4,2,0,3.0,LB,0,0,0,2,2,0,1,1,1,0,0,0,1,2,4,33.3,,,,,,,,,,,,,,,,,,,,,0,240
10,Moisés Caicedo,25.0,ec ECU,DM,23-104,64,0,0,0,0,0,0,1,0,73,2,1,2,0.0,0.0,0.0,1,0,60,64,93.8,2,35,2,1,0,25.0,DM,2,1,1,1,0,0,1,0.0,1,2,0,2,1,3,0,0,25.0,DM,1,0,0,2,1,0,0,1,1,0,0,0,7,0,0,,,,,,,,,,,,,,,,,,,,,,0,240
11,Noni Madueke,11.0,eng ENG,RW,22-341,20,0,0,0,0,0,0,0,0,11,1,0,0,0.0,0.0,0.1,2,0,6,7,85.7,2,10,3,0,0,11.0,RW,1,0,1,0,0,1,1,100.0,0,0,0,0,0,1,1,0,11.0,RW,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,240
12,Pedro Neto,7.0,pt POR,"RW,LW",24-342,64,0,0,0,0,2,0,0,0,35,1,0,1,0.2,0.2,0.1,1,0,19,24,79.2,1,24,4,6,1,7.0,"RW,LW",1,0,0,1,0,0,0,,0,1,1,0,0,1,0,0,7.0,"RW,LW",0,0,0,0,0,1,1,0,0,0,0,0,2,1,2,33.3,,,,,,,,,,,,,,,,,,,,,0,240
13,Reece James,24.0,eng ENG,RB,25-068,26,0,0,0,0,0,0,0,0,43,0,1,1,0.0,0.0,0.1,1,0,34,38,89.5,5,23,1,0,0,24.0,RB,0,0,0,0,0,0,0,,0,1,0,1,1,1,1,0,24.0,RB,0,0,0,0,1,0,2,1,0,0,0,0,2,0,1,0.0,,,,,,,,,,,,,,,,,,,,,0,240
14,Trevoh Chalobah,23.0,eng ENG,CB,25-224,90,0,0,0,0,1,0,0,0,106,2,2,0,0.1,0.1,0.0,0,0,95,100,95.0,6,57,0,0,0,23.0,CB,2,0,0,2,0,1,1,100.0,0,0,0,0,2,4,2,1,23.0,CB,0,0,0,3,0,0,0,2,0,0,0,0,4,3,0,100.0,,,,,,,,,,,,,,,,,,,,,0,240
0,15 Players,,,,,990,0,0,0,0,6,2,2,0,459,23,7,7,0.2,0.2,0.1,10,0,258,362,71.3,18,280,23,17,9,,,23,13,11,8,4,8,22,36.4,14,7,3,4,7,30,26,2,,,2,0,0,9,10,1,16,7,13,0,0,0,42,11,15,42.3,,,,,,,,,,,,,,,,,,,,,1,241
1,Bilal El Khannouss,11.0,ma MAR,"AM,CM",20-281,90,0,0,0,0,1,0,1,0,48,3,0,1,0.0,0.0,0.1,2,0,26,35,74.3,3,34,3,4,2,11.0,"AM,CM",3,2,1,1,1,1,1,100.0,0,1,0,1,0,3,0,1,11.0,"AM,CM",1,0,0,1,0,0,4,0,2,0,0,0,3,0,2,0.0,,,,,,,,,,,,,,,,,,,,,1,241
2,Bobby De Cordova-Reid,14.0,jm JAM,RW,32-013,84,0,0,0,0,1,1,0,0,17,1,0,0,0.0,0.0,0.0,0,0,10,11,90.9,2,13,0,0,0,14.0,RW,1,0,1,0,0,0,3,0.0,3,0,0,0,0,1,1,0,14.0,RW,0,0,0,1,1,1,0,0,0,0,0,0,3,1,1,50.0,,,,,,,,,,,,,,,,,,,,,1,241
3,Boubakary Soumaré,24.0,fr FRA,"DM,CM",25-354,90,0,0,0,0,0,0,0,0,41,1,1,0,0.0,0.0,0.0,1,0,25,34,73.5,4,25,4,4,4,24.0,"DM,CM",1,1,1,0,0,1,1,100.0,0,0,0,0,1,2,1,1,24.0,"DM,CM",0,0,0,0,1,0,1,1,1,0,0,0,8,1,1,50.0,,,,,,,,,,,,,,,,,,,,,1,241
4,Caleb Okoli,5.0,it ITA,CB,23-217,90,0,0,0,0,0,0,0,0,55,2,0,0,0.0,0.0,0.0,1,0,42,49,85.7,1,37,0,0,0,5.0,CB,2,0,1,1,0,0,1,0.0,1,0,0,0,0,2,5,0,5.0,CB,0,0,0,3,1,0,0,0,0,0,0,0,2,1,0,100.0,,,,,,,,,,,,,,,,,,,,,1,241
5,Facundo Buonanotte,40.0,ar ARG,RM,20-054,6,0,0,0,0,1,0,0,0,7,1,0,0,0.0,0.0,0.0,0,0,2,4,50.0,0,3,0,0,0,40.0,RM,1,1,0,0,1,0,0,,0,0,0,0,0,1,0,0,40.0,RM,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,1,241
6,James Justin,2.0,eng ENG,RB,26-358,42,0,0,0,0,0,0,0,0,25,2,0,1,0.0,0.0,0.0,0,0,14,18,77.8,1,10,1,0,0,2.0,RB,2,1,2,0,0,1,1,100.0,0,1,0,1,0,2,3,0,2.0,RB,0,0,0,0,0,0,0,0,1,0,0,0,2,1,1,50.0,,,,,,,,,,,,,,,,,,,,,1,241
7,Jamie Vardy,9.0,eng ENG,FW,38-035,90,0,0,0,0,0,0,0,0,22,2,0,0,0.0,0.0,0.0,2,0,12,18,66.7,0,12,3,1,0,9.0,FW,2,2,1,0,1,0,1,0.0,1,0,0,0,0,2,1,0,9.0,FW,0,0,0,0,4,0,0,0,2,0,0,0,4,0,3,0.0,,,,,,,,,,,,,,,,,,,,,1,241
8,Jordan Ayew,18.0,gh GHA,LW,33-157,74,0,0,0,0,0,0,1,0,36,2,0,1,0.0,0.0,0.0,1,0,17,23,73.9,2,24,5,3,1,18.0,LW,2,1,0,1,1,1,3,33.3,2,1,0,1,0,2,4,0,18.0,LW,1,0,0,2,2,0,1,0,1,0,0,0,5,1,3,25.0,,,,,,,,,,,,,,,,,,,,,1,241
9,Mads Hermansen,30.0,dk DEN,GK,24-219,90,0,0,0,0,0,0,0,0,51,0,0,0,0.0,0.0,0.0,0,0,22,50,44.0,1,36,0,0,0,30.0,GK,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,30.0,GK,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,100.0,5.0,2.0,3.0,60.0,2.0,5.0,33.0,15.2,46.0,2.0,63.0,43.3,4.0,100.0,58.5,13.0,0.0,0.0,3.0,17.2,1,241
10,Patson Daka,20.0,zm ZAM,FW,26-129,6,0,0,0,0,0,0,0,0,4,0,0,0,0.0,0.0,0.0,0,0,3,4,75.0,0,2,0,0,0,20.0,FW,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,20.0,FW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,1,241
11,Stephy Mavididi,10.0,eng ENG,"LW,LM",26-260,16,0,0,0,0,1,0,0,0,8,0,1,0,0.0,0.0,0.0,0,0,3,5,60.0,1,7,3,4,2,10.0,"LW,LM",0,0,0,0,0,0,0,,0,0,0,0,1,1,0,0,10.0,"LW,LM",0,0,0,0,1,0,1,1,0,0,0,0,2,0,0,,,,,,,,,,,,,,,,,,,,,,1,241
12,Victor Bernth Kristiansen,16.0,dk DEN,LB,22-061,90,0,0,0,0,0,0,0,0,49,5,0,0,0.0,0.0,0.0,2,0,30,42,71.4,2,23,1,0,0,16.0,LB,5,2,1,4,0,2,6,33.3,4,0,0,0,0,5,1,0,16.0,LB,0,0,0,1,0,0,8,0,2,0,0,0,2,1,3,25.0,,,,,,,,,,,,,,,,,,,,,1,241
13,Wilfred Ndidi,6.0,ng NGA,DM,28-061,84,0,0,0,0,2,1,0,0,35,1,2,1,0.1,0.1,0.0,0,0,13,24,54.2,0,18,0,0,0,6.0,DM,1,1,0,1,0,0,3,0.0,3,1,1,0,2,3,3,0,6.0,DM,0,0,0,0,0,0,1,2,1,0,0,0,0,2,1,66.7,,,,,,,,,,,,,,,,,,,,,1,241
14,Wout Faes,3.0,be BEL,CB,26-318,90,0,0,0,0,0,0,0,0,35,0,0,3,0.0,0.0,0.0,1,0,21,25,84.0,1,21,0,0,0,3.0,CB,0,0,0,0,0,0,0,,0,3,2,1,0,0,5,0,3.0,CB,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,100.0,,,,,,,,,,,,,,,,,,,,,1,241
0,15 Players,,,,,990,2,2,0,0,11,5,1,0,650,15,5,9,1.4,1.4,1.3,19,4,450,542,83.0,71,403,23,24,14,,,15,11,3,6,6,6,15,40.0,9,9,2,7,5,20,23,0,,,1,0,0,10,9,4,18,5,11,0,0,0,42,15,11,57.7,,,,,,,,,,,,,,,,,,,,,0,241
1,David Raya,22.0,es ESP,GK,29-153,90,0,0,0,0,0,0,0,0,35,0,0,0,0.0,0.0,0.0,0,0,33,36,91.7,1,26,0,0,0,22.0,GK,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,22.0,GK,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,2.0,0.0,2.0,100.0,0.1,3.0,6.0,50.0,33.0,6.0,12.1,21.6,3.0,66.7,47.3,11.0,2.0,18.2,3.0,17.2,0,241
2,Declan Rice,41.0,eng ENG,LM,26-032,90,0,0,0,0,1,0,0,0,45,1,1,2,0.1,0.1,0.0,1,0,25,33,75.8,5,27,4,1,1,41.0,LM,1,0,0,1,0,0,3,0.0,3,2,1,1,1,2,3,0,41.0,LM,0,0,0,1,1,0,3,1,0,0,0,0,3,2,2,50.0,,,,,,,,,,,,,,,,,,,,,0,241
3,Ethan Nwaneri,53.0,eng ENG,RW,17-331,90,0,1,0,0,4,2,0,0,57,3,1,0,0.2,0.2,0.4,5,1,33,44,75.0,6,36,6,10,7,53.0,RW,3,3,1,1,1,3,5,60.0,2,0,0,0,1,4,0,0,53.0,RW,0,0,0,0,1,0,10,1,3,0,0,0,4,2,0,100.0,,,,,,,,,,,,,,,,,,,,,0,241
4,Gabriel Magalhães,6.0,br BRA,CB,27-058,90,0,0,0,0,0,0,0,0,65,2,1,1,0.0,0.0,0.1,1,0,44,55,80.0,5,41,0,1,0,6.0,CB,2,2,0,0,2,1,1,100.0,0,1,0,1,1,3,4,0,6.0,CB,0,0,0,0,0,0,0,1,2,0,0,0,4,4,3,57.1,,,,,,,,,,,,,,,,,,,,,0,241
5,Jorginho,20.0,it ITA,CM,33-057,15,0,0,0,0,0,0,1,0,8,0,0,0,0.0,0.0,0.0,0,0,5,7,71.4,0,4,0,0,0,20.0,CM,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,1,0,20.0,CM,1,0,0,1,0,0,0,0,0,0,0,0,2,0,1,0.0,,,,,,,,,,,,,,,,,,,,,0,241
6,Jurriën Timber,12.0,nl NED,RB,23-243,90,0,0,0,0,0,0,0,0,72,3,2,0,0.0,0.0,0.0,3,1,45,56,80.4,13,40,1,2,1,12.0,RB,3,2,1,1,1,1,1,100.0,0,0,0,0,2,5,4,0,12.0,RB,0,0,0,1,2,0,1,2,2,0,0,0,3,3,0,100.0,,,,,,,,,,,,,,,,,,,,,0,241
7,Kieran Tierney,3.0,sct SCO,LW,27-255,2,0,0,0,0,0,0,0,0,2,1,0,0,0.0,0.0,0.0,0,0,1,1,100.0,0,0,0,0,0,3.0,LW,1,1,0,0,1,0,1,0.0,1,0,0,0,0,1,0,0,3.0,LW,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,241
8,Leandro Trossard,19.0,be BEL,"FW,LW",30-073,88,0,1,0,0,1,1,0,0,25,0,0,0,0.2,0.2,0.5,1,1,13,17,76.5,4,19,1,1,1,19.0,"FW,LW",0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0,19.0,"FW,LW",0,0,0,1,2,2,2,0,0,0,0,0,4,0,2,0.0,,,,,,,,,,,,,,,,,,,,,0,241
9,Martin Ødegaard,8.0,no NOR,RM,26-060,90,0,0,0,0,1,0,0,0,79,0,0,0,0.1,0.1,0.3,3,0,64,73,87.7,15,56,4,3,2,8.0,RM,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,1,0,8.0,RM,0,0,0,0,0,0,1,0,0,0,0,0,4,0,1,0.0,,,,,,,,,,,,,,,,,,,,,0,241
10,Mikel Merino,23.0,es ESP,FW,28-238,22,2,0,0,0,2,2,0,0,15,0,0,1,0.7,0.7,0.0,1,0,6,9,66.7,0,8,1,0,0,23.0,FW,0,0,0,0,0,0,0,,0,1,0,1,0,0,1,0,23.0,FW,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,66.7,,,,,,,,,,,,,,,,,,,,,0,241
11,Myles Lewis-Skelly,49.0,eng ENG,LB,18-142,75,0,0,0,0,0,0,0,0,57,1,0,0,0.0,0.0,0.0,0,0,43,50,86.0,4,29,1,3,1,49.0,LB,1,0,1,0,0,0,0,,0,0,0,0,0,1,2,0,49.0,LB,0,0,0,1,0,0,0,0,0,0,0,0,2,0,1,0.0,,,,,,,,,,,,,,,,,,,,,0,241
12,Raheem Sterling,30.0,eng ENG,LW,30-069,68,0,0,0,0,1,0,0,0,34,0,0,1,0.0,0.0,0.0,1,0,19,26,73.1,1,26,3,2,0,30.0,LW,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0,30.0,LW,0,0,0,1,0,2,1,0,0,0,0,0,2,1,0,100.0,,,,,,,,,,,,,,,,,,,,,0,241
13,Riccardo Calafiori,33.0,it ITA,LB,22-272,15,0,0,0,0,0,0,0,0,12,1,0,0,0.0,0.0,0.0,1,1,7,9,77.8,3,4,0,0,0,33.0,LB,1,1,0,0,1,1,1,100.0,0,0,0,0,0,1,0,0,33.0,LB,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,241
14,Thomas Partey,5.0,gh GHA,CM,31-247,75,0,0,0,0,1,0,0,0,65,3,0,3,0.0,0.0,0.0,2,0,49,56,87.5,8,40,2,0,0,5.0,CM,3,2,0,3,0,0,0,,0,3,0,3,0,3,1,0,5.0,CM,0,0,0,2,2,0,0,0,2,0,0,0,7,0,0,,,,,,,,,,,,,,,,,,,,,,0,241
0,16 Players,,,,,990,2,2,0,0,24,10,0,0,651,8,7,6,2.2,2.2,1.6,44,3,464,549,84.5,49,447,26,12,5,,,8,8,2,5,1,5,12,41.7,7,6,3,3,7,15,25,0,,,0,0,0,13,8,1,33,7,8,0,0,0,45,16,15,51.6,,,,,,,,,,,,,,,,,,,,,1,242
1,Adama Traoré,11.0,es ESP,RW,29-021,89,0,1,0,0,2,1,0,0,41,0,0,0,0.2,0.2,0.6,7,2,26,35,74.3,3,29,7,3,2,11.0,RW,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0,11.0,RW,0,0,0,2,1,0,9,0,0,0,0,0,5,1,1,50.0,,,,,,,,,,,,,,,,,,,,,1,242
2,Alex Iwobi,17.0,ng NGA,LW,28-288,89,0,0,0,0,4,1,0,0,56,1,0,0,0.2,0.2,0.1,5,0,35,43,81.4,4,44,4,2,0,17.0,LW,1,1,0,0,1,1,2,50.0,1,0,0,0,0,1,1,0,17.0,LW,0,0,0,0,0,0,8,0,1,0,0,0,6,0,0,,,,,,,,,,,,,,,,,,,,,,1,242
3,Andreas Pereira,18.0,br BRA,"AM,RW",29-045,9,0,0,0,0,0,0,0,0,8,0,0,1,0.0,0.0,0.0,2,0,7,7,100.0,1,5,1,0,0,18.0,"AM,RW",0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0,18.0,"AM,RW",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,1,242
4,Antonee Robinson,33.0,us USA,LB,27-191,90,0,0,0,0,0,0,0,0,69,1,0,0,0.0,0.0,0.0,0,0,47,64,73.4,4,46,4,2,0,33.0,LB,1,1,0,1,0,1,4,25.0,3,0,0,0,0,1,2,0,33.0,LB,0,0,0,3,1,0,4,0,1,0,0,0,3,1,0,100.0,,,,,,,,,,,,,,,,,,,,,1,242
5,Bernd Leno,1.0,de GER,GK,32-348,90,0,0,0,0,0,0,0,0,43,0,0,0,0.0,0.0,0.0,0,0,37,43,86.0,0,27,0,0,0,1.0,GK,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,1.0,GK,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,,2.0,1.0,1.0,50.0,1.1,2.0,8.0,25.0,35.0,5.0,17.1,28.8,8.0,25.0,25.9,15.0,0.0,0.0,2.0,14.2,1,242
6,Calvin Bassey,3.0,ng NGA,CB,25-046,90,1,0,0,0,2,1,0,0,63,0,1,0,0.2,0.2,0.0,0,0,49,56,87.5,2,46,0,0,0,3.0,CB,0,0,0,0,0,0,0,,0,0,0,0,1,1,3,0,3.0,CB,0,0,0,2,2,0,0,1,0,0,0,0,5,1,1,50.0,,,,,,,,,,,,,,,,,,,,,1,242
7,Emile Smith Rowe,32.0,eng ENG,AM,24-202,81,1,0,0,0,3,1,0,0,45,0,0,1,0.6,0.6,0.0,6,0,32,37,86.5,5,34,5,2,1,32.0,AM,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0,32.0,AM,0,0,0,1,1,0,0,0,0,0,0,0,5,0,1,0.0,,,,,,,,,,,,,,,,,,,,,1,242
8,Harrison Reed,6.0,eng ENG,DM,30-019,8,0,0,0,0,1,1,0,0,7,0,0,0,0.1,0.1,0.0,0,0,4,6,66.7,1,4,0,0,0,6.0,DM,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,6.0,DM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,,,,,,,,,,,,,,,,,,,,,1,242
9,Joachim Andersen,5.0,dk DEN,CB,28-260,90,0,0,0,0,0,0,0,0,80,1,3,1,0.0,0.0,0.0,2,0,56,63,88.9,3,50,1,0,0,5.0,CB,1,1,0,1,0,1,1,100.0,0,1,1,0,3,4,11,0,5.0,CB,0,0,0,0,0,0,0,3,1,0,0,0,3,5,2,71.4,,,,,,,,,,,,,,,,,,,,,1,242
10,Raúl Jiménez,7.0,mx MEX,FW,33-286,75,0,1,0,0,7,3,0,0,39,0,0,0,0.5,0.5,0.3,5,1,22,26,84.6,2,23,0,3,2,7.0,FW,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0,7.0,FW,0,0,0,1,1,0,0,0,0,0,0,0,3,3,4,42.9,,,,,,,,,,,,,,,,,,,,,1,242
11,Rodrigo Muniz,9.0,br BRA,FW,23-287,15,0,0,0,0,1,1,0,0,9,1,0,0,0.2,0.2,0.0,1,0,2,3,66.7,1,5,0,0,0,9.0,FW,1,1,1,0,0,0,0,,0,0,0,0,0,1,0,0,9.0,FW,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,50.0,,,,,,,,,,,,,,,,,,,,,1,242
12,Ryan Sessegnon,30.0,eng ENG,"LW,RW",24-273,1,0,0,0,0,0,0,0,0,2,0,0,0,0.0,0.0,0.0,0,0,1,2,50.0,0,2,1,0,0,30.0,"LW,RW",0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,30.0,"LW,RW",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,1,242
13,Sander Berge,16.0,no NOR,DM,27-001,90,0,0,0,0,1,0,0,0,57,1,1,2,0.1,0.1,0.0,5,0,40,49,81.6,7,37,0,0,0,16.0,DM,1,1,1,0,0,0,0,,0,2,1,1,1,2,3,0,16.0,DM,0,0,0,1,1,0,0,1,1,0,0,0,3,2,0,100.0,,,,,,,,,,,,,,,,,,,,,1,242
14,Saša Lukić,20.0,rs SRB,DM,28-186,82,0,0,0,0,2,1,0,0,62,1,2,1,0.1,0.1,0.4,9,0,48,53,90.6,5,38,1,0,0,20.0,DM,1,1,0,1,0,1,1,100.0,0,1,1,0,2,3,1,0,20.0,DM,0,0,0,1,1,0,10,2,1,0,0,0,5,2,3,40.0,,,,,,,,,,,,,,,,,,,,,1,242
15,Timothy Castagne,21.0,be BEL,RB,29-072,90,0,0,0,0,1,0,0,0,63,2,0,0,0.0,0.0,0.0,1,0,51,55,92.7,11,50,1,0,0,21.0,RB,2,2,0,2,0,1,2,50.0,1,0,0,0,0,2,4,0,21.0,RB,0,0,0,1,0,0,1,0,2,0,0,0,3,0,1,0.0,,,,,,,,,,,,,,,,,,,,,1,242
0,14 Players,,,,,990,1,1,0,0,8,2,0,0,557,10,8,10,0.4,0.4,0.3,14,2,358,441,81.2,35,281,15,12,7,,,10,7,7,3,0,6,11,54.5,5,10,6,4,8,18,31,0,,,0,0,0,8,12,1,18,8,7,0,0,0,39,15,16,48.4,,,,,,,,,,,,,,,,,,,,,0,242
