index,Player,#,Nation,Pos,Age,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Fls,Fld,Off,Crs,TklW,Int,OG,PKwon,PKcon,SoTA,GA,Saves,Save%,home,game_id
12,Víctor Valdés,26.0,es ESP,GK,34-212,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1,4
13,Álvaro Negredo,10.0,es ESP,FW,30-359,90,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,1,4
0,13 Players,,,,,990,1.0,0.0,0.0,0.0,12.0,1.0,5.0,0.0,15.0,18.0,2.0,22.0,14.0,11.0,0.0,0.0,0.0,,,,,0,4
1,Bojan Krkić,27.0,es ESP,AM,25-351,77,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,,,,,0,4
2,Erik Pieters,3.0,nl NED,LB,28-006,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,3.0,2.0,1.0,0.0,0.0,0.0,,,,,0,4
3,Giannelli Imbula,21.0,cd COD,DM,23-336,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,,,,,0,4
4,Glenn Whelan,6.0,ie IRL,DM,32-213,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,,,,,0,4
5,Joe Allen,4.0,wls WAL,MF,26-152,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0,4
6,Jonathan Walters,19.0,ie IRL,"FW,MF",32-328,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,0,4
7,Mame Biram Diouf,18.0,sn SEN,FW,28-241,68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,,,,,0,4
8,Marko Arnautović,10.0,at AUT,AM,27-116,90,0.0,0.0,0.0,0.0,5.0,0.0,1.0,0.0,4.0,1.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,,,,,0,4
9,Phil Bardsley,2.0,sct SCO,RB,31-046,90,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,3.0,1.0,0.0,3.0,1.0,3.0,0.0,0.0,0.0,,,,,0,4
10,Philipp Wollscheid,26.0,de GER,CB,27-160,90,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,,,,,0,4
11,Ryan Shawcross,17.0,eng ENG,CB,28-314,90,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,,,,,0,4
12,Shay Given,24.0,ie IRL,GK,40-115,90,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,50.0,0,4
13,Xherdan Shaqiri,22.0,ch SUI,AM,24-308,90,1.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,1.0,0.0,8.0,1.0,1.0,0.0,0.0,0.0,,,,,0,4
0,13 Players,,,,,990,0.0,0.0,0.0,0.0,10.0,3.0,3.0,0.0,11.0,17.0,3.0,24.0,9.0,18.0,0.0,0.0,0.0,,,,,1,5
1,Andre Gray,7.0,jm JAM,FW,25-048,90,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,,,,,1,5
2,Ben Mee,6.0,eng ENG,CB,26-327,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,,,,,1,5
3,David Jones,14.0,eng ENG,CM,31-283,86,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,11.0,0.0,1.0,0.0,0.0,0.0,,,,,1,5
4,Dean Marney,8.0,eng ENG,CM,32-195,90,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,3.0,5.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,,,,,1,5
5,George Boyd,21.0,sct SCO,RM,30-316,90,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,,,,,1,5
6,Jóhann Berg Guðmundsson,25.0,is ISL,"FW,MF",25-291,16,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,,,,,1,5
7,Lukas Jutkiewicz,19.0,eng ENG,FW,27-138,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,1,5
8,Matthew Lowton,2.0,eng ENG,RB,27-065,90,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,5.0,1.0,3.0,0.0,0.0,0.0,,,,,1,5
9,Michael Keane,5.0,eng ENG,CB,23-215,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,,,,,1,5
10,Sam Vokes,9.0,wls WAL,FW,26-297,90,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,1,5
11,Scott Arfield,37.0,ca CAN,LM,27-286,74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,1,5
12,Stephen Ward,23.0,ie IRL,LB,30-359,90,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,1.0,0.0,4.0,3.0,1.0,0.0,0.0,0.0,,,,,1,5
13,Tom Heaton,1.0,eng ENG,GK,30-120,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,1.0,7.0,87.5,1,5
0,14 Players,,,,,990,1.0,0.0,0.0,0.0,18.0,10.0,2.0,0.0,15.0,10.0,2.0,28.0,17.0,23.0,0.0,0.0,0.0,,,,,0,5
1,Federico Fernández,33.0,ar ARG,CB,27-174,90,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,2.0,5.0,0.0,0.0,0.0,,,,,0,5
2,Fernando Llorente,9.0,es ESP,FW,31-169,90,0.0,0.0,0.0,0.0,6.0,4.0,0.0,0.0,4.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,,,,,0,5
3,Gylfi Sigurðsson,23.0,is ISL,"FW,MF",26-340,31,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,,,,,0,5
4,Jack Cork,24.0,eng ENG,CM,27-049,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,3.0,2.0,1.0,0.0,0.0,0.0,,,,,0,5
5,Jefferson Montero,20.0,ec ECU,"FW,MF",26-347,27,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,,,,,0,5
6,Jordi Amat,2.0,id IDN,CB,24-145,90,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,,,,,0,5
7,Kyle Naughton,26.0,eng ENG,RB,27-270,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,0.0,0.0,0.0,,,,,0,5
8,Leon Britton,7.0,eng ENG,CM,33-332,59,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,0,5
9,Leroy Fer,8.0,nl NED,CM,26-221,90,1.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,5.0,0.0,0.0,0.0,,,,,0,5
10,Modou Barrow,17.0,gm GAM,FW,23-305,63,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,2.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,,,,,0,5
11,Stephen Kingsley,35.0,sct SCO,LB,22-021,90,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,2.0,0.0,0.0,0.0,,,,,0,5
12,Wayne Routledge,15.0,eng ENG,FW,31-219,86,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,6.0,2.0,0.0,0.0,0.0,0.0,,,,,0,5
13,Àngel Rangel,22.0,es ESP,DF,33-290,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0,5
14,Łukasz Fabiański,1.0,pl POL,GK,31-117,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,100.0,0,5
0,14 Players,,,,,990,1.0,0.0,1.0,1.0,16.0,4.0,1.0,0.0,12.0,13.0,1.0,24.0,4.0,11.0,0.0,1.0,0.0,,,,,1,6
1,Aleksandar Kolarov,11.0,rs SRB,CB,30-277,90,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,,,,,1,6
2,Bacary Sagna,3.0,fr FRA,RB,33-181,90,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,,,,,1,6
3,David Silva,21.0,es ESP,DM,30-218,63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,5.0,1.0,1.0,0.0,0.0,0.0,,,,,1,6
4,Fabian Delph,18.0,eng ENG,"DF,MF",26-266,27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,1,6
5,Fernandinho,25.0,br BRA,DM,31-101,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,,,,,1,6
6,Gaël Clichy,22.0,fr FRA,LB,31-018,79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,,,,,1,6
7,Jesús Navas,15.0,es ESP,"DF,FW",30-266,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,7.0,0.0,1.0,0.0,0.0,0.0,,,,,1,6
8,John Stones,24.0,eng ENG,CB,22-077,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,1,6
9,Kelechi Iheanacho,72.0,ng NGA,"FW,MF",19-315,11,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,1,6
10,Kevin De Bruyne,17.0,be BEL,AM,25-046,90,0.0,0.0,0.0,0.0,5.0,2.0,0.0,0.0,3.0,2.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,,,,,1,6
11,Nolito,9.0,es ESP,AM,29-303,58,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,1,6
12,Raheem Sterling,7.0,eng ENG,AM,21-249,90,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,3.0,0.0,1.0,0.0,1.0,0.0,,,,,1,6
13,Sergio Agüero,10.0,ar ARG,FW,28-072,90,1.0,0.0,1.0,1.0,6.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,1,6
14,Willy Caballero,13.0,ar ARG,GK,34-320,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,2.0,66.7,1,6
0,14 Players,,,,,990,1.0,1.0,0.0,0.0,7.0,3.0,2.0,0.0,14.0,11.0,2.0,20.0,13.0,14.0,1.0,0.0,1.0,,,,,0,6
1,Adnan Januzaj,44.0,be BEL,"FW,MF",21-190,27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,6.0,0.0,1.0,0.0,0.0,0.0,,,,,0,6
2,Donald Love,22.0,sct SCO,RB,21-255,90,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,5.0,2.0,0.0,0.0,0.0,,,,,0,6
3,Duncan Watmore,14.0,eng ENG,AM,22-158,63,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,0,6
4,Fabio Borini,9.0,it ITA,AM,25-137,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,,,,,0,6
5,Jack Rodwell,8.0,eng ENG,DM,25-155,90,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,,,,,0,6
6,Jermain Defoe,18.0,eng ENG,FW,33-311,82,1.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,3.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,0,6
7,John O'Shea,16.0,ie IRL,DM,35-105,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,0,6
8,Lamine Koné,23.0,ci CIV,CB,27-194,90,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,,,,,0,6
9,Lynden Gooch,46.0,us USA,AM,20-233,64,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,,,,,0,6
10,Paddy McNair,19.0,nir NIR,"DF,MF",21-108,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,,,,,0,6
11,Patrick van Aanholt,3.0,nl NED,LB,25-350,90,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,5.0,2.0,2.0,0.0,0.0,1.0,,,,,0,6
12,Vito Mannone,1.0,it ITA,GK,28-164,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,3.0,75.0,0,6
13,Wahbi Khazri,10.0,tn TUN,"FW,MF",25-187,26,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,,,,,0,6
14,Younès Kaboul,4.0,fr FRA,CB,30-222,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,,,,,0,6
0,14 Players,,,,,990,1.0,1.0,0.0,0.0,9.0,3.0,0.0,0.0,7.0,10.0,3.0,24.0,12.0,10.0,0.0,0.0,0.0,,,,,1,7
1,Adam Smith,15.0,eng ENG,RB,25-107,90,1.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,4.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,,,,,1,7
2,Andrew Surman,6.0,eng ENG,CM,29-360,90,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,,,,,1,7
3,Artur Boruc,1.0,pl POL,GK,36-176,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,3.0,4.0,57.1,1,7
4,Benik Afobe,9.0,cd COD,FW,23-184,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,1,7
5,Callum Wilson,13.0,eng ENG,FW,24-169,66,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,1,7
6,Charlie Daniels,11.0,eng ENG,LB,29-342,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,7.0,1.0,1.0,0.0,0.0,0.0,,,,,1,7
7,Harry Arter,8.0,ie IRL,CM,26-230,90,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,,,,,1,7
8,Jordon Ibe,33.0,eng ENG,FW,20-250,67,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,,,,,1,7
9,Joshua King,17.0,no NOR,FW,24-212,90,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,,,,1,7
10,Lewis Cook,18.0,eng ENG,CM,19-193,80,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,,,,,1,7
11,Lewis Grabban,28.0,eng ENG,"FW,MF",28-215,24,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,1,7
12,Max Gradel,10.0,ci CIV,"FW,MF",28-258,10,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,,,,,1,7
13,Simon Francis,2.0,eng ENG,CB,31-180,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,3.0,1.0,0.0,0.0,0.0,,,,,1,7
14,Steve Cook,3.0,eng ENG,CB,25-117,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,,,,,1,7
0,14 Players,,,,,990,3.0,2.0,0.0,0.0,11.0,7.0,1.0,0.0,10.0,7.0,4.0,7.0,18.0,13.0,0.0,0.0,0.0,,,,,0,7
1,Ander Herrera,21.0,es ESP,DM,27-000,90,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,,,,,0,7
2,Anthony Martial,11.0,fr FRA,AM,20-253,84,0.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,,,,,0,7
3,Antonio Valencia,25.0,ec ECU,RB,31-010,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,,,,,0,7
4,Daley Blind,17.0,nl NED,CB,26-158,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,4.0,0.0,0.0,0.0,,,,,0,7
5,David de Gea,1.0,es ESP,GK,25-281,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,2.0,66.7,0,7
6,Eric Bailly,3.0,ci CIV,CB,22-124,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,,,,,0,7
7,Henrikh Mkhitaryan,22.0,am ARM,"FW,MF",27-206,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,0,7
8,Juan Mata,8.0,es ESP,AM,28-108,74,1.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,,,,,0,7
9,Luke Shaw,23.0,eng ENG,LB,21-033,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,,,,,0,7
10,Marouane Fellaini,27.0,be BEL,DM,28-266,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,,,,,0,7
11,Memphis,7.0,nl NED,"FW,MF",22-183,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,0,7
12,Morgan Schneiderlin,28.0,fr FRA,MF,26-280,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0,7
13,Wayne Rooney,10.0,eng ENG,AM,30-295,88,1.0,0.0,0.0,0.0,4.0,3.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,0,7
14,Zlatan Ibrahimović,9.0,se SWE,FW,34-316,90,1.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,0,7
0,14 Players,,,,,990,3.0,2.0,0.0,1.0,10.0,5.0,3.0,0.0,13.0,16.0,4.0,20.0,12.0,18.0,0.0,1.0,0.0,,,,,1,8
1,Aaron Ramsey,8.0,wls WAL,AM,25-232,60,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,,,,,1,8
2,Alex Iwobi,17.0,ng NGA,AM,20-103,58,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,1,8
3,Alex Oxlade-Chamberlain,15.0,eng ENG,"FW,MF",22-365,32,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,1,8
4,Alexis Sánchez,7.0,cl CHI,FW,27-239,90,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,,,,,1,8
5,Calum Chambers,21.0,eng ENG,CB,21-207,90,1.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,,,,,1,8
6,Francis Coquelin,34.0,fr FRA,DM,25-093,90,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,3.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,,,,,1,8
7,Granit Xhaka,29.0,ch SUI,MF,23-322,24,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,1,8
8,Héctor Bellerín,24.0,es ESP,RB,21-148,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,,,,,1,8
9,Mohamed Elneny,35.0,eg EGY,DM,24-034,66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,,,,,1,8
10,Nacho Monreal,18.0,es ESP,LB,30-170,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,6.0,0.0,0.0,0.0,,,,,1,8
11,Petr Čech,33.0,cz CZE,GK,34-086,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,4.0,3.0,42.9,1,8
12,Rob Holding,16.0,eng ENG,CB,20-329,90,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,,,,,1,8
13,Santi Cazorla,19.0,es ESP,MF,31-245,30,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,,,,,1,8
14,Theo Walcott,14.0,eng ENG,AM,27-151,90,1.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0,2.0,3.0,0.0,5.0,4.0,1.0,0.0,1.0,0.0,,,,,1,8
0,14 Players,,,,,990,4.0,3.0,0.0,0.0,16.0,7.0,3.0,0.0,17.0,13.0,3.0,10.0,13.0,7.0,0.0,0.0,1.0,,,,,0,8
1,Adam Lallana,20.0,eng ENG,CM,28-096,75,1.0,1.0,0.0,0.0,2.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,0,8
2,Alberto Moreno,18.0,es ESP,LB,24-040,90,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,,,,,0,8
3,Dejan Lovren,6.0,hr CRO,CB,27-040,90,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,0,8
4,Divock Origi,27.0,be BEL,"FW,MF",21-118,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0,8
5,Emre Can,23.0,de GER,"DF,MF",22-215,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,0,8
6,Georginio Wijnaldum,5.0,nl NED,CM,25-277,87,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,0,8
7,Jordan Henderson,14.0,eng ENG,CM,26-058,90,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,,,,,0,8
8,Kevin Stewart,35.0,jm JAM,"DF,MF",22-342,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0,8
9,Nathaniel Clyne,2.0,eng ENG,RB,25-131,90,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,1.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,,,,,0,8
10,Philippe Coutinho,10.0,br BRA,FW,24-063,69,2.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,,,,,0,8
